評分,圖鑑編號,寶可夢,第一屬性,第二屬性,地區,型態別,暗影,Mega進化,其他形態,性別,尺寸,天氣,CP,攻擊力,防禦力,HP,等級,一般招式,特殊招式1,特殊招式2,幾下可用特招1,幾下可用特招2,夥伴行走距離,開第二招星塵花費,Stat Product
89.6,131,拉普拉斯,水,冰,-,-,-,-,-,-,-,-,1499,104.7,114.6,179,21.5,精神波,泡影詠歎調,冰凍光束*,12,14,5,75000,2147136
89.6,687,烏賊王,惡,超能力,-,-,暗影,-,-,-,-,-,1493,117.2,116.6,139,23.5,精神波,欺詐,蠻力,10,10,3,50000,1899127
89.6,197,月亮伊布,惡,,-,-,-,-,-,-,-,-,1500,90.2,177,156,27,大聲咆哮,惡之波動,珍藏*,4,5,5,75000,2491764
89.5,799,惡食大王,惡,龍,-,-,-,-,-,-,-,-,1499,113.3,66.1,265,19.5,龍尾,狂舞揮打,污泥炸彈,3,5,20,100000,1982915
89.5,189,毽子棉,草,飛行,-,-,-,-,-,-,-,-,1499,96.7,157,153,40.5,妖精之風,能量球,雜技*,5,7,3,50000,2322994
89.5,630,禿鷹娜,惡,飛行,-,-,-,-,-,-,-,-,1500,92.1,151.3,175,26.5,大聲咆哮,惡之波動,暗影球,4,4,5,75000,2439745
89.4,752,滴蛛霸,水,蟲,-,-,暗影,-,-,-,-,-,1499,97.4,174,136,32,死纏爛打,水之波動,鏡面反射,5,4,3,50000,2306355
89.3,450,河馬獸,地面,,-,-,-,-,-,-,-,-,1500,116.2,116.8,142,18,潑沙,氣象球 岩石,大地之力,9,13,3,50000,1926191
89.3,230,刺龍王,水,龍,-,-,-,-,-,-,-,-,1497,121.8,127.9,118,21,龍息,衝浪,高速星星,12,9,3,50000,1839109
89.3,230,刺龍王,水,龍,-,-,暗影,-,-,-,-,-,1497,121.8,127.9,118,21,龍息,衝浪,高速星星,12,9,3,50000,1839109
89.3,302,勾魂眼,惡,幽靈,-,-,-,-,-,-,-,-,1496,119.7,124.6,125,47,暗影爪,欺詐,力量寶石,5,7,5,75000,1864140
89.3,143,卡比獸,一般,,-,-,暗影,-,-,-,-,-,1500,108.4,102.3,187,17.5,精神波,泰山壓頂,蠻力,10,10,5,75000,2073265
89.3,288,過動猿,一般,,-,-,暗影,-,-,-,-,-,1497,116.2,114.1,145,28.5,抓,劈瓦,岩崩,10,12,5,75000,1923360
89.1,9,水箭龜,水,,-,-,-,-,-,-,-,-,1500,112.1,137.7,130,23,咬住,加農水砲*,火箭頭錘,10,19,3,10000,2007546
89.1,703,小碎鑽,岩石,妖精,-,-,-,-,-,-,-,-,1497,84,252.1,126,50,落石,岩崩,月亮之力,9,10,5,75000,2669074
89.1,635,三首惡龍,惡,龍,-,-,暗影,-,-,-,-,-,1500,136.1,104.5,116,15,龍息,狂舞揮打*,飛翔,9,12,5,75000,1649711
89.1,918,操陷蛛,蟲,,-,-,-,-,-,-,-,-,1497,111,138.9,131,37.5,暗影爪,猛撲,岩石封鎖,6,7,1,50000,2019559
88.9,148,哈克龍,龍,,-,-,暗影,-,-,-,-,-,1499,125.2,112.5,127,33,龍息,緊束,水流尾,12,9,5,75000,1788369
88.9,450,河馬獸,地面,,-,-,暗影,-,-,-,-,-,1500,116.2,116.8,142,18,潑沙,氣象球 岩石,大地之力,9,13,3,50000,1926191
88.9,38,九尾,冰,妖精,阿羅拉,-,-,-,-,-,-,-,1497,114.5,136.1,125,24,細雪,氣象球 冰,潑冷水*,5,6,3,50000,1948701
88.9,776,爆焰龜獸,火,龍,-,-,-,-,-,-,-,-,1499,113.5,153.6,113,25,燒盡,狂舞揮打,龍爪,2,3,5,75000,1971162
88.8,737,蟲電寶,蟲,電,-,-,-,-,-,-,-,-,1497,114.8,134.8,126,36.5,伏特替換*,十字剪,放電,3,3,1,10000,1949448
88.8,308,恰雷姆,格鬥,超能力,-,-,-,-,-,-,-,-,1500,106.9,139.5,141,49,精神利刃,冰凍拳,爆裂拳,5,5,3,50000,2102958
88.7,346,搖籃百合,岩石,草,-,-,-,-,-,-,-,-,1497,105.2,140.3,144,25.5,溶解液,岩石封鎖,打草結,7,7,3,50000,2126277
88.7,205,佛烈托斯,蟲,鋼,-,-,-,-,-,-,-,-,1499,109.8,145.5,128,24.5,伏特替換,流沙地獄,岩石封鎖,3,4,5,75000,2043769
88.7,38,九尾,冰,妖精,阿羅拉,-,暗影,-,-,-,-,-,1497,114.5,136.1,125,24,細雪,氣象球 冰,潑冷水*,5,6,3,50000,1948701
88.6,660,掘地兔,一般,地面,-,-,-,-,-,-,-,-,1499,95.7,140.3,174,47,泥巴射擊,火焰拳,熱沙大地,5,6,1,10000,2337114
88.6,260,巨沼怪,水,地面,-,-,-,-,-,-,-,-,1499,123,109.2,136,18.5,泥巴射擊,加農水砲*,地震,5,8,3,10000,1825538
88.5,87,白海獅,水,冰,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,冰礫*,冰凍之風*,直衝鑽,5,4,3,50000,2192411
88.5,260,巨沼怪,水,地面,-,-,暗影,-,-,-,-,-,1499,123,109.2,136,18.5,泥巴射擊,加農水砲*,地震,5,8,3,10000,1825538
88.4,356,彷徨夜靈,幽靈,,-,-,暗影,-,-,-,-,-,1497,102.4,197.7,108,42,禍不單行,冰凍拳,暗影拳,4,3,3,50000,2186937
88.4,131,拉普拉斯,水,冰,-,-,暗影,-,-,-,-,-,1499,104.7,114.6,179,21.5,精神波,泡影詠歎調,冰凍光束*,12,14,5,75000,2147136
88.2,680,雙劍鞘,鋼,幽靈,-,-,-,-,-,-,-,-,1500,122.9,140,106,22.5,暗影爪,聖劍,鐵頭,5,7,5,75000,1824726
88.2,189,毽子棉,草,飛行,-,-,暗影,-,-,-,-,-,1499,96.7,157,153,40.5,妖精之風,能量球,雜技*,5,7,3,50000,2322994
88.2,812,轟擂金剛猩,草,,-,-,-,-,-,-,-,-,1499,132.4,99.3,129,16.5,抓,鼓擊,大地之力,9,13,3,10000,1696084
87.9,681,堅盾劍怪,鋼,幽靈,-,-,-,-,盾牌,-,-,-,1498,82.9,234.6,139,46,精神利刃,暗影球,陀螺球,9,9,5,75000,2701765
87.9,105,嘎啦嘎啦,地面,,-,-,暗影,-,-,-,-,-,1496,109.6,148.9,125,31.5,擲泥,骨棒,岩崩,4,5,3,50000,2040576
87.8,683,芳香精,妖精,,-,-,-,-,-,-,-,-,1500,115.8,107.3,156,24,妖精之風,月亮之力,精神衝擊,6,5,3,50000,1939437
87.8,148,哈克龍,龍,,-,-,-,-,-,-,-,-,1499,125.2,112.5,127,33,龍息,水流尾,龍之波動,9,14,5,75000,1788369
87.8,356,彷徨夜靈,幽靈,,-,-,-,-,-,-,-,-,1497,102.4,197.7,108,42,禍不單行,冰凍拳,暗影拳,4,3,3,50000,2186937
87.8,205,佛烈托斯,蟲,鋼,-,-,暗影,-,-,-,-,-,1499,109.8,145.5,128,24.5,伏特替換,流沙地獄,岩石封鎖,3,4,5,75000,2043769
87.8,537,蟾蜍王,水,地面,-,-,-,-,-,-,-,-,1500,120.3,100.9,154,22,泥巴射擊,大地之力,冰凍之風,6,5,3,50000,1868887
87.8,663,烈箭鷹,火,飛行,-,-,-,-,-,-,-,-,1500,121.4,112.7,135,25.5,燒盡*,飛翔,勇鳥猛攻,3,3,1,10000,1846682
87.6,36,皮可西,妖精,,-,-,-,-,-,-,-,-,1498,116.6,112.1,147,23,妖精之風,月亮之力,彗星拳,6,5,1,10000,1921642
87.5,711,南瓜怪人,幽靈,草,-,-,-,-,-,-,大尺寸,-,1500,115.9,137.2,122,22,燒盡,暗影球,種子炸彈,3,2,5,75000,1940488
87.4,711,南瓜怪人,幽靈,草,-,-,-,-,-,-,普通尺寸,-,1498,115.9,145.1,115,23.5,燒盡,暗影球,種子炸彈,3,2,5,75000,1933691
87.4,711,南瓜怪人,幽靈,草,-,-,-,-,-,-,特大尺寸,-,1500,115.1,131.6,129,21,燒盡,暗影球,種子炸彈,3,2,5,75000,1953944
87.4,379,雷吉斯奇魯,鋼,,-,-,-,-,-,-,-,-,1499,95.7,190.1,129,22.5,鎖定,加農光炮,真氣彈,13,15,20,100000,2346311
87.3,452,龍王蠍,毒,惡,-,-,暗影,-,-,-,-,-,1500,117.9,136.9,118,22.5,毒針,咬碎,水流尾,5,4,5,75000,1903472
87.3,326,噗噗豬,超能力,,-,-,-,-,-,-,-,-,1497,113.3,131.5,132,23.5,精神波,爆裂拳,暗影球,12,13,1,10000,1966510
87.2,711,南瓜怪人,幽靈,草,-,-,-,-,-,-,小尺寸,-,1499,116.9,153,107,25,燒盡,暗影球,種子炸彈,3,2,5,75000,1913042
87.2,89,臭臭泥,毒,惡,阿羅拉,-,-,-,-,-,-,-,1491,115.9,111.7,148,20,毒擊,狂舞揮打,冰凍拳,5,6,3,50000,1916176
87.1,877,莫魯貝可,電,惡,-,-,-,-,滿腹花紋,-,-,-,1499,140.5,96.3,118,28.5,電擊,氣場輪,精神之牙,5,4,3,50000,1596126
87,635,三首惡龍,惡,龍,-,-,-,-,-,-,-,-,1500,136.1,104.5,116,15,龍息,狂舞揮打*,飛翔,9,12,5,75000,1649711
87,503,大劍鬼,水,,-,-,-,-,-,-,-,-,1500,128,100.9,136,19.5,連斬,加農水砲*,超級角擊,10,14,3,10000,1756037
86.9,895,雷吉鐸拉戈,龍,,-,-,-,-,-,-,-,-,1499,121.9,62.7,241,20,龍息*,巨龍威能*,夾住,12,10,20,100000,1842328
86.8,206,土龍弟弟,一般,,-,-,-,-,-,-,-,-,1499,104.8,111,184,37.5,咬住,直衝鑽,岩崩,10,12,3,50000,2139359
86.8,372,甲殼龍,龍,,-,-,暗影,-,-,-,-,-,1498,123.3,119.1,123,27.5,龍息,龍捲風,噴射火焰,10,14,5,75000,1806077
86.8,40,胖可丁,一般,妖精,-,-,-,-,-,-,-,-,1493,115.1,75.5,223,29,撒嬌,冰凍之風,高速星星,6,5,1,10000,1938893
86.7,208,大鋼蛇,鋼,地面,-,-,暗影,-,-,-,-,-,1497,98.4,183.3,126,23.5,雷電牙,精神之牙,咬碎,6,8,5,75000,2272944
86.7,663,烈箭鷹,火,飛行,-,-,暗影,-,-,-,-,-,1500,121.4,112.7,135,25.5,燒盡*,蓄能焰襲,飛翔,3,3,1,10000,1846682
86.6,765,智揮猩,一般,超能力,-,-,-,-,-,-,-,-,1498,110.2,130.1,142,23,念力,狂舞揮打,起草,3,4,3,75000,2034972
86.5,477,黑夜魔靈,幽靈,,-,-,暗影,-,-,-,-,-,1500,119.8,174.2,90,23.5,驚嚇,爆裂拳,暗影拳,5,4,3,50000,1878255
86.4,119,金魚王,水,,-,-,-,-,-,-,-,-,1500,121.9,109,138,26,啄,直衝鑽*,冰凍之風*,5,6,3,50000,1833820
86.3,452,龍王蠍,毒,惡,-,-,-,-,-,-,-,-,1500,117.9,136.9,118,22.5,毒針,咬碎,水流尾,5,4,5,75000,1903472
86.3,768,具甲武者,蟲,水,-,-,-,-,-,-,-,-,1499,124.1,134.7,108,17.5,連斬,十字剪,水流噴射,10,10,1,10000,1804489
86.3,89,臭臭泥,毒,惡,阿羅拉,-,暗影,-,-,-,-,-,1491,115.9,111.7,148,20,毒擊,狂舞揮打,冰凍拳,5,6,3,50000,1916176
86.2,351,飄浮泡泡,火,,-,-,-,-,-,-,-,晴,1500,112.6,121.3,146,39.5,火花,氣象球 火,日光束,4,9,5,75000,1993800
86.2,860,詐唬魔,惡,妖精,-,-,-,-,-,-,-,-,1500,124.8,98,147,49.5,突襲,欺詐,嬉鬧,6,9,5,50000,1798764
86.1,146,火焰鳥,惡,飛行,伽勒爾,-,-,-,-,-,-,-,1488,115.1,134.7,124,17.5,突襲,飛翔,勇鳥猛攻,7,8,20,100000,1922500
86.1,618,泥巴魚,地面,鋼,伽勒爾,-,-,-,-,-,-,-,1499,101.5,126.7,172,26,泥巴射擊,岩崩,地震,5,8,5,75000,2211731
86,706,黏美龍,龍,,-,-,-,-,-,-,-,-,1499,119.7,134.1,117,16,龍息,水流尾,雷電拳*,9,10,5,75000,1878306
85.9,733,銃嘴大鳥,一般,飛行,-,-,暗影,-,-,-,-,-,1500,137.3,96.8,123,20.5,啄,鳥嘴加農炮*,啄鑽,7,5,1,10000,1634212
85.8,477,黑夜魔靈,幽靈,,-,-,-,-,-,-,-,-,1500,119.8,174.2,90,23.5,驚嚇,爆裂拳,暗影拳,5,4,3,50000,1878255
85.8,198,黑暗鴉,惡,飛行,-,-,暗影,-,-,-,-,-,1499,143.2,81.1,135,41,啄,啄鑽,欺詐,5,5,3,50000,1567720
85.7,365,帝牙海獅,冰,水,-,-,-,-,-,-,-,-,1500,112.5,114.9,154,20.5,細雪*,冰錐*,地震,5,9,3,50000,1990879
85.7,8,卡咪龜,水,,-,-,-,-,-,-,-,-,1496,107.6,139.1,139,47.5,咬住,水流噴射,冰凍光束,10,14,3,10000,2080282
85.6,558,岩殿居蟹,蟲,岩石,-,-,-,-,-,-,-,-,1499,120.3,134.7,115,22,連斬,十字剪,岩石炮,10,13,1,10000,1863686
85.6,707,鑰圈兒,鋼,妖精,-,-,-,-,-,-,-,-,1497,118,137.4,117,29,驚嚇,欺詐,吸取之吻,4,6,3,50000,1896718
85.6,279,大嘴鷗,水,飛行,-,-,-,-,-,-,-,-,1500,123.3,128.7,115,26,翅膀攻擊,氣象球 水,暴風,5,8,3,50000,1825336
85.6,211,千針魚,惡,毒,洗翠,-,-,-,-,-,-,-,1494,128.1,112.4,121,26,毒針,水流尾,惡之波動,4,5,3,50000,1741533
85.6,372,甲殼龍,龍,,-,-,-,-,-,-,-,-,1498,123.3,119.1,123,27.5,龍息,龍捲風,噴射火焰,10,14,5,75000,1806077
85.4,973,纏紅鶴,飛行,格鬥,-,-,-,-,-,-,-,-,1500,138,95.6,123,20,啄,快手還擊,勇鳥猛攻,5,7,3,75000,1622436
85.4,916,飄香豚,一般,,-,-,-,-,-,雌,-,-,1500,109.6,111.5,167,22.5,猛撞,泰山壓頂,起草,5,5,1,10000,2041611
85.2,417,帕奇利茲,電,,-,-,-,-,-,-,-,-,1372,91.6,157.1,142,50,伏特替換,必殺門牙,雷電拳,4,3,5,75000,2043738
85.2,364,海魔獅,冰,水,-,-,-,-,-,-,-,-,1500,109,112.8,168,36,細雪,衝浪,泰山壓頂,6,5,3,50000,2065168
85.2,442,花岩怪,幽靈,惡,-,-,-,-,-,-,-,-,1498,120.8,147.9,104,27,突襲,岩石封鎖,暗影球,8,8,5,75000,1857210
85.2,176,波克基古,妖精,飛行,-,-,-,-,-,-,-,-,1498,110.2,150.2,123,36.5,妖精之風,熱風,吸取之吻,5,7,3,50000,2035132
85.1,737,蟲電寶,蟲,電,-,-,暗影,-,-,-,-,-,1497,114.8,134.8,126,36.5,伏特替換*,十字剪,放電,3,3,1,10000,1949448
85.1,207,天蠍,地面,飛行,-,-,暗影,-,-,-,-,-,1498,108.5,145.3,131,31,翅膀攻擊,暗襲要害,挖洞,5,7,5,75000,2064887
85.1,658,甲賀忍蛙,水,惡,-,-,暗影,-,-,-,-,-,1500,139.6,100.4,115,21,飛水手裡劍,加農水砲*,狂舞揮打,3,3,3,10000,1611397
85.1,468,波克基斯,妖精,飛行,-,-,-,-,-,-,-,-,1498,124.3,125.9,115,16.5,啄,精神衝擊,波導彈*,5,5,3,50000,1799029
85,488,克雷色利亞,超能力,,-,-,-,-,-,-,-,-,1497,93.2,160.7,160,20,精神利刃,打草結*,月亮之力,6,6,20,100000,2396223
85,705,黏美兒,龍,,-,-,-,-,-,-,-,-,1499,114.2,133.8,128,27.5,龍息,泰山壓頂,龍之波動,10,14,5,75000,1955692
85,618,泥巴魚,地面,電,-,-,-,-,-,-,-,-,1499,101.5,126.7,172,26,電擊,泥巴炸彈,放電,5,5,5,75000,2211731
85,110,雙彈瓦斯,毒,妖精,伽勒爾,-,暗影,-,-,-,-,-,1499,117.7,139.5,116,24.5,妖精之風,污泥攻擊,狂舞揮打,5,4,3,50000,1904809
84.9,733,銃嘴大鳥,一般,飛行,-,-,-,-,-,-,-,-,1500,137.3,96.8,123,20.5,啄,鳥嘴加農炮*,啄鑽,7,5,1,10000,1634212
84.8,207,天蠍,地面,飛行,-,-,-,-,-,-,-,-,1498,108.5,145.3,131,31,翅膀攻擊,暗襲要害,挖洞,5,7,5,75000,2064887
84.8,303,大嘴娃,鋼,妖精,-,-,-,-,-,-,-,-,1497,124.8,120.8,119,39,妖精之風,夾住,鐵頭,5,6,5,75000,1793917
84.8,375,金屬怪,鋼,超能力,-,-,-,-,-,-,-,-,1498,109,145.8,129,36,連斬,精神衝擊,陀螺球,10,13,5,75000,2049614
84.8,748,超壞星,毒,水,-,-,-,-,-,-,-,-,1497,91.9,224.3,118,38,咬住,鹽水,污泥波,15,17,3,50000,2433080
84.8,413,結草貴婦,蟲,鋼,-,-,-,-,垃圾,-,-,-,1500,105,151.1,135,41,突襲,蟲鳴,鐵頭,9,8,1,10000,2141526
84.8,634,雙首暴龍,惡,龍,-,-,-,-,-,-,-,-,1498,120.5,110.2,140,30.5,龍息,泰山壓頂,惡之波動,10,12,5,75000,1859224
84.7,723,投羽梟,草,飛行,-,-,-,-,-,-,-,-,1500,112.5,115.5,154,36.5,啄,勇鳥猛攻,能量球,7,6,3,10000,2001159
84.7,375,金屬怪,鋼,超能力,-,-,暗影,-,-,-,-,-,1498,109,145.8,129,36,連斬,精神衝擊,陀螺球,10,13,5,75000,2049614
84.7,241,大奶罐,一般,,-,-,-,-,-,-,-,-,1500,105.4,134.8,150,24,滾動,泰山壓頂,十萬馬力,4,5,5,75000,2130680
84.7,968,拖拖蚓,鋼,,-,-,-,-,-,-,-,-,1497,109.1,154.1,122,24.5,擲泥,岩石封鎖,鐵頭,5,5,5,75000,2050646
84.7,186,蚊香蛙皇,水,,-,-,暗影,-,-,-,-,-,1498,114,124.3,139,23,泥巴射擊,氣象球 水,冰凍光束*,4,7,3,50000,1970072
84.7,208,大鋼蛇,鋼,地面,-,-,-,-,-,-,-,-,1497,98.4,183.3,126,23.5,雷電牙,精神之牙,咬碎,6,8,5,75000,2272944
84.7,700,仙子伊布,妖精,,-,-,-,-,-,-,-,-,1498,117.3,124.7,130,18,妖精之風,精神衝擊*,吸取之吻,5,7,5,75000,1901632
84.7,365,帝牙海獅,冰,水,-,-,暗影,-,-,-,-,-,1500,112.5,114.9,154,20.5,細雪*,冰錐*,地震,5,9,3,50000,1990879
84.7,634,雙首暴龍,惡,龍,-,-,暗影,-,-,-,-,-,1498,120.5,110.2,140,30.5,龍息,泰山壓頂,惡之波動,10,12,5,75000,1859224
84.6,350,美納斯,水,,-,-,-,-,-,-,-,-,1498,113.2,133.9,131,18.5,攀瀑,水流尾,緊束,4,5,5,75000,1985080
84.6,53,貓老大,一般,,-,-,-,-,-,-,-,-,1498,118.6,116.3,137,36.5,抓,暗襲要害*,力量寶石,9,13,3,50000,1890318
84.5,939,電肚蛙,電,,-,-,-,-,-,-,-,-,1500,115.1,110.2,154,21,電擊,電磁炮,拋物面充電,9,6,1,50000,1952887
84.5,502,雙刃丸,水,,-,-,-,-,-,-,-,-,1496,122.6,99.8,149,35,連斬,水流尾,十字剪,9,10,3,10000,1822620
84.5,350,美納斯,水,,-,-,暗影,-,-,-,-,-,1498,113.2,133.9,131,18.5,攀瀑,水流尾,緊束,4,5,5,75000,1985080
84.4,699,冰雪巨龍,岩石,冰,-,-,-,-,-,-,-,-,1500,113.5,106.3,164,20,細雪,氣象球 冰,流星光束,5,8,5,75000,1979465
84.4,904,萬針魚,惡,毒,-,-,-,-,-,-,-,-,1498,131,106.9,122,18.5,毒針,水流尾,惡之波動,4,5,5,75000,1708017
84.4,317,吞食獸,毒,,-,-,-,-,-,-,-,-,1498,103.4,122.7,171,28.5,死纏爛打,污泥攻擊,冰凍光束,4,5,1,10000,2169090
84.3,685,胖甜妮,妖精,,-,-,-,-,-,-,-,-,1498,116,119.4,139,25.5,妖精之風,吸取之吻,能量球,7,5,3,50000,1925688
84.2,166,安瓢蟲,蟲,飛行,-,-,-,-,-,-,-,-,1496,101.4,162.5,134,49.5,滾動,爆裂拳,雜技,4,5,1,10000,2207885
84.2,324,煤炭龜,火,,-,-,-,-,-,-,-,-,1499,107.6,151.3,128,27,火花,火焰輪,過熱,5,7,3,50000,2083996
84.1,8,卡咪龜,水,,-,-,暗影,-,-,-,-,-,1496,107.6,139.1,139,47.5,咬住,水流噴射,冰凍光束,10,14,3,10000,2080282
84.1,110,雙彈瓦斯,毒,妖精,伽勒爾,-,-,-,-,-,-,-,1499,117.7,139.5,116,24.5,妖精之風,污泥攻擊,狂舞揮打,5,4,3,50000,1904809
84,227,盔甲鳥,鋼,飛行,-,-,-,-,-,-,-,-,1500,105.5,166.6,121,27,空氣斬,勇鳥猛攻,直衝鑽,7,5,5,75000,2126860
83.9,784,杖尾鱗甲龍,龍,格鬥,-,-,-,-,-,-,-,-,1497,123.7,137.8,106,16.5,龍尾,鱗片噪音*,快手還擊,4,4,5,75000,1807554
83.9,463,大舌舔,一般,,-,-,-,-,-,-,-,-,1499,105.7,125.6,160,23,滾動,泰山壓頂*,暗影球,4,4,3,50000,2123761
83.9,303,大嘴娃,鋼,妖精,-,-,暗影,-,-,-,-,-,1497,124.8,120.8,119,39,妖精之風,夾住,鐵頭,5,6,5,75000,1793917
