評分,圖鑑編號,寶可夢,第一屬性,第二屬性,地區,型態別,暗影,Mega進化,其他形態,性別,尺寸,天氣,CP,攻擊力,防禦力,HP,等級,一般招式,特殊招式1,特殊招式2,幾下可用特招1,幾下可用特招2,夥伴行走距離,開第二招星塵花費,Stat Product
88.5,38,九尾,冰,妖精,阿羅拉,-,暗影,-,-,-,-,-,1497,114.5,136.1,125,24,細雪,氣象球 冰,魔法閃耀,5,7,3,50000,1948701
88.2,18,大比鳥,一般,飛行,-,-,暗影,-,-,-,-,-,1499,116.9,115.5,142,26.5,翅膀攻擊*,勇鳥猛攻,龍捲風,7,5,1,10000,1917898
88.2,700,仙子伊布,妖精,,-,-,-,-,-,-,-,-,1498,117.3,124.7,130,18,妖精之風,精神衝擊*,暗影球,5,6,5,75000,1901632
88.1,689,龜足巨鎧,岩石,水,-,-,-,-,-,-,-,-,1499,121,133.1,115,20.5,連斬,十字劈,尖石攻擊,9,14,3,50000,1851007
88.1,733,銃嘴大鳥,一般,飛行,-,-,-,-,-,-,-,-,1500,137.3,96.8,123,20.5,啄,鳥嘴加農炮*,啄鑽,7,5,1,10000,1634212
87.9,85,嘟嘟利,一般,飛行,-,-,-,-,-,-,-,-,1496,143.8,98.4,110,23.5,啄,啄鑽,勇鳥猛攻,5,7,3,50000,1556601
87.9,110,雙彈瓦斯,毒,妖精,伽勒爾,-,-,-,-,-,-,-,1499,117.7,139.5,116,24.5,妖精之風,污泥攻擊,狂舞揮打,5,4,3,50000,1904809
87.5,26,雷丘,電,超能力,阿羅拉,-,-,-,-,-,-,-,1498,135.5,109.9,111,24,電擊,瘋狂伏特,起草,5,5,1,10000,1653242
87.4,977,吃吼霸,水,,-,-,-,-,-,-,-,-,1499,104.6,109.7,187,18.5,攀瀑,衝浪,逆鱗,5,6,5,75000,2146006
87.3,350,美納斯,水,,-,-,-,-,-,-,-,-,1498,113.2,133.9,131,18.5,攀瀑,水流尾,緊束,4,5,5,75000,1985080
87.2,130,暴鯉龍,水,飛行,-,-,暗影,-,-,-,-,-,1498,130.8,108.5,121,16.5,龍息,水流尾*,咬碎,9,12,1,10000,1717312
87.1,503,大劍鬼,水,,-,-,-,-,-,-,-,-,1500,128,100.9,136,19.5,連斬,加農水砲*,超級角擊,10,14,3,10000,1756037
87.1,503,大劍鬼,水,,-,-,暗影,-,-,-,-,-,1500,128,100.9,136,19.5,連斬,加農水砲*,超級角擊,10,14,3,10000,1756037
87.1,119,金魚王,水,,-,-,-,-,-,-,-,-,1500,121.9,109,138,26,啄,直衝鑽*,超級角擊,5,7,3,50000,1833820
87,352,變隱龍,一般,,-,-,-,-,-,-,-,-,1499,115.6,142.2,118,27.5,突襲,雷電拳,爆裂拳,6,7,5,75000,1939686
86.9,351,飄浮泡泡,一般,,-,-,-,-,-,-,-,-,1500,112.6,121.3,146,39.5,禍不單行,氣象球 岩石,能量球,3,4,5,75000,1993800
86.8,211,千針魚,水,毒,-,-,暗影,-,-,-,-,-,1497,131.2,105.5,123,27,毒針,水流尾,暗影球,4,6,3,50000,1702587
86.7,203,麒麟奇,一般,超能力,-,-,暗影,-,-,-,-,-,1499,130.3,101.6,130,27.5,念力,精神之牙,起草,3,4,3,50000,1720655
86.7,365,帝牙海獅,冰,水,-,-,-,-,-,-,-,-,1500,112.5,114.9,154,20.5,細雪*,冰錐*,地震,5,9,3,50000,1990879
86.6,350,美納斯,水,,-,-,暗影,-,-,-,-,-,1498,113.2,133.9,131,18.5,攀瀑,水流尾,緊束,4,5,5,75000,1985080
86.5,502,雙刃丸,水,,-,-,暗影,-,-,-,-,-,1499,124.1,99.8,146,35,連斬,水流尾,十字剪,9,10,3,10000,1808108
86.5,206,土龍弟弟,一般,,-,-,-,-,-,-,-,-,1499,104.8,111,184,37.5,滾動,直衝鑽,岩崩,4,4,3,50000,2139359
86.4,780,老翁龍,一般,龍,-,-,-,-,-,-,-,-,1499,136.8,104.2,115,19,龍息,高速星星,龍之波動,9,14,5,75000,1640140
86.4,365,帝牙海獅,冰,水,-,-,暗影,-,-,-,-,-,1500,112.5,114.9,154,20.5,細雪*,冰錐*,地震,5,9,3,50000,1990879
86.3,581,舞天鵝,水,飛行,-,-,暗影,-,-,-,-,-,1497,128.6,101.1,134,26.5,起風,水流噴射,飛翔,3,4,3,50000,1741978
86.2,203,麒麟奇,一般,超能力,-,-,-,-,-,-,-,-,1499,130.3,101.6,130,27.5,念力,精神之牙,起草,3,4,3,50000,1720655
86,9,水箭龜,水,,-,-,暗影,-,-,-,-,-,1500,112.1,137.7,130,23,滾動,加農水砲*,火箭頭錘,4,6,3,10000,2007546
86,732,喇叭啄鳥,一般,飛行,-,-,暗影,-,-,-,-,-,1492,133.7,94.3,132,46,啄,啄鑽,岩石爆擊,5,5,1,10000,1664964
85.9,164,貓頭夜鷹,一般,飛行,-,-,-,-,-,-,-,-,1500,105.3,120.2,168,28,翅膀攻擊,神鳥猛擊,暗影球,7,7,1,10000,2126381
85.8,73,毒刺水母,水,毒,-,-,-,-,-,-,-,-,1495,108.9,143.5,131,23,溶解液,熱水,以牙還牙,7,8,3,50000,2047453
85.7,671,花潔夫人,妖精,,-,-,-,-,-,-,-,-,1499,120.1,141.6,110,17,妖精之風,魅惑之聲,起草,5,5,3,50000,1869643
85.6,260,巨沼怪,水,地面,-,-,-,-,-,-,-,-,1499,123,109.2,136,18.5,泥巴射擊,加農水砲*,地震,5,8,3,10000,1825538
85.5,364,海魔獅,冰,水,-,-,暗影,-,-,-,-,-,1500,109,112.8,168,36,細雪,衝浪,泰山壓頂,6,5,3,50000,2065168
85.4,211,千針魚,水,毒,-,-,-,-,-,-,-,-,1497,131.2,105.5,123,27,毒針,水流尾,暗影球,4,6,3,50000,1702587
85.3,73,毒刺水母,水,毒,-,-,暗影,-,-,-,-,-,1495,108.9,143.5,131,23,溶解液,熱水,以牙還牙,7,8,3,50000,2047453
85.2,982,土龍節節,一般,,-,-,-,-,-,-,-,-,1500,116.1,98.6,169,20.5,滾動,泰山壓頂,直衝鑽,3,4,3,50000,1934787
85.2,916,飄香豚,一般,,-,-,-,-,-,-,-,-,1496,117.7,101.6,159,21.5,擲泥*,泰山壓頂,起草,4,5,1,10000,1900828
85.1,594,保母曼波,水,,-,-,-,-,-,-,-,-,1499,97.4,99.5,238,26,攀瀑,水炮,精神強念,8,6,5,75000,2305528
85,676,多麗米亞,一般,,-,-,-,-,-,-,-,-,1496,115.5,125.2,134,26.5,突襲,衝浪,打草結,7,8,5,75000,1937601
85,131,拉普拉斯,水,冰,-,-,暗影,-,-,-,-,-,1499,104.7,114.6,179,21.5,精神波,泡影詠歎調,龍之波動*,12,14,5,75000,2147136
85,337,月石,岩石,超能力,-,-,-,-,-,-,-,-,1496,119.1,108.6,145,24,精神波,氣象球 冰,岩崩,9,12,3,50000,1876210
84.9,87,白海獅,水,冰,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,冰礫*,冰凍之風*,直衝鑽,5,4,3,50000,2192411
84.9,685,胖甜妮,妖精,,-,-,-,-,-,-,-,-,1498,116,119.4,139,25.5,妖精之風,嬉鬧,能量球,7,5,3,50000,1925688
84.8,217,圈圈熊,一般,,-,-,暗影,-,-,-,-,-,1500,139.6,91.4,126,18.5,暗影爪,高速星星,近身戰,5,6,3,50000,1607158
84.7,475,艾路雷朵,超能力,格鬥,-,-,暗影,-,-,-,-,-,1499,136.6,115.6,104,18,精神利刃,近身戰,葉刃,5,4,5,75000,1642368
84.6,151,夢幻,超能力,,-,-,-,-,-,-,-,-,1498,120.5,119.4,129,16.5,暗影爪,瘋狂伏特,精神衝擊,6,5,20,100000,1855163
84.6,320,吼吼鯨,水,,-,-,-,-,-,-,-,-,1499,116.6,68.3,242,48.5,滾動,熱水,泰山壓頂,4,3,1,10000,1926826
84.3,338,太陽岩,岩石,超能力,-,-,-,-,-,-,-,-,1496,119.1,108.6,145,24,精神波,氣象球 火,岩崩,9,12,3,50000,1876210
84.2,832,毛毛角羊,一般,,-,-,-,-,-,-,-,-,1497,110.6,143,128,25.5,二連踢,泰山壓頂,以牙還牙,3,5,3,10000,2025159
84.2,130,暴鯉龍,水,飛行,-,-,-,-,-,-,-,-,1498,130.8,108.5,121,16.5,龍息,水流尾*,咬碎,9,12,1,10000,1717312
84.1,78,烈焰馬,超能力,妖精,伽勒爾,-,-,-,-,-,-,-,1499,133.7,111.5,112,22.5,妖精之風,泰山壓頂,瘋狂伏特*,4,5,3,50000,1669979
84.1,321,吼鯨王,水,,-,-,-,-,-,-,-,-,1497,118.4,67.4,237,24.5,滾動,衝浪,報恩<sup>†</sup>,4,6,1,10000,1891875
84,260,巨沼怪,水,地面,-,-,暗影,-,-,-,-,-,1499,123,109.2,136,18.5,泥巴射擊,加農水砲*,地震,5,8,3,10000,1825538
83.7,779,磨牙彩皮魚,水,超能力,-,-,-,-,-,-,-,-,1495,136.5,102.5,117,23,念力,精神之牙,咬碎,3,4,3,50000,1636557
83.2,468,波克基斯,妖精,飛行,-,-,-,-,-,-,-,-,1498,124.3,125.9,115,16.5,啄,精神衝擊,波導彈*,5,5,3,50000,1799029
83.1,22,大嘴雀,一般,飛行,-,-,-,-,-,-,-,-,1500,131.5,104.6,124,28,啄,啄鑽,直衝鑽,5,5,1,10000,1705662
83.1,80,呆殼獸,毒,超能力,伽勒爾,-,-,-,-,-,-,-,1500,119.1,108.4,146,22.5,毒擊,狂舞揮打,污泥炸彈,5,8,3,50000,1884537
83.1,121,寶石海星,水,超能力,-,-,暗影,-,-,-,-,-,1500,133.2,122,104,21.5,精神波,水流噴射,力量寶石,10,13,3,50000,1689998
82.9,160,大力鱷,水,,-,-,-,-,-,-,-,-,1500,123.9,117.4,125,19.5,暗影爪,加農水砲*,咬碎,5,6,3,10000,1817697
82.9,195,沼王,水,地面,-,-,暗影,-,-,-,-,-,1499,111.3,112.7,161,28.5,泥巴射擊,水流尾*,泥巴炸彈,4,5,3,50000,2018332
82.8,927,麻花犬,妖精,,-,-,-,-,-,-,-,-,1500,113.5,156.1,112,26.5,撒嬌,精神之牙,嬉鬧,5,8,3,50000,1983841
82.8,428,長耳兔,一般,,-,-,-,-,-,-,-,-,1499,112.1,143.6,124,27.5,踢倒,雷電拳,暗影球,5,7,3,50000,1996020
82.8,80,呆殼獸,水,超能力,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,念力,吸取拳,衝浪*,3,4,3,50000,1974848
82.7,186,蚊香蛙皇,水,,-,-,暗影,-,-,-,-,-,1498,114,124.3,139,23,泥巴射擊,氣象球 水,地震*,4,8,3,50000,1970072
82.6,380,拉帝亞斯,龍,超能力,-,-,暗影,-,-,-,-,-,1500,126.8,135.2,103,15.5,龍息,波導彈,薄霧球*,10,15,20,100000,1764672
82.4,351,飄浮泡泡,水,,-,-,-,-,-,-,-,雨,1500,112.6,121.3,146,39.5,水槍,氣象球 水,打雷,12,20,5,75000,1993800
82,381,拉帝歐斯,龍,超能力,-,-,暗影,-,-,-,-,-,1488,140.5,113,99,14,龍息,波導彈,龍爪,10,13,20,100000,1570884
82,186,蚊香蛙皇,水,,-,-,-,-,-,-,-,-,1498,114,124.3,139,23,泥巴射擊,氣象球 水,地震*,4,8,3,50000,1970072
81.9,195,沼王,水,地面,-,-,-,-,-,-,-,-,1499,111.3,112.7,161,28.5,泥巴射擊,水流尾*,泥巴炸彈,4,5,3,50000,2018332
81.8,475,艾路雷朵,超能力,格鬥,-,-,-,-,-,-,-,-,1499,136.6,115.6,104,18,精神利刃,近身戰,葉刃,5,4,5,75000,1642368
81.8,80,呆殼獸,水,超能力,-,-,暗影,-,-,-,-,-,1500,113.4,120.9,144,22,念力,吸取拳,衝浪*,3,4,3,50000,1974848
81.6,925,一家鼠,一般,,-,-,-,-,-,-,-,-,1498,116.2,122,136,28.5,泥巴射擊,高速星星,咬碎,4,5,1,10000,1928003
81.6,121,寶石海星,水,超能力,-,-,-,-,-,-,-,-,1500,133.2,122,104,21.5,精神波,水流噴射,力量寶石,10,13,3,50000,1689998
81.4,178,天然鳥,超能力,飛行,-,-,暗影,-,-,-,-,-,1500,132.2,107.9,119,25.5,啄,精神衝擊,燕返,5,6,3,50000,1698214
81.2,160,大力鱷,水,,-,-,暗影,-,-,-,-,-,1500,123.9,117.4,125,19.5,暗影爪,加農水砲*,咬碎,5,6,3,10000,1817697
81.2,380,拉帝亞斯,龍,超能力,-,-,-,-,-,-,-,-,1498,124.5,138.9,104,16,龍息,波導彈,薄霧球*,10,15,20,100000,1798959
81.2,678,超能妙喵,超能力,,-,-,-,-,-,雄,-,-,1499,117.2,124,132,26,突襲,能量球,十萬伏特,7,8,3,50000,1917248
81.2,528,心蝙蝠,超能力,飛行,-,-,-,-,-,-,-,-,1500,126.7,101.7,138,34.5,念力,飛翔,精神之牙,4,3,1,10000,1777300
81.2,320,吼吼鯨,水,,-,-,暗影,-,-,-,-,-,1499,116.6,68.3,242,48.5,滾動,熱水,泰山壓頂,4,3,1,10000,1926826
81.1,327,晃晃斑,一般,,-,-,-,-,-,-,-,-,1380,110.1,110.1,142,50,突襲,岩石封鎖,冰凍之風,8,7,3,50000,1720678
81.1,340,鯰魚王,水,地面,-,-,-,-,-,-,-,-,1495,107.6,108.3,178,27,泥巴射擊,泥巴炸彈,熱水,5,6,1,10000,2073839
80.7,899,詭角鹿,一般,超能力,-,-,-,-,-,-,-,-,1497,126.6,95.6,146,20,念力,踩踏,瘋狂伏特,3,4,5,75000,1767417
80.3,386,代歐奇希斯,超能力,,-,-,-,-,防禦,-,-,-,1491,101,221.5,98,23.5,雙倍奉還,精神突進,十萬伏特,6,10,20,100000,2192628
80.2,732,喇叭啄鳥,一般,飛行,-,-,-,-,-,-,-,-,1499,134.1,93.3,134,48.5,啄,啄鑽,岩石爆擊,5,5,1,10000,1675846
80.1,141,鐮刀盔,岩石,水,-,-,暗影,-,-,-,-,-,1498,135.5,119.8,102,20.5,連斬*,尖石攻擊,水流噴射,14,10,5,75000,1654897
80.1,143,卡比獸,一般,,-,-,暗影,-,-,-,-,-,1500,108.4,102.3,187,17.5,舌舔,泰山壓頂,蠻力,12,14,5,75000,2073265
80,217,圈圈熊,一般,,-,-,-,-,-,-,-,-,1500,139.6,91.4,126,18.5,暗影爪,高速星星,近身戰,5,6,3,50000,1607158
79.9,858,布莉姆溫,超能力,妖精,-,-,-,-,-,-,-,-,1499,142.2,115,96,19.5,精神利刃,精神衝擊,強力鞭打,5,6,5,50000,1569863
79.9,340,鯰魚王,水,地面,-,-,暗影,-,-,-,-,-,1495,107.6,108.3,178,27,泥巴射擊,泥巴炸彈,熱水,5,6,1,10000,2073839
79.7,144,急凍鳥,超能力,飛行,伽勒爾,-,-,-,-,-,-,-,1495,134.1,111,112,15.5,精神利刃,飛翔,勇鳥猛攻,5,7,20,100000,1666929
79.7,381,拉帝歐斯,龍,超能力,-,-,-,-,-,-,-,-,1497,139.4,112.9,102,14.5,龍息,波導彈,龍爪,10,13,20,100000,1605573
79.6,358,風鈴鈴,超能力,,-,-,-,-,-,-,-,-,1500,119.6,120.9,130,25,驚嚇,精神衝擊,暗影球,4,5,5,75000,1879066
79.6,335,貓鼬斬,一般,,-,-,-,-,-,-,-,-,1500,144.8,87.8,122,23,連斬,近身戰,暗襲要害,12,9,3,50000,1550367
79.5,141,鐮刀盔,岩石,水,-,-,-,-,-,-,-,-,1498,135.5,119.8,102,20.5,連斬*,尖石攻擊,水流噴射,14,10,5,75000,1654897
79.3,730,西獅海壬,水,妖精,-,-,-,-,-,-,-,-,1500,131.6,115.7,112,17,攀瀑,魅惑之聲,加農水砲*,5,4,3,10000,1705342
78.4,592,輕飄飄,水,幽靈,-,-,-,-,-,-,-,-,1421,109.2,125.2,135,50,禍不單行,黑夜魔影,冰凍光束,4,5,3,50000,1846427
78.4,122,魔牆人偶,超能力,妖精,-,-,-,-,-,-,-,-,1500,131.6,144.3,90,25,精神波,暗影球,精神強念,13,14,5,75000,1708557
78.3,143,卡比獸,一般,,-,-,-,-,-,-,-,-,1500,108.4,102.3,187,17.5,舌舔,泰山壓頂,蠻力,12,14,5,75000,2073265
78.3,202,果然翁,超能力,,-,-,-,-,-,-,-,-,1160,63,101.7,333,50,雙倍奉還,報恩<sup>†</sup>,鏡面反射,12,10,3,50000,2133829
78.2,369,古空棘魚,水,岩石,-,-,-,-,-,-,-,-,1499,105.2,133.7,152,22.5,水槍,水流尾,原始之力,12,15,5,75000,2137627
78.2,397,姆克鳥,一般,飛行,-,-,-,-,-,-,-,-,1468,131.9,91.6,135,50,翅膀攻擊,勇鳥猛攻,飛翔,7,6,1,10000,1631281
78.2,788,卡璞・鰭鰭,水,妖精,-,-,-,-,-,-,-,-,1495,115.9,158.3,105,20,水槍,衝浪,自然之怒*,15,17,20,100000,1926493
78.1,190,長尾怪手,一般,,-,-,暗影,-,-,-,-,-,1494,124.4,106.7,135,50,驚嚇,高速星星,燕返,4,5,3,50000,1791711
77.9,537,蟾蜍王,水,地面,-,-,-,-,-,-,-,-,1500,120.3,100.9,154,22,泥巴射擊,大地之力,冰凍之風,6,5,3,50000,1868887
77.8,79,呆呆獸,水,超能力,-,-,-,-,-,-,-,-,1386,104.2,95,186,50,念力,精神衝擊,水之波動,3,4,3,50000,1840271
77.5,259,沼躍魚,水,地面,-,-,暗影,-,-,-,-,-,1500,120.4,111.4,139,33.5,泥巴射擊,衝浪,污泥攻擊,5,5,3,10000,1864979
77.3,914,狂歡浪舞鴨,水,格鬥,-,-,-,-,-,-,-,-,1499,137.7,98.6,120,18,踢倒,近身戰,加農水砲*,6,5,3,10000,1629772
77.2,115,袋獸,一般,,-,-,-,-,-,-,-,-,1495,114.6,110.9,153,21.5,擲泥,劈瓦*,咬碎,4,5,3,50000,1943857
77.1,178,天然鳥,超能力,飛行,-,-,-,-,-,-,-,-,1500,132.2,107.9,119,25.5,啄,精神衝擊,燕返,5,6,3,50000,1698214
76.9,288,過動猿,一般,,-,-,暗影,-,-,-,-,-,1497,116.2,114.1,145,28.5,雙倍奉還,泰山壓頂,岩崩,6,8,5,75000,1923360
76.4,626,爆炸頭水牛,一般,,-,-,-,-,-,-,-,-,1500,118.9,115.9,137,20,泥巴射擊,踩踏,超級角擊,5,7,3,50000,1887582
76.1,670,花葉蒂,妖精,,-,-,-,-,-,-,-,-,1499,114.3,134.5,128,44,藤鞭,魔法閃耀,精神強念,7,7,3,50000,1967111
76.1,259,沼躍魚,水,地面,-,-,-,-,-,-,-,-,1499,119.9,111.5,140,34.5,泥巴射擊,衝浪,污泥攻擊,5,5,3,10000,1871384
76,79,呆呆獸,超能力,,伽勒爾,-,-,-,-,-,-,-,1386,104.2,95,186,50,念力,精神衝擊,衝浪,3,4,3,50000,1840271
76,397,姆克鳥,一般,飛行,-,-,暗影,-,-,-,-,-,1468,131.9,91.6,135,50,翅膀攻擊,勇鳥猛攻,飛翔,7,6,1,10000,1631281
75.9,277,大王燕,一般,飛行,-,-,-,-,-,-,-,-,1499,136,100,121,29,翅膀攻擊,勇鳥猛攻,燕返,7,6,1,10000,1645136
75.1,288,過動猿,一般,,-,-,-,-,-,-,-,-,1497,116.2,114.1,145,28.5,雙倍奉還,泰山壓頂,岩崩,6,8,5,75000,1923360
74.9,484,帕路奇亞,水,龍,-,-,暗影,-,-,-,-,-,1473,140.4,110,100,13.5,龍息,水流尾,流星群,9,17,20,100000,1543554
74.9,79,呆呆獸,水,超能力,-,-,暗影,-,-,-,-,-,1386,104.2,95,186,50,念力,精神衝擊,水之波動,3,4,3,50000,1840271
74.7,677,妙喵,超能力,,-,-,-,-,-,-,-,-,1424,113.4,108.4,145,50,念力,精神衝擊,能量球,3,4,3,50000,1783036
74.4,398,姆克鷹,一般,飛行,-,-,暗影,-,-,-,-,-,1496,140.4,90.8,125,19.5,翅膀攻擊,飛翔,近身戰,6,6,1,10000,1594214
74.4,8,卡咪龜,水,,-,-,-,-,-,-,-,-,1496,107.6,139.1,139,47.5,水槍,水流噴射,冰凍光束,14,19,3,10000,2080282
74.3,134,水伊布,水,,-,-,-,-,-,-,-,-,1500,118.5,96.9,165,18,水槍,水流尾,珍藏*,12,19,5,75000,1894159
74.2,536,藍蟾蜍,水,地面,-,-,-,-,-,-,-,-,1500,116.2,103,161,48,泥巴射擊,水之波動,大地之力,6,6,3,50000,1926840
74.1,760,穿著熊,一般,格鬥,-,-,暗影,-,-,-,-,-,1497,129.6,87.2,153,17.5,暗影爪,蠻力,踩踏,5,5,1,10000,1729276
74.1,494,比克提尼,超能力,火,-,-,-,-,-,-,-,-,1498,120.5,119.4,129,16.5,念力,Ｖ熱焰,精神衝擊,3,3,20,100000,1855163
73.8,295,爆音怪,一般,,-,-,-,-,-,-,-,-,1500,119.8,99.5,157,24,驚嚇,咬碎,爆音波,5,7,1,10000,1870373
73.8,8,卡咪龜,水,,-,-,暗影,-,-,-,-,-,1496,107.6,139.1,139,47.5,水槍,水流噴射,冰凍光束,14,19,3,10000,2080282
73.5,222,太陽珊瑚,水,岩石,-,-,-,-,-,-,-,-,1500,108.6,142,134,49,泡沫,力量寶石,岩石爆擊,5,4,3,50000,2066246
73.5,913,湧躍鴨,水,,-,-,-,-,-,-,-,-,1500,125.4,103.5,138,34,翅膀攻擊,水流噴射,燕返,5,6,3,10000,1792214
73.5,199,呆呆王,水,超能力,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,念力,衝浪*,暴風雪,4,6,3,50000,1974848
73.4,764,花療環環,妖精,,-,-,-,-,-,-,-,-,1500,116.2,157.5,105,26.5,藤鞭,打草結,吸取之吻,7,7,3,50000,1921722
73.3,190,長尾怪手,一般,,-,-,-,-,-,-,-,-,1494,124.4,106.7,135,50,驚嚇,高速星星,燕返,4,5,3,50000,1791711
73.3,128,肯泰羅,一般,,-,-,-,-,-,-,-,-,1499,125.1,119.5,120,21.5,撞擊,起草,角撞,15,12,3,50000,1794891
73.2,196,太陽伊布,超能力,,-,-,-,-,-,-,-,-,1500,148.1,105.6,97,17.5,念力,精神之牙,暗影球*,3,4,5,75000,1517189
73.1,576,哥德小姐,超能力,,-,-,-,-,-,-,-,-,1498,115.3,140.9,119,23,念力,岩崩,預知未來,4,5,3,50000,1934140
73,857,提布莉姆,超能力,,-,-,-,-,-,-,-,-,1494,122.7,115.7,128,38.5,念力,精神衝擊,魔法閃耀,3,4,5,50000,1817823
72.9,508,長毛狗,一般,,-,-,-,-,-,-,-,-,1496,123.9,116.2,125,19.5,潑沙,瘋狂伏特,咬碎,12,12,1,10000,1799428
72.9,321,吼鯨王,水,,-,-,暗影,-,-,-,-,-,1497,118.4,67.4,237,24.5,滾動,衝浪,破壞光線,4,7,1,10000,1891875
72.6,575,哥德小童,超能力,,-,-,-,-,-,-,-,-,1498,112.2,132.8,134,40,念力,預知未來,精神強念,5,4,3,50000,1996579
