評分,圖鑑編號,寶可夢,第一屬性,第二屬性,地區,型態別,暗影,Mega進化,其他形態,性別,尺寸,天氣,CP,攻擊力,防禦力,HP,等級,一般招式,特殊招式1,特殊招式2,幾下可用特招1,幾下可用特招2,夥伴行走距離,開第二招星塵花費,Stat Product
92.3,748,超壞星,毒,水,-,-,-,-,-,-,-,-,1497,91.9,224.3,118,38,咬住,鹽水,污泥波,15,17,3,50000,2433080
92.1,685,胖甜妮,妖精,,-,-,-,-,-,-,-,-,1498,116,119.4,139,25.5,妖精之風,吸取之吻,能量球,7,5,3,50000,1925688
91.9,364,海魔獅,冰,水,-,-,-,-,-,-,-,-,1500,109,112.8,168,36,細雪,衝浪,泰山壓頂,6,5,3,50000,2065168
91.9,442,花岩怪,幽靈,惡,-,-,-,-,-,-,-,-,1498,120.8,147.9,104,27,突襲,岩石封鎖,暗影球,8,8,5,75000,1857210
91.7,428,長耳兔,一般,,-,-,-,-,-,-,-,-,1499,112.1,143.6,124,27.5,踢倒,雷電拳,三旋擊,5,6,3,50000,1996020
91.7,503,大劍鬼,水,,-,-,-,-,-,-,-,-,1500,128,100.9,136,19.5,連斬,加農水砲*,超級角擊,10,14,3,10000,1756037
91.6,38,九尾,冰,妖精,阿羅拉,-,-,-,-,-,-,-,1497,114.5,136.1,125,24,細雪,氣象球 冰,潑冷水*,5,6,3,50000,1948701
91.4,460,暴雪王,草,冰,-,-,-,-,-,-,-,-,1495,117.9,112,143,23.5,細雪,氣象球 冰,能量球,5,6,3,50000,1888173
91.4,980,土王,毒,地面,-,-,-,-,-,-,-,-,1500,95.1,119.7,208,29.5,毒針,地震,尖石攻擊,8,7,3,50000,2366922
91.4,468,波克基斯,妖精,飛行,-,-,-,-,-,-,-,-,1498,124.3,125.9,115,16.5,啄,精神衝擊,波導彈*,5,5,3,50000,1799029
90.9,977,吃吼霸,水,,-,-,-,-,-,-,-,-,1499,104.6,109.7,187,18.5,攀瀑,衝浪,逆鱗,5,6,5,75000,2146006
90.9,593,胖嘟嘟,水,幽靈,-,-,-,-,-,-,-,-,1499,106.7,126.3,156,24,禍不單行,衝浪,暗影球,4,4,3,50000,2101858
90.8,689,龜足巨鎧,岩石,水,-,-,-,-,-,-,-,-,1499,121,133.1,115,20.5,連斬,十字劈,尖石攻擊,9,14,3,50000,1851007
90.8,230,刺龍王,水,龍,-,-,-,-,-,-,-,-,1497,121.8,127.9,118,21,龍息,衝浪,高速星星,12,9,3,50000,1839109
90.7,973,纏紅鶴,飛行,格鬥,-,-,-,-,-,-,-,-,1500,138,95.6,123,20,啄,快手還擊,勇鳥猛攻,5,7,3,75000,1622436
90.7,687,烏賊王,惡,超能力,-,-,-,-,-,-,-,-,1493,117.2,116.6,139,23.5,精神波,蠻力,欺詐,10,10,3,50000,1899127
90.6,206,土龍弟弟,一般,,-,-,-,-,-,-,-,-,1499,104.8,111,184,37.5,滾動,直衝鑽,岩崩,4,4,3,50000,2139359
90.4,768,具甲武者,蟲,水,-,-,-,-,-,-,-,-,1499,124.1,134.7,108,17.5,連斬,十字剪,水流噴射,10,10,1,10000,1804489
90.3,702,咚咚鼠,電,妖精,-,-,-,-,-,-,-,-,1498,124.4,109,133,30,電擊,放電,嬉鬧,5,7,3,50000,1803653
90.3,350,美納斯,水,,-,-,-,-,-,-,-,-,1498,113.2,133.9,131,18.5,攀瀑,水流尾,緊束,4,5,5,75000,1985080
90.3,700,仙子伊布,妖精,,-,-,-,-,-,-,-,-,1498,117.3,124.7,130,18,妖精之風,精神衝擊*,吸取之吻,5,7,5,75000,1901632
90.2,317,吞食獸,毒,,-,-,-,-,-,-,-,-,1498,103.4,122.7,171,28.5,死纏爛打,污泥攻擊,冰凍光束,4,5,1,10000,2169090
89.7,197,月亮伊布,惡,,-,-,-,-,-,-,-,-,1500,90.2,177,156,27,大聲咆哮,惡之波動,珍藏*,4,5,5,75000,2491764
89.6,87,白海獅,水,冰,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,冰礫*,冰凍之風*,直衝鑽,5,4,3,50000,2192411
89.6,812,轟擂金剛猩,草,,-,-,-,-,-,-,-,-,1499,132.4,99.3,129,16.5,抓,鼓擊,大地之力,9,13,3,10000,1696084
89.4,28,穿山王,冰,鋼,阿羅拉,-,-,-,-,-,-,-,1499,116,133.3,125,23,細雪,冰凍拳,直衝鑽,5,5,3,50000,1931513
89.4,110,雙彈瓦斯,毒,妖精,伽勒爾,-,-,-,-,-,-,-,1499,117.7,139.5,116,24.5,妖精之風,污泥攻擊,狂舞揮打,5,4,3,50000,1904809
89.3,144,急凍鳥,冰,飛行,-,-,-,-,-,-,-,-,1496,112.6,139.6,126,18.5,細雪,冰凍之風,暴風*,6,8,20,100000,1981151
89.3,671,花潔夫人,妖精,,-,-,-,-,-,-,-,-,1499,120.1,141.6,110,17,妖精之風,潑冷水*,月亮之力,5,6,3,50000,1869643
89.2,89,臭臭泥,毒,惡,阿羅拉,-,-,-,-,-,-,-,1491,115.9,111.7,148,20,毒擊,狂舞揮打,冰凍拳,5,6,3,50000,1916176
89.2,195,沼王,水,地面,-,-,-,-,-,-,-,-,1499,111.3,112.7,161,28.5,泥巴射擊,水流尾*,尖石攻擊,4,7,3,50000,2018332
89.1,279,大嘴鷗,水,飛行,-,-,-,-,-,-,-,-,1500,123.3,128.7,115,26,翅膀攻擊,氣象球 水,暴風,5,8,3,50000,1825336
88.8,828,狐大盜,惡,,-,-,-,-,-,-,-,-,1494,119.9,121.9,127,26,突襲,暗襲要害,冰凍之風*,5,7,1,10000,1856410
88.6,707,鑰圈兒,鋼,妖精,-,-,-,-,-,-,-,-,1497,118,137.4,117,29,驚嚇,欺詐,吸取之吻,4,6,3,50000,1896718
88.5,176,波克基古,妖精,飛行,-,-,-,-,-,-,-,-,1498,110.2,150.2,123,36.5,妖精之風,熱風,吸取之吻,5,7,3,50000,2035132
88.4,587,電飛鼠,電,飛行,-,-,-,-,-,-,-,-,1498,127.6,110.2,125,39.5,電擊,雜技,放電,7,5,1,10000,1758025
88.3,457,霓虹魚,水,,-,-,-,-,-,-,-,-,1498,109,137.4,137,32.5,起風,水流尾,銀色旋風,3,4,3,50000,2052476
88.2,502,雙刃丸,水,,-,-,-,-,-,-,-,-,1496,122.6,99.8,149,35,連斬,水流尾,十字剪,9,10,3,10000,1822620
88.2,356,彷徨夜靈,幽靈,,-,-,-,-,-,-,-,-,1497,102.4,197.7,108,42,禍不單行,冰凍拳,暗影拳,4,3,3,50000,2186937
88.2,146,火焰鳥,惡,飛行,伽勒爾,-,-,-,-,-,-,-,1488,115.1,134.7,124,17.5,突襲,飛翔,勇鳥猛攻,7,8,20,100000,1922500
88,162,大尾立,一般,,-,-,-,-,-,-,-,-,1498,115.3,105.4,160,34.5,突襲,高速星星,起草,5,7,1,10000,1945534
88,189,毽子棉,草,飛行,-,-,-,-,-,-,-,-,1499,96.7,157,153,40.5,妖精之風,能量球,雜技*,5,7,3,50000,2322994
88,241,大奶罐,一般,,-,-,-,-,-,-,-,-,1500,105.4,134.8,150,24,滾動,泰山壓頂,十萬馬力,4,5,5,75000,2130680
87.9,925,一家鼠,一般,,-,-,-,-,-,-,-,-,1498,116.2,122,136,28.5,猛撞,高速星星,咬碎,4,5,1,10000,1928003
87.8,531,差不多娃娃,一般,,-,-,-,-,-,-,-,-,1500,92.7,137.9,190,38,充電光束,泰山壓頂*,魅惑之聲,4,5,3,50000,2428140
87.8,226,巨翅飛魚,水,飛行,-,-,-,-,-,-,-,-,1500,105.5,166.6,121,27,翅膀攻擊,龍捲風,水之波動,5,7,5,75000,2126860
87.8,675,流氓熊貓,格鬥,惡,-,-,-,-,-,-,-,-,1500,133.9,93.7,133,19,空手劈,近身戰,暗襲要害,5,4,3,50000,1669812
87.5,351,飄浮泡泡,冰,,-,-,-,-,-,-,-,雪,1500,112.6,121.3,146,39.5,細雪,氣象球 冰,暴風雪,5,10,5,75000,1993800
87.5,478,雪妖女,冰,幽靈,-,-,-,-,-,-,-,-,1499,122.6,114.9,130,27.5,細雪,雪崩,暗影球,6,7,3,50000,1831027
87.4,914,狂歡浪舞鴨,水,格鬥,-,-,-,-,-,-,-,-,1499,137.7,98.6,120,18,踢倒,近身戰,加農水砲*,6,5,3,10000,1629772
87.3,983,仆斬將軍,惡,鋼,-,-,-,-,-,-,-,-,1500,127.3,112,124,15.5,踢倒,欺詐,鐵頭,5,7,5,75000,1768045
87.3,765,智揮猩,一般,超能力,-,-,-,-,-,-,-,-,1498,110.2,130.1,142,23,念力,狂舞揮打,起草,3,4,3,75000,2034972
87.3,8,卡咪龜,水,,-,-,-,-,-,-,-,-,1496,107.6,139.1,139,47.5,咬住,水流噴射,冰凍光束,10,14,3,10000,2080282
87.2,160,大力鱷,水,,-,-,-,-,-,-,-,-,1500,123.9,117.4,125,19.5,暗影爪,加農水砲*,冰凍光束,5,7,3,10000,1817697
87.2,701,摔角鷹人,格鬥,飛行,-,-,-,-,-,-,-,-,1497,127.5,107.6,128,23,踢倒,飛身重壓,燕返,5,6,5,75000,1756378
87.2,260,巨沼怪,水,地面,-,-,-,-,-,-,-,-,1499,123,109.2,136,18.5,泥巴射擊,加農水砲*,地震,5,8,3,10000,1825538
87.1,860,詐唬魔,惡,妖精,-,-,-,-,-,-,-,-,1500,124.8,98,147,49.5,突襲,欺詐,嬉鬧,6,9,5,50000,1798764
87.1,62,蚊香泳士,水,格鬥,-,-,-,-,-,-,-,-,1500,115.8,122,137,21.5,泥巴射擊,冰凍之風,爆裂拳,5,5,3,50000,1936317
86.8,190,長尾怪手,一般,,-,-,-,-,-,-,-,-,1494,124.4,106.7,135,50,抓,高速星星,燕返,9,12,3,50000,1791711
86.8,108,大舌頭,一般,,-,-,-,-,-,-,-,-,1491,96.6,127.7,186,50,舌舔,泰山壓頂*,強力鞭打,14,17,3,50000,2295742
86.7,820,藏飽栗鼠,一般,,-,-,-,-,-,-,-,-,1497,106.9,110.7,177,23.5,咬住,泰山壓頂,起草,10,12,1,10000,2094312
86.7,352,變隱龍,一般,,-,-,-,-,-,-,-,-,1499,115.6,142.2,118,27.5,突襲,雷電拳,爆裂拳,6,7,5,75000,1939686
86.7,320,吼吼鯨,水,,-,-,-,-,-,-,-,-,1499,116.6,68.3,242,48.5,滾動,熱水,泰山壓頂,4,4,1,10000,1926826
86.7,321,吼鯨王,水,,-,-,-,-,-,-,-,-,1497,118.4,67.4,237,24.5,滾動,衝浪,報恩<sup>†</sup>,4,6,1,10000,1891875
86.6,362,冰鬼護,冰,,-,-,-,-,-,-,-,-,1499,115.2,120.8,140,27,滾動,雪崩,暗影球,4,4,3,50000,1948427
86.5,351,飄浮泡泡,水,,-,-,-,-,-,-,-,雨,1500,112.6,121.3,146,39.5,水槍,氣象球 水,打雷,12,20,5,75000,1993800
86.5,80,呆殼獸,水,超能力,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,念力,吸取拳,冰凍光束,3,4,3,50000,1974848
86.3,997,凍脊龍,龍,冰,-,-,-,-,-,-,-,-,1500,122.9,98.6,151,27,龍息,雪崩,龍爪,12,13,5,75000,1828678
86.3,221,長毛豬,冰,地面,-,-,-,-,-,-,-,-,1500,121.1,99.5,154,24,細雪,冰錐,十萬馬力,5,7,3,50000,1854684
86.3,733,銃嘴大鳥,一般,飛行,-,-,-,-,-,-,-,-,1500,137.3,96.8,123,20.5,啄,鳥嘴加農炮*,啄鑽,7,5,1,10000,1634212
86.3,40,胖可丁,一般,妖精,-,-,-,-,-,-,-,-,1493,115.1,75.5,223,29,撒嬌,冰凍之風,高速星星,6,5,1,10000,1938893
86.1,663,烈箭鷹,火,飛行,-,-,-,-,-,-,-,-,1500,121.4,112.7,135,25.5,燒盡*,飛翔,勇鳥猛攻,3,3,1,10000,1846682
86,463,大舌舔,一般,,-,-,-,-,-,-,-,-,1499,105.7,125.6,160,23,滾動,泰山壓頂*,暗影球,4,4,3,50000,2123761
85.9,423,海兔獸,水,地面,-,-,-,-,-,-,-,-,1495,113.2,103.4,168,24,擲泥,泰山壓頂,大地之力,4,5,3,50000,1966737
85.9,378,雷吉艾斯,冰,,-,-,-,-,-,-,-,-,1500,104.5,179.9,114,17.5,鎖定,暴風雪,打雷*,15,12,20,100000,2143693
85.8,166,安瓢蟲,蟲,飛行,-,-,-,-,-,-,-,-,1496,101.4,162.5,134,49.5,滾動,爆裂拳,雜技,4,5,1,10000,2207885
85.7,916,飄香豚,一般,,-,-,-,-,-,-,-,-,1496,117.7,101.6,159,21.5,猛撞,泰山壓頂,起草,5,5,1,10000,1900828
85.7,624,駒刀小兵,惡,鋼,-,-,-,-,-,-,-,-,1497,132,107.8,119,49,抓,暗襲要害,鐵頭,9,13,5,75000,1692305
85.5,73,毒刺水母,水,毒,-,-,-,-,-,-,-,-,1495,108.9,143.5,131,23,溶解液,熱水,以牙還牙,7,8,3,50000,2047453
85.4,452,龍王蠍,毒,惡,-,-,-,-,-,-,-,-,1500,117.9,136.9,118,22.5,毒針,咬碎,水流尾,5,4,5,75000,1903472
85.3,351,飄浮泡泡,一般,,-,-,-,-,-,-,-,-,1500,112.6,121.3,146,39.5,禍不單行,氣象球 岩石,能量球,3,4,5,75000,1993800
85.2,159,藍鱷,水,,-,-,-,-,-,-,-,-,1500,117.7,120,135,35.5,抓,冰凍拳,水之波動,10,13,3,10000,1907626
85.2,18,大比鳥,一般,飛行,-,-,-,-,-,-,-,-,1499,116.9,115.5,142,26.5,起風*,龍捲風,勇鳥猛攻,3,4,1,10000,1917898
85.2,216,熊寶寶,一般,,-,-,-,-,-,-,-,-,1493,131.5,90.5,142,49.5,抓,高速星星,十字劈,9,9,3,50000,1690038
85.1,974,走鯨,冰,,-,-,-,-,-,-,-,-,1469,112.6,79.8,213,50,細雪,雪崩,泰山壓頂,6,5,3,50000,1914594
85.1,85,嘟嘟利,一般,飛行,-,-,-,-,-,-,-,-,1496,143.8,98.4,110,23.5,啄,啄鑽,勇鳥猛攻,5,7,3,50000,1556601
85,730,西獅海壬,水,妖精,-,-,-,-,-,-,-,-,1500,131.6,115.7,112,17,攀瀑,月亮之力,加農水砲*,5,4,3,10000,1705342
84.9,547,風妖精,草,妖精,-,-,-,-,-,-,-,-,1499,118.8,135,118,28,妖精之風,種子炸彈,月亮之力,5,6,1,10000,1892000
84.8,416,蜂女王,蟲,飛行,-,-,-,-,-,-,-,-,1499,108.9,143.5,132,28,連斬,十字剪,力量寶石,10,13,3,50000,2061993
84.7,945,塗標客,毒,一般,-,-,-,-,-,-,-,-,1498,134.2,107.8,115,24.5,抓,劇毒牙,欺詐,10,10,3,50000,1663690
84.7,630,禿鷹娜,惡,飛行,-,-,-,-,-,-,-,-,1500,92.1,151.3,175,26.5,大聲咆哮,惡之波動,暗影球,4,4,5,75000,2439745
84.6,334,七夕青鳥,龍,飛行,-,-,-,-,-,-,-,-,1499,103.4,151.9,138,28.5,龍息,月亮之力*,噴射火焰,13,14,1,10000,2167763
84.6,698,冰雪龍,岩石,冰,-,-,-,-,-,-,-,-,1500,114.3,104.2,165,50,細雪,氣象球 冰,十萬伏特,5,7,5,75000,1964777
84.6,446,小卡比獸,一般,,-,-,-,-,-,-,-,-,1499,103.2,96.6,218,30,撞擊,泰山壓頂,重踏,14,19,5,10000,2172279
84.6,211,千針魚,惡,毒,洗翠,-,-,-,-,-,-,-,1494,128.1,112.4,121,26,毒針,水流尾,惡之波動,4,5,3,50000,1741533
84.4,435,坦克臭鼬,毒,惡,-,-,-,-,-,-,-,-,1493,121.7,95.2,158,23.5,毒擊,咬碎,起草,7,7,3,50000,1831135
84.2,121,寶石海星,水,超能力,-,-,-,-,-,-,-,-,1500,133.2,122,104,21.5,精神波,水流噴射,力量寶石,10,13,3,50000,1689998
84,164,貓頭夜鷹,一般,飛行,-,-,-,-,-,-,-,-,1500,105.3,120.2,168,28,翅膀攻擊,暗影球,報恩<sup>†</sup>,7,9,1,10000,2126381
84,186,蚊香蛙皇,水,,-,-,-,-,-,-,-,-,1498,114,124.3,139,23,泥巴射擊,氣象球 水,冰凍光束*,4,7,3,50000,1970072
84,508,長毛狗,一般,,-,-,-,-,-,-,-,-,1496,123.9,116.2,125,19.5,猛撞,瘋狂伏特,咬碎,5,5,1,10000,1799428
83.9,901,月月熊,地面,一般,-,-,-,-,-,-,-,-,1500,125.6,98.7,144,14.5,抓,雷電拳,十萬馬力*,10,14,3,50000,1785614
83.5,581,舞天鵝,水,飛行,-,-,-,-,-,-,-,-,1497,128.6,101.1,134,26.5,起風,水流噴射,飛翔,3,4,3,50000,1741978
83.4,6,噴火龍,火,飛行,-,-,-,-,-,-,-,-,1498,132.8,108.9,117,19,火花*,爆炸烈焰*,空氣利刃,6,5,3,10000,1691315
83.4,130,暴鯉龍,水,飛行,-,-,-,-,-,-,-,-,1498,130.8,108.5,121,16.5,龍息,水流尾*,龍捲風,9,10,1,10000,1717312
83.3,658,甲賀忍蛙,水,惡,-,-,-,-,-,-,-,-,1500,139.6,100.4,115,21,飛水手裡劍,加農水砲*,狂舞揮打,3,3,3,10000,1611397
83.2,22,大嘴雀,一般,飛行,-,-,-,-,-,-,-,-,1500,131.5,104.6,124,28,啄,啄鑽,直衝鑽,5,5,1,10000,1705662
83.1,676,多麗米亞,一般,,-,-,-,-,-,-,-,-,1496,115.5,125.2,134,26.5,猛撞,惡之波動,打草結,5,6,5,75000,1937601
83.1,642,雷電雲,電,飛行,-,化身,-,-,-,-,-,-,1500,148.1,95.5,107,16.5,電擊,雷電拳,劈瓦,5,5,20,100000,1513826
83,713,冰岩怪,冰,岩石,洗翠,-,-,-,-,-,-,-,1498,116.5,135.2,122,16,細雪,岩崩,冰凍之風,6,6,3,50000,1921301
83,627,毛頭小鷹,一般,飛行,-,-,-,-,-,-,-,-,1500,126.7,92.2,152,46.5,啄,勇鳥猛攻,飛翔,7,6,5,75000,1774904
82.9,264,直衝熊,一般,,-,-,-,-,-,-,-,-,1497,114.1,111.8,154,38.5,暗影爪,高速星星,打草結,5,7,1,10000,1965124
82.9,272,樂天河童,水,草,-,-,-,-,-,-,-,-,1500,116.5,123.7,134,24,驚嚇,氣象球 水,能量球,4,5,3,50000,1930725
82.9,904,萬針魚,惡,毒,-,-,-,-,-,-,-,-,1498,131,106.9,122,18.5,毒針,水流尾,惡之波動,4,5,5,75000,1708017
82.7,503,大劍鬼,水,惡,洗翠,-,-,-,-,-,-,-,1499,132.6,96.8,132,20,連斬,聖劍,惡之波動,9,12,3,10000,1694230
82.6,723,投羽梟,草,飛行,-,-,-,-,-,-,-,-,1500,112.5,115.5,154,36.5,啄,勇鳥猛攻,能量球,7,6,3,10000,2001159
82.6,53,貓老大,惡,,阿羅拉,-,-,-,-,-,-,-,1498,122.4,112.6,133,34,抓,欺詐,嬉鬧,10,15,3,50000,1833307
82.6,27,穿山鼠,冰,鋼,阿羅拉,-,-,-,-,-,-,-,1462,117.6,121,127,50,細雪,暗襲要害,陀螺球,5,7,3,50000,1807853
82.5,927,麻花犬,妖精,,-,-,-,-,-,-,-,-,1500,113.5,156.1,112,26.5,撒嬌,精神之牙,嬉鬧,5,8,3,50000,1983841
82.5,262,大狼犬,惡,,-,-,-,-,-,-,-,-,1497,125.9,105.8,133,29,突襲,咬碎,劇毒牙,7,6,1,10000,1770707
82.5,128,肯泰羅,格鬥,水,-,-,-,-,水瀾,-,-,-,1500,127.8,120.7,114,20,二連踢,水流噴射,起草,4,4,3,50000,1758735
82.5,634,雙首暴龍,惡,龍,-,-,-,-,-,-,-,-,1498,120.5,110.2,140,30.5,龍息,泰山壓頂,惡之波動,10,12,5,75000,1859224
82.3,799,惡食大王,惡,龍,-,-,-,-,-,-,-,-,1499,113.3,66.1,265,19.5,龍尾,狂舞揮打,污泥炸彈,3,5,20,100000,1982915
82.2,713,冰岩怪,冰,,-,-,-,-,-,-,-,-,1500,111.8,141.4,127,17.5,冰凍牙,雪崩,泰山壓頂,8,7,3,50000,2006849
82.2,861,長毛巨魔,惡,妖精,-,-,-,-,-,-,-,-,1499,136.3,90.8,133,19.5,突襲,欺詐,吸取之吻,6,8,5,50000,1646354
82.2,537,蟾蜍王,水,地面,-,-,-,-,-,-,-,-,1500,120.3,100.9,154,22,泥巴射擊,大地之力,冰凍之風,6,5,3,50000,1868887
82.1,797,鐵火輝夜,鋼,飛行,-,-,-,-,-,-,-,-,1500,119.6,120.7,130,18,空氣斬,泰山壓頂,鐵頭,5,6,20,100000,1876702
82,141,鐮刀盔,岩石,水,-,-,-,-,-,-,-,-,1498,135.5,119.8,102,20.5,連斬*,水流噴射,尖石攻擊,10,14,5,75000,1654897
82,145,閃電鳥,電,飛行,-,-,-,-,-,-,-,-,1493,135.7,104.7,115,15.5,電擊*,啄鑽,熱風,5,5,20,100000,1633229
81.8,203,麒麟奇,一般,超能力,-,-,-,-,-,-,-,-,1499,130.3,101.6,130,27.5,念力,精神之牙,起草,3,4,3,50000,1720655
81.8,788,卡璞・鰭鰭,水,妖精,-,-,-,-,-,-,-,-,1495,115.9,158.3,105,20,水槍,衝浪,自然之怒*,15,17,20,100000,1926493
81.7,113,吉利蛋,一般,,-,-,-,-,-,-,-,-,1418,63,120.2,421,50,意念頭錘,魔法閃耀,破壞光線,10,14,5,75000,3188219
81.5,400,大尾狸,一般,水,-,-,-,-,-,-,-,-,1498,123,99.3,149,31.5,猛撞,衝浪,必殺門牙,5,6,1,10000,1818797
81.5,908,魔幻假面喵,草,惡,-,-,-,-,-,-,-,-,1498,140.4,99.1,115,19.5,樹葉,暗襲要害,瘋狂植物*,5,6,3,10000,1600011
81.5,198,黑暗鴉,惡,飛行,-,-,-,-,-,-,-,-,1499,143.2,81.1,135,41,啄,啄鑽,欺詐,5,5,3,50000,1567720
81.5,78,烈焰馬,超能力,妖精,伽勒爾,-,-,-,-,-,-,-,1499,133.7,111.5,112,22.5,妖精之風,泰山壓頂,瘋狂伏特*,5,5,3,50000,1669979
81.4,764,花療環環,妖精,,-,-,-,-,-,-,-,-,1500,116.2,157.5,105,26.5,藤鞭,吸取之吻,打草結,7,7,3,50000,1921722
81.4,635,三首惡龍,惡,龍,-,-,-,-,-,-,-,-,1500,136.1,104.5,116,15,龍息,狂舞揮打*,飛翔,9,12,5,75000,1649711
81.4,340,鯰魚王,水,地面,-,-,-,-,-,-,-,-,1495,107.6,108.3,178,27,泥巴射擊,泥巴炸彈,熱水,5,6,1,10000,2073839
81.2,140,化石盔,岩石,水,-,-,-,-,-,-,-,-,1499,134.5,129.5,96,49,抓,水流噴射,岩石封鎖,10,13,5,75000,1671529
81.2,560,頭巾混混,惡,格鬥,-,-,-,-,-,-,-,-,1495,110.4,156.7,117,24.5,雙倍奉還,欺詐,快手還擊,7,7,3,50000,2024611
81,662,火箭雀,火,飛行,-,-,-,-,-,-,-,-,1495,123.3,102.6,143,47.5,啄,飛翔,熱風,6,6,1,10000,1810501
81,115,袋獸,一般,,-,-,-,-,-,-,-,-,1495,114.6,110.9,153,21.5,踢倒,劈瓦*,咬碎,5,6,3,50000,1943857
81,920,烈腿蝗,蟲,惡,-,-,-,-,-,-,-,-,1499,132.9,104.1,122,24,突襲,十字剪,起草,6,7,1,50000,1686502
81,369,古空棘魚,水,岩石,-,-,-,-,-,-,-,-,1499,105.2,133.7,152,22.5,水槍,水流尾,原始之力,12,15,5,75000,2137627
80.6,931,怒鸚哥,一般,飛行,-,-,-,-,-,-,-,-,1492,133.6,84.8,147,28,啄,勇鳥猛攻,飛翔,7,6,3,75000,1665931
80.5,20,拉達,惡,一般,阿羅拉,-,-,-,-,-,-,-,1497,107.1,130.2,150,36.5,咬住,咬碎,報恩<sup>†</sup>,12,18,1,10000,2090786
80.4,229,黑魯加,惡,火,-,-,-,-,-,-,-,-,1500,139.6,97.3,118,21,燒盡,欺詐,起草,2,3,3,50000,1603024
80.4,211,千針魚,水,毒,-,-,-,-,-,-,-,-,1497,131.2,105.5,123,27,毒針,水流尾,暗影球,4,6,3,50000,1702587
80.3,982,土龍節節,一般,,-,-,-,-,-,-,-,-,1500,116.1,98.6,169,20.5,咬住,直衝鑽,泰山壓頂,10,10,3,50000,1934787
80.3,259,沼躍魚,水,地面,-,-,-,-,-,-,-,-,1499,119.9,111.5,140,34.5,泥巴射擊,衝浪,污泥攻擊,5,5,3,10000,1871384
80.3,892,武道熊師,格鬥,惡,-,-,-,-,一擊流,-,-,-,1489,136.6,97.8,121,15,突襲,劈瓦,爆裂拳,6,7,20,100000,1616195
79.9,913,湧躍鴨,水,,-,-,-,-,-,-,-,-,1500,125.4,103.5,138,34,翅膀攻擊,水流噴射,燕返,5,6,3,10000,1792214
79.6,169,叉字蝠,毒,飛行,-,-,-,-,-,-,-,-,1500,121.2,118.1,129,21,起風,空氣利刃,劇毒牙,3,3,1,10000,1847304
