評分,圖鑑編號,寶可夢,第一屬性,第二屬性,地區,型態別,暗影,Mega進化,其他形態,性別,尺寸,天氣,CP,攻擊力,防禦力,HP,等級,一般招式,特殊招式1,特殊招式2,幾下可用特招1,幾下可用特招2,夥伴行走距離,開第二招星塵花費,Stat Product
84.9,395,帝王拿波,水,鋼,-,-,暗影,-,-,-,-,-,3279,189.1,168.9,178,50,金屬音,加農水砲*,啄鑽,5,5,3,10000,5684174
84.4,373,暴飛龍,龍,飛行,-,-,暗影,-,-,-,-,-,4239,245.4,153.8,194,50,龍尾,狂舞揮打,飛翔,3,4,5,75000,7319888
84.3,975,浩大鯨,冰,,-,-,-,-,-,-,-,-,3519,187.4,116,304,50,細雪,雪崩,蠻力,6,5,3,50000,6605813
84.1,160,大力鱷,水,,-,-,暗影,-,-,-,-,-,3230,184.9,170.6,178,50,暗影爪,加農水砲*,冰凍光束,5,7,3,10000,5613161
84,979,棄世猴,格鬥,幽靈,-,-,-,-,-,-,-,-,3695,197.5,162.2,215,50,踢倒,憤怒之拳*,近身戰,5,6,3,50000,6885451
83.9,365,帝牙海獅,冰,水,-,-,-,-,-,-,-,-,3081,165.5,160.5,215,50,細雪*,冰錐*,地震,5,9,3,50000,5712245
83.7,635,三首惡龍,惡,龍,-,-,-,-,-,-,-,-,4098,227.7,170.6,189,50,龍息,狂舞揮打*,飛翔,9,12,5,75000,7341687
83.4,373,暴飛龍,龍,飛行,-,-,-,-,-,-,-,-,4239,245.4,153.8,194,50,龍尾,狂舞揮打,飛翔,3,4,5,75000,7319888
83,131,拉普拉斯,水,冰,-,-,暗影,-,-,-,-,-,2985,151.3,158.8,245,50,精神波,泡影詠歎調,冰凍光束*,12,14,5,75000,5885307
82.8,395,帝王拿波,水,鋼,-,-,-,-,-,-,-,-,3279,189.1,168.9,178,50,金屬音,加農水砲*,啄鑽,5,5,3,10000,5684174
82.8,464,超甲狂犀,地面,岩石,-,-,-,-,-,-,-,-,4221,215.1,172.3,223,50,擲泥,直衝鑽,岩石炮*,4,5,3,50000,8263565
82.3,979,棄世猴,格鬥,幽靈,-,-,暗影,-,-,-,-,-,3695,197.5,162.2,215,50,雙倍奉還,憤怒之拳*,冰凍拳,6,7,3,50000,6885451
82.2,143,卡比獸,一般,,-,-,暗影,-,-,-,-,-,3647,172.3,154.6,289,50,舌舔,泰山壓頂,蠻力,12,14,5,75000,7697298
82.2,901,月月熊,地面,一般,-,-,暗影,-,-,-,-,-,4358,216.8,164.7,245,50,撞擊,高速星星,十萬馬力*,12,20,3,50000,8748037
82.2,3,妙蛙花,草,毒,-,-,-,-,-,-,-,-,3075,179,171.4,172,50,藤鞭,瘋狂植物*,污泥攻擊,6,5,3,10000,5277242
82,713,冰岩怪,冰,,-,-,-,-,-,-,-,-,3615,177.3,214.3,194,50,冰凍牙,雪崩,泰山壓頂,8,6,3,50000,7370435
82,131,拉普拉斯,水,冰,-,-,-,-,-,-,-,-,2985,151.3,158.8,245,50,精神波,泡影詠歎調,冰凍光束*,12,14,5,75000,5885307
81.9,260,巨沼怪,水,地面,-,-,-,-,-,-,-,-,3362,187.4,159.7,201,50,泥巴射擊,加農水砲*,地震,5,8,3,10000,6013444
81.5,407,羅絲雷朵,草,毒,-,-,-,-,-,-,-,-,3359,216.8,168.1,142,50,毒針,氣象球 火*,飛葉風暴,4,7,3,50000,5173766
80.4,998,戟脊龍,龍,冰,-,-,-,-,-,-,-,-,4013,226,153.8,205,50,龍息,雪崩,龍爪,12,13,5,75000,7125675
80.4,365,帝牙海獅,冰,水,-,-,暗影,-,-,-,-,-,3081,165.5,160.5,215,50,細雪*,冰錐*,地震,5,9,3,50000,5712245
80.2,473,象牙豬,冰,地面,-,-,暗影,-,-,-,-,-,3763,220.2,135.3,215,50,細雪,冰錐,十萬馬力,5,8,3,50000,6403750
80.1,713,冰岩怪,冰,岩石,洗翠,-,-,-,-,-,-,-,3909,192.4,212.6,194,50,細雪,岩崩,冰凍之風,6,6,3,50000,7936454
79.8,901,月月熊,地面,一般,-,-,-,-,-,-,-,-,4358,216.8,164.7,245,50,撞擊,高速星星,十萬馬力*,12,20,3,50000,8748037
79.7,462,自爆磁怪,電,鋼,-,-,暗影,-,-,-,-,-,3623,212.6,184.9,157,50,伏特替換,瘋狂伏特,鏡光射擊,3,3,3,50000,6170376
79.6,134,水伊布,水,,-,-,-,-,-,-,-,-,3521,184.9,147.9,245,50,水槍,水流尾,珍藏*,12,19,5,75000,6698386
79.5,248,班基拉斯,岩石,惡,-,-,-,-,-,-,-,-,4335,223.5,186.5,201,50,龍息,狂舞揮打,尖石攻擊,9,14,5,75000,8381069
79.4,462,自爆磁怪,電,鋼,-,-,-,-,-,-,-,-,3623,212.6,184.9,157,50,伏特替換,瘋狂伏特,鏡光射擊,3,3,3,50000,6170376
79.4,389,土台龜,草,地面,-,-,-,-,-,-,-,-,3318,182.3,170.6,194,50,擲泥,瘋狂植物*,尖石攻擊,5,6,3,10000,6034291
79.3,473,象牙豬,冰,地面,-,-,-,-,-,-,-,-,3763,220.2,135.3,215,50,細雪,冰錐,十萬馬力,5,8,3,50000,6403750
79.3,260,巨沼怪,水,地面,-,-,暗影,-,-,-,-,-,3362,187.4,159.7,201,50,泥巴射擊,加農水砲*,地震,5,8,3,10000,6013444
79.1,212,巨鉗螳螂,蟲,鋼,-,-,暗影,-,-,-,-,-,3393,210.9,164.7,157,50,子彈拳,暗襲要害,起草,5,7,5,75000,5453787
78.9,450,河馬獸,地面,,-,-,暗影,-,-,-,-,-,3488,181.5,173.1,213,50,潑沙,氣象球 岩石,大地之力,9,13,3,50000,6692206
78.8,465,巨蔓藤,草,,-,-,-,-,-,-,-,-,3425,186.5,167.2,201,50,藤鞭,強力鞭打,岩崩,7,6,3,50000,6270048
78.6,212,巨鉗螳螂,蟲,鋼,-,-,-,-,-,-,-,-,3393,210.9,164.7,157,50,子彈拳,暗襲要害,起草,5,7,5,75000,5453787
78.2,466,電擊魔獸,電,,-,-,-,-,-,-,-,-,3481,221.8,149.6,164,50,電擊,瘋狂伏特,冰凍拳,5,5,5,75000,5441724
78.2,812,轟擂金剛猩,草,,-,-,-,-,-,-,-,-,3758,213.4,153.8,201,50,飛葉快刀,鼓擊,大地之力,9,13,3,10000,6597048
78.2,911,骨紋巨聲鱷,火,幽靈,-,-,-,-,-,-,-,-,3422,186.5,162.2,207,50,燒盡,暗影球,閃焰高歌,3,3,3,10000,6262524
77.9,450,河馬獸,地面,,-,-,-,-,-,-,-,-,3488,181.5,173.1,213,50,潑沙,氣象球 岩石,大地之力,9,13,3,50000,6692206
77.9,784,杖尾鱗甲龍,龍,格鬥,-,-,-,-,-,-,-,-,3741,199.2,214.3,164,50,龍尾,快手還擊,鱗片噪音*,4,4,5,75000,6998438
77.9,248,班基拉斯,岩石,惡,-,-,暗影,-,-,-,-,-,4335,223.5,186.5,201,50,龍息,狂舞揮打,尖石攻擊,9,14,5,75000,8381069
77.6,3,妙蛙花,草,毒,-,-,暗影,-,-,-,-,-,3075,179,171.4,172,50,藤鞭,瘋狂植物*,污泥攻擊,6,5,3,10000,5277242
77.5,673,坐騎山羊,草,,-,-,-,-,-,-,-,-,3163,177.3,135.3,235,50,藤鞭,葉刃,劈瓦,5,5,3,50000,5636960
77.5,143,卡比獸,一般,,-,-,-,-,-,-,-,-,3647,172.3,154.6,289,50,舌舔,泰山壓頂,蠻力,12,14,5,75000,7697298
77.4,534,修建老匠,格鬥,,-,-,暗影,-,-,-,-,-,3773,216.8,145.4,208,50,發勁,爆裂拳,狂舞揮打*,5,4,5,75000,6555380
77.2,466,電擊魔獸,電,,-,-,暗影,-,-,-,-,-,3481,221.8,149.6,164,50,電擊,瘋狂伏特,冰凍拳,5,5,5,75000,5441724
76.5,350,美納斯,水,,-,-,-,-,-,-,-,-,3398,173.9,196.6,194,50,龍尾,衝浪,暴風雪,4,7,5,75000,6635241
76.5,503,大劍鬼,水,,-,-,-,-,-,-,-,-,3194,190.7,144.5,194,50,連斬,加農水砲*,超級角擊,10,14,3,10000,5348411
76.3,652,布里卡隆,草,格鬥,-,-,-,-,-,-,-,-,3340,181.5,184,184,50,藤鞭,瘋狂植物*,蠻力,6,5,3,10000,6145885
76.3,475,艾路雷朵,超能力,格鬥,-,-,暗影,-,-,-,-,-,3497,211.8,176.5,154,50,念力,近身戰,葉刃,4,3,5,75000,5754523
76.2,781,破破舵輪,幽靈,草,-,-,-,-,-,-,-,-,3335,208.4,163,157,50,暗影爪,暗影球,強力鞭打,7,7,5,50000,5333617
76,936,紅蓮鎧騎,火,超能力,-,-,-,-,-,-,-,-,3628,209.2,168.1,178,50,燒盡,精神衝擊,蓄能焰襲,2,3,5,50000,6259189
75.8,1013,來悲粗茶,草,幽靈,-,-,-,-,-,-,-,-,3343,201.7,173.1,158,50,驚嚇,暗影球,能量球,5,5,3,50000,5515747
75.7,887,多龍巴魯托,龍,幽靈,-,-,-,-,-,-,-,-,3993,236.1,155.5,184,50,驚嚇,暗影球,逆鱗,5,6,5,75000,6754055
75.6,181,電龍,電,,-,-,-,-,-,-,-,-,3225,189.9,154.6,186,50,伏特替換,狂舞揮打,雷電拳,3,3,5,75000,5461450
75.6,711,南瓜怪人,幽靈,草,-,-,-,-,-,-,特大尺寸,-,2976,165.5,180.7,178,50,燒盡,暗影球,種子炸彈,3,2,5,75000,5323453
74.9,534,修建老匠,格鬥,,-,-,-,-,-,-,-,-,3773,216.8,145.4,208,50,發勁,狂舞揮打*,爆裂拳,4,5,5,75000,6555380
74.8,652,布里卡隆,草,格鬥,-,-,暗影,-,-,-,-,-,3340,181.5,184,184,50,藤鞭,瘋狂植物*,蠻力,6,5,3,10000,6145885
74.8,724,狙射樹梟,草,幽靈,-,-,-,-,-,-,-,-,3137,189.1,163,168,50,驚嚇,瘋狂植物*,縫影,5,4,3,10000,5178003
74.2,526,龐岩怪,岩石,,-,-,-,-,-,-,-,-,3650,202.5,181.5,178,50,鎖定,蠻力,流星光束*,8,12,3,50000,6542738
74.1,699,冰雪巨龍,岩石,冰,-,-,暗影,-,-,-,-,-,3168,168.9,149.6,235,50,細雪,氣象球 冰,流星光束,5,8,5,75000,5936803
73.9,1019,蜜集大蛇,草,龍,-,-,-,-,-,-,-,-,3656,194.1,168.9,210,50,龍尾,種子炸彈,逆鱗,4,5,5,75000,6884875
73.8,738,鍬農炮蟲,蟲,電,-,-,暗影,-,-,-,-,-,3524,226,145.4,167,50,伏特替換*,放電,十字剪,3,3,1,10000,5487615
73.6,937,蒼炎刃鬼,火,幽靈,-,-,-,-,-,-,-,-,3586,213.4,171.4,164,50,燒盡,暗影球,蓄能焰襲,3,3,5,50000,6000349
73.4,465,巨蔓藤,草,,-,-,暗影,-,-,-,-,-,3425,186.5,167.2,201,50,藤鞭,強力鞭打,岩崩,7,6,3,50000,6270048
73,530,龍頭地鼠,地面,鋼,-,-,-,-,-,-,-,-,3667,226.9,121,215,50,擲泥,直衝鑽,岩崩,4,5,3,50000,5902466
72.9,68,怪力,格鬥,,-,-,暗影,-,-,-,-,-,3455,209.2,146.2,186,50,空手劈*,十字劈,尖石攻擊*,4,7,3,50000,5690236
72.6,464,超甲狂犀,地面,岩石,-,-,暗影,-,-,-,-,-,4221,215.1,172.3,223,50,擲泥,直衝鑽,岩石炮*,4,5,3,50000,8263565
72.5,612,雙斧戰龍,龍,,-,-,暗影,-,-,-,-,-,4062,251.2,157.1,166,50,龍尾,暗襲要害,衝浪,3,4,5,75000,6553746
72.5,904,萬針魚,惡,毒,-,-,-,-,-,-,-,-,3330,199.2,156.3,178,50,毒擊,水流尾,暗影球,5,8,5,75000,5540514
72,724,狙射樹梟,草,格鬥,洗翠,-,-,-,-,-,-,-,3275,191.6,158.8,184,50,精神利刃,波導彈,起草,5,5,3,10000,5598649
71.8,738,鍬農炮蟲,蟲,電,-,-,-,-,-,-,-,-,3524,226,145.4,167,50,伏特替換*,十字剪,飛翔,3,3,1,10000,5487615
71.4,711,南瓜怪人,幽靈,草,-,-,-,-,-,-,大尺寸,-,2850,163,185.7,164,50,燒盡,暗影球,種子炸彈,3,2,5,75000,4964855
70.9,614,凍原熊,冰,,-,-,-,-,-,-,-,-,3439,208.4,140.3,194,50,細雪,冰凍拳,衝浪,5,6,3,50000,5673338
70.8,181,電龍,電,,-,-,暗影,-,-,-,-,-,3225,189.9,154.6,186,50,伏特替換,狂舞揮打,雷電拳,3,3,5,75000,5461450
70.5,530,龍頭地鼠,地面,鋼,-,-,暗影,-,-,-,-,-,3667,226.9,121,215,50,擲泥,直衝鑽,岩崩,4,5,3,50000,5902466
70.3,475,艾路雷朵,超能力,格鬥,-,-,-,-,-,-,-,-,3497,211.8,176.5,154,50,念力,近身戰,葉刃,4,3,5,75000,5754523
70.1,389,土台龜,草,地面,-,-,暗影,-,-,-,-,-,3318,182.3,170.6,194,50,擲泥,瘋狂植物*,流沙地獄,5,4,3,10000,6034291
70,982,土龍節節,一般,,-,-,-,-,-,-,-,-,3097,170.6,138.6,237,50,滾動,泰山壓頂,直衝鑽,3,4,3,50000,5605277
69.9,68,怪力,格鬥,,-,-,-,-,-,-,-,-,3455,209.2,146.2,186,50,空手劈*,十字劈,尖石攻擊*,4,7,3,50000,5690236
69.7,526,龐岩怪,岩石,,-,-,暗影,-,-,-,-,-,3650,202.5,181.5,178,50,鎖定,流星光束*,岩崩,12,9,3,50000,6542738
69.2,760,穿著熊,一般,格鬥,-,-,暗影,-,-,-,-,-,3524,202.5,131.1,231,50,暗影爪,蠻力,踩踏,5,5,1,10000,6132286
69,503,大劍鬼,水,,-,-,暗影,-,-,-,-,-,3194,190.7,144.5,194,50,連斬,加農水砲*,貝殼刃,10,9,3,10000,5348411
68.8,89,臭臭泥,毒,,-,-,暗影,-,-,-,-,-,3117,172.3,157.1,208,50,毒擊,惡之波動,雷電拳,8,6,3,50000,5630248
68.7,232,頓甲,地面,,-,-,暗影,-,-,-,-,-,3407,192.4,168.1,186,50,擲泥,泰山壓頂,起草,4,5,3,50000,6015160
68.4,861,長毛巨魔,惡,妖精,-,-,-,-,-,-,-,-,3222,203.4,129.4,194,50,突襲,欺詐,嬉鬧,6,9,5,50000,5105127
68.3,157,火爆獸,火,幽靈,洗翠,-,-,-,-,-,-,-,3385,212.6,157.1,161,50,禍不單行,暗影球,火焰拳,4,4,3,10000,5378445
68.2,609,水晶燈火靈,幽靈,火,-,-,-,-,-,-,-,-,3695,240.3,165.5,142,50,燒盡,暗影球,蓄能焰襲,3,3,5,75000,5649231
68.1,699,冰雪巨龍,岩石,冰,-,-,-,-,-,-,-,-,3168,168.9,149.6,235,50,細雪,氣象球 冰,十萬伏特,5,7,5,75000,5936803
68.1,103,椰蛋樹,草,超能力,-,-,-,-,-,-,-,-,3408,208.4,137.8,194,50,念力,種子炸彈,精神強念,3,4,3,50000,5571421
67.9,9,水箭龜,水,,-,-,-,-,-,-,-,-,2788,156.3,186.5,170,50,滾動,加農水砲*,冰凍光束,4,5,3,10000,4956597
67.8,939,電肚蛙,電,,-,-,-,-,-,-,-,-,3010,167.2,151.3,214,50,電擊,放電,電磁炮,5,9,1,50000,5412627
67.8,966,普隆隆姆,鋼,毒,-,-,-,-,-,-,-,-,3337,205,153.8,172,50,毒擊,過熱,陀螺球,8,8,3,50000,5422981
67.7,537,蟾蜍王,水,地面,-,-,-,-,-,-,-,-,2899,170.6,138.6,208,50,泥巴射擊,大地之力,冰凍之風,6,5,3,50000,4919399
67.5,470,葉伊布,草,,-,-,-,-,-,-,-,-,3328,194.1,196.6,149,50,電光一閃,葉刃,珍藏*,5,7,5,75000,5686995
67.5,903,大狃拉,格鬥,毒,-,-,-,-,-,-,-,-,3643,230.2,145.4,172,50,暗影爪,近身戰,燕返,6,6,5,75000,5756969
67.4,157,火爆獸,火,,-,-,-,-,-,-,-,-,3266,200,158,168,50,燒盡,爆炸烈焰*,雷電拳,3,2,3,10000,5307779
67.3,6,噴火龍,火,飛行,-,-,-,-,-,-,-,-,3266,200,158,168,50,龍息*,爆炸烈焰*,空氣利刃,13,9,3,10000,5307779
67.3,89,臭臭泥,毒,惡,阿羅拉,-,-,-,-,-,-,-,3117,172.3,157.1,208,50,毒擊,惡之波動,污泥波,8,10,3,50000,5630248
67.1,930,奧利瓦,草,一般,-,-,-,-,-,-,-,-,3345,196.6,171.4,168,50,魔法葉,大地之力,起草,5,5,3,50000,5662707
67.1,196,太陽伊布,超能力,,-,-,-,-,-,-,-,-,3583,231.9,159.7,149,50,念力,精神之牙,暗影球*,3,4,5,75000,5517187
66.8,6,噴火龍,火,飛行,-,-,暗影,-,-,-,-,-,3266,200,158,168,50,龍息*,爆炸烈焰*,空氣利刃,13,9,3,10000,5307779
66.7,217,圈圈熊,一般,,-,-,-,-,-,-,-,-,3329,210.9,133.6,186,50,暗影爪,近身戰,起草,6,6,3,50000,5241463
66.6,823,鋼鎧鴉,飛行,鋼,-,-,-,-,-,-,-,-,2777,149.6,173.9,198,50,潑沙,空氣利刃*,鐵頭*,9,13,1,10000,5151388
66.5,763,甜冷美后,草,,-,-,-,-,-,-,-,-,3351,199.2,176.5,160,50,魔法葉,三旋擊,打草結,5,5,3,10000,5622848
66.3,232,頓甲,地面,,-,-,-,-,-,-,-,-,3407,192.4,168.1,186,50,擲泥,泰山壓頂,起草,4,5,3,50000,6015160
66.2,903,大狃拉,格鬥,毒,-,-,暗影,-,-,-,-,-,3643,230.2,145.4,172,50,暗影爪,近身戰,燕返,6,6,5,75000,5756969
66,914,狂歡浪舞鴨,水,格鬥,-,-,-,-,-,-,-,-,3411,210.9,146.2,178,50,踢倒,近身戰,水流噴射,6,5,3,10000,5489234
65.9,89,臭臭泥,毒,,-,-,-,-,-,-,-,-,3117,172.3,157.1,208,50,毒擊,惡之波動,雷電拳,8,6,3,50000,5630248
65.8,750,重泥挽馬,地面,,-,-,-,-,-,-,-,-,3443,192.4,158.8,201,50,擲泥,泰山壓頂,地震,4,7,3,50000,6142739
65.8,157,火爆獸,火,,-,-,暗影,-,-,-,-,-,3266,200,158,168,50,燒盡,爆炸烈焰*,雷電拳,3,2,3,10000,5307779
65.6,864,魔靈珊瑚,幽靈,,-,-,-,-,-,-,-,-,3463,225.2,165.5,142,50,驚嚇,黑夜魔影,力量寶石,5,5,3,50000,5293685
65.6,623,泥偶巨人,地面,幽靈,-,-,暗影,-,-,-,-,-,3226,199.2,142,184,50,擲泥,暗影拳,爆裂拳,4,5,5,75000,5203812
65.4,655,妖火紅狐,火,超能力,-,-,暗影,-,-,-,-,-,3459,205.9,171.4,164,50,火焰旋渦,精神衝擊,爆炸烈焰*,4,5,3,10000,5787738
65.3,9,水箭龜,水,,-,-,暗影,-,-,-,-,-,2788,156.3,186.5,170,50,滾動,加農水砲*,冰凍光束,4,5,3,10000,4956597
65.3,73,毒刺水母,水,毒,-,-,-,-,-,-,-,-,2738,152.1,188.2,172,50,毒擊,熱水,暴風雪,8,11,3,50000,4924065
65.1,135,雷伊布,電,,-,-,-,-,-,-,-,-,3265,207.6,165.5,149,50,伏特替換,放電,珍藏*,3,4,5,75000,5119390
65,128,肯泰羅,格鬥,水,-,-,-,-,水瀾,-,-,-,3207,189.1,174.8,164,50,二連踢,水流噴射,起草,4,4,3,50000,5419490
64.9,609,水晶燈火靈,幽靈,火,-,-,暗影,-,-,-,-,-,3695,240.3,165.5,142,50,燒盡,暗影球,蓄能焰襲,3,3,5,75000,5649231
64.9,615,幾何雪花,冰,,-,-,-,-,-,-,-,-,3163,172.3,195.8,172,50,冰礫,三旋擊,暗襲要害,5,4,5,75000,5801055
64.9,282,沙奈朵,超能力,妖精,-,-,-,-,-,-,-,-,3497,211.8,176.5,154,50,撒嬌,三旋擊,暗影球,6,7,5,75000,5754523
64.7,217,圈圈熊,一般,,-,-,暗影,-,-,-,-,-,3329,210.9,133.6,186,50,暗影爪,近身戰,起草,6,6,3,50000,5241463
64.6,89,臭臭泥,毒,惡,阿羅拉,-,暗影,-,-,-,-,-,3117,172.3,157.1,208,50,毒擊,惡之波動,污泥波,8,10,3,50000,5630248
64.3,823,鋼鎧鴉,飛行,鋼,-,-,暗影,-,-,-,-,-,2777,149.6,173.9,198,50,潑沙,空氣利刃*,鐵頭*,9,13,1,10000,5151388
64.2,655,妖火紅狐,火,超能力,-,-,-,-,-,-,-,-,3459,205.9,171.4,164,50,火焰旋渦,爆炸烈焰*,精神衝擊,5,4,3,10000,5787738
63.8,851,焚焰蚣,火,蟲,-,-,-,-,-,-,-,-,3381,197.5,145.4,201,50,火花,熱風,猛撲,5,5,5,75000,5770039
63.8,230,刺龍王,水,龍,-,-,-,-,-,-,-,-,2986,175.6,175.6,164,50,龍息,衝浪,高速星星,12,9,3,50000,5058307
63.7,760,穿著熊,一般,格鬥,-,-,-,-,-,-,-,-,3524,202.5,131.1,231,50,暗影爪,蠻力,以牙還牙,5,8,1,10000,6132286
63.7,589,騎士蝸牛,蟲,鋼,-,-,暗影,-,-,-,-,-,3266,200,169.7,157,50,蟲咬,直衝鑽,超級角擊,14,19,3,50000,5329626
63.5,471,冰伊布,冰,,-,-,-,-,-,-,-,-,3535,212.6,184.9,149,50,冰礫,雪崩,冰凍之風,5,5,5,75000,5855962
63.1,500,炎武王,火,格鬥,-,-,-,-,-,-,-,-,3372,210.1,119.3,215,50,火花,爆炸烈焰*,岩崩,6,5,3,10000,5389340
63.1,472,天蠍王,地面,飛行,-,-,-,-,-,-,-,-,3043,168.1,199.2,164,50,翅膀攻擊,暗襲要害,地震,5,9,5,75000,5488971
62.9,623,泥偶巨人,地面,幽靈,-,-,-,-,-,-,-,-,3226,199.2,142,184,50,擲泥,暗影拳,爆裂拳,4,5,5,75000,5203812
62.9,73,毒刺水母,水,毒,-,-,暗影,-,-,-,-,-,2738,152.1,188.2,172,50,毒擊,熱水,暴風雪,8,11,3,50000,4924065
62.7,815,閃焰王牌,火,,-,-,-,-,-,-,-,-,3412,212.6,149.6,172,50,火焰旋渦,火焰球,爆炸烈焰*,4,5,3,10000,5469375
62.6,467,鴨嘴炎獸,火,,-,-,暗影,-,-,-,-,-,3541,220.2,157.1,164,50,空手劈,火焰拳,十萬伏特*,5,7,5,75000,5673558
62.5,508,長毛狗,一般,,-,-,-,-,-,-,-,-,3196,185.7,165.5,178,50,潑沙,瘋狂伏特,咬碎,12,12,1,10000,5472015
62.3,555,達摩狒狒,火,,-,-,-,-,普通,-,-,-,3511,233.6,108.4,208,50,燒盡,岩崩,過熱,3,3,3,50000,5267040
62.3,844,沙螺蟒,地面,,-,-,-,-,-,-,-,-,3155,182.3,186.5,160,50,擲泥,大地之力,緊束,5,5,3,50000,5442538
62.1,553,流氓鱷,地面,惡,-,-,-,-,-,-,-,-,3444,205,145.4,194,50,擲泥,咬碎,流沙地獄,5,4,5,75000,5782377
62,103,椰蛋樹,草,龍,阿羅拉,-,-,-,-,-,-,-,3407,205.9,141.2,194,50,龍尾,種子炸彈,流星群*,4,6,3,50000,5638270
61.8,230,刺龍王,水,龍,-,-,暗影,-,-,-,-,-,2986,175.6,175.6,164,50,龍息,逆鱗,高速星星,15,9,3,50000,5058307
61.8,127,凱羅斯,蟲,,-,-,暗影,-,-,-,-,-,3345,212.6,165.5,149,50,連斬,近身戰,十字剪,12,10,5,75000,5243747
61.8,855,怖思壺,幽靈,,-,-,-,-,-,-,-,-,3458,221,171.4,142,50,禍不單行,暗影球,惡之波動,4,4,3,50000,5379514
61.7,727,熾焰咆哮虎,火,惡,-,-,-,-,-,-,-,-,3387,192.4,159.7,194,50,火焰牙,狂舞揮打,爆炸烈焰*,6,9,3,10000,5960183
61.5,503,大劍鬼,水,惡,洗翠,-,-,-,-,-,-,-,3167,195.8,140.3,186,50,連斬,冰凍之風,聖劍,12,9,3,10000,5110391
61.1,555,達摩狒狒,冰,,伽勒爾普通,-,-,-,-,-,-,-,3511,233.6,108.4,208,50,冰凍牙,雪崩,蠻力,8,7,3,50000,5267040
61.1,884,鋁鋼龍,鋼,龍,-,-,-,-,-,-,-,-,3468,213.4,168.1,157,50,龍尾,龍爪,加農光炮,5,6,5,75000,5631604
61,865,蔥遊兵,格鬥,,-,-,-,-,-,-,-,-,3375,221,160.5,145,50,雙倍奉還,近身戰,葉刃,8,6,3,50000,5143111
