評分,圖鑑編號,寶可夢,第一屬性,第二屬性,地區,型態別,暗影,Mega進化,其他形態,性別,尺寸,天氣,CP,攻擊力,防禦力,HP,等級,一般招式,特殊招式1,特殊招式2,幾下可用特招1,幾下可用特招2,夥伴行走距離,開第二招星塵花費,Stat Product
80.7,351,飄浮泡泡,火,,-,-,-,-,-,-,-,晴,1500,112.6,121.3,146,39.5,火花,氣象球 火,日光束,4,9,5,75000,1993800
80.7,696,寶寶暴龍,岩石,龍,-,-,-,-,-,-,-,-,1498,126.6,107.9,129,38.5,龍尾,岩石封鎖,踩踏,5,4,5,75000,1762642
80.6,160,大力鱷,水,,-,-,-,-,-,-,-,-,1500,123.9,117.4,125,19.5,暗影爪,加農水砲*,咬碎,5,6,3,10000,1817697
80.6,457,霓虹魚,水,,-,-,-,-,-,-,-,-,1498,109,137.4,137,32.5,起風,水流尾,銀色旋風,3,4,3,50000,2052476
80.6,338,太陽岩,岩石,超能力,-,-,-,-,-,-,-,-,1496,119.1,108.6,145,24,精神波,氣象球 火,岩崩,9,12,3,50000,1876210
80.3,365,帝牙海獅,冰,水,-,-,暗影,-,-,-,-,-,1500,112.5,114.9,154,20.5,細雪*,冰錐*,地震,5,9,3,50000,1990879
80.2,933,鹽石壘,岩石,,-,-,-,-,-,-,-,-,1461,100.8,147.1,142,50,泥巴射擊,岩石封鎖,岩石爆擊,6,5,5,50000,2105603
80.1,478,雪妖女,冰,幽靈,-,-,暗影,-,-,-,-,-,1499,122.6,114.9,130,27.5,禍不單行,雪崩,暗影球,4,4,3,50000,1831027
80.1,730,西獅海壬,水,妖精,-,-,-,-,-,-,-,-,1500,131.6,115.7,112,17,攀瀑,魅惑之聲,加農水砲*,5,4,3,10000,1705342
80,977,吃吼霸,水,,-,-,-,-,-,-,-,-,1499,104.6,109.7,187,18.5,攀瀑,衝浪,逆鱗,5,6,5,75000,2146006
80,38,九尾,火,,-,-,暗影,-,-,-,-,-,1496,114.4,135.5,126,24.5,火花*,氣象球 火,能量球*,4,5,3,50000,1953716
79.8,503,大劍鬼,水,惡,洗翠,-,-,-,-,-,-,-,1499,132.6,96.8,132,20,連斬,惡之波動,十字剪,13,10,3,10000,1694230
79.6,658,甲賀忍蛙,水,惡,-,-,暗影,-,-,-,-,-,1500,139.6,100.4,115,21,飛水手裡劍,加農水砲*,暗襲要害,3,3,3,10000,1611397
79.5,75,隆隆石,岩石,電,阿羅拉,-,暗影,-,-,-,-,-,1500,122.6,129.9,115,29.5,伏特替換,尖石攻擊,岩石爆擊,4,3,1,10000,1831483
79.5,788,卡璞・鰭鰭,水,妖精,-,-,-,-,-,-,-,-,1495,115.9,158.3,105,20,水槍,衝浪,自然之怒*,15,17,20,100000,1926493
79.4,257,火焰雞,火,格鬥,-,-,暗影,-,-,-,-,-,1497,143.9,90.8,119,19.5,火花,波導彈,爆炸烈焰*,5,6,3,10000,1555953
79.3,934,鹽石巨靈,岩石,,-,-,-,-,-,-,-,-,1494,105.8,137.3,145,20.5,泥巴射擊,岩石封鎖,岩石爆擊,6,5,5,50000,2107121
79.3,484,帕路奇亞,水,龍,-,-,暗影,-,-,-,-,-,1473,140.4,110,100,13.5,龍息,水流尾,流星群,9,17,20,100000,1543554
79.2,141,鐮刀盔,岩石,水,-,-,-,-,-,-,-,-,1498,135.5,119.8,102,20.5,連斬*,水流噴射,尖石攻擊,10,14,5,75000,1654897
79.1,337,月石,岩石,超能力,-,-,-,-,-,-,-,-,1496,119.1,108.6,145,24,精神波,氣象球 冰,岩崩,9,12,3,50000,1876210
79.1,364,海魔獅,冰,水,-,-,-,-,-,-,-,-,1500,109,112.8,168,36,細雪,衝浪,泰山壓頂,6,5,3,50000,2065168
79.1,776,爆焰龜獸,火,龍,-,-,-,-,-,-,-,-,1499,113.5,153.6,113,25,火花,狂舞揮打,龍爪,4,6,5,75000,1971162
79.1,340,鯰魚王,水,地面,-,-,-,-,-,-,-,-,1495,107.6,108.3,178,27,泥巴射擊,泥巴炸彈,熱水,5,6,1,10000,2073839
78.9,305,可多拉,鋼,岩石,-,-,暗影,-,-,-,-,-,1500,113.8,147.2,118,27,金屬音,岩石封鎖,泰山壓頂,7,5,1,10000,1976790
78.9,697,怪顎龍,岩石,龍,-,-,-,-,-,-,-,-,1493,129.1,115.1,116,17.5,龍尾,岩石封鎖,咬碎,5,4,5,75000,1723842
78.8,76,隆隆岩,岩石,電,阿羅拉,-,-,-,-,-,-,-,1497,125.2,122.3,117,19,伏特替換,瘋狂伏特,岩石爆擊,3,3,1,10000,1791042
78.8,186,蚊香蛙皇,水,,-,-,-,-,-,-,-,-,1498,114,124.3,139,23,泥巴射擊,氣象球 水,地震*,4,8,3,50000,1970072
78.7,304,可可多拉,鋼,岩石,-,-,暗影,-,-,-,-,-,1478,114.3,131.1,127,50,金屬音,岩石封鎖,泰山壓頂,7,5,1,10000,1902550
78.5,27,穿山鼠,冰,鋼,阿羅拉,-,暗影,-,-,-,-,-,1462,117.6,121,127,50,細雪,暗襲要害,陀螺球,5,7,3,50000,1807853
78.4,340,鯰魚王,水,地面,-,-,暗影,-,-,-,-,-,1495,107.6,108.3,178,27,泥巴射擊,泥巴炸彈,熱水,5,6,1,10000,2073839
78.3,320,吼吼鯨,水,,-,-,暗影,-,-,-,-,-,1499,116.6,68.3,242,48.5,滾動,熱水,泰山壓頂,4,3,1,10000,1926826
78.2,306,波士可多拉,鋼,岩石,-,-,-,-,-,-,-,-,1500,116.6,155.7,106,18.5,龍尾,岩石封鎖,打雷,5,5,1,10000,1925111
78.1,996,涼脊龍,龍,冰,-,-,-,-,-,-,-,-,1410,125.2,84.9,149,50,龍息,雪崩,龍爪,12,13,5,75000,1583298
78,75,隆隆石,岩石,電,阿羅拉,-,-,-,-,-,-,-,1499,121.5,131,116,30,伏特替換,尖石攻擊,岩石爆擊,4,3,1,10000,1845378
77.9,537,蟾蜍王,水,地面,-,-,-,-,-,-,-,-,1500,120.3,100.9,154,22,泥巴射擊,大地之力,冰凍之風,6,5,3,50000,1868887
77.8,400,大尾狸,一般,水,-,-,暗影,-,-,-,-,-,1498,123,99.3,149,31.5,滾動,衝浪,必殺門牙,4,4,1,10000,1818797
77.8,55,哥達鴨,水,,-,-,暗影,-,-,-,-,-,1499,124.2,112.2,129,22.5,念力,十字劈,水流裂破,3,4,3,50000,1796871
77.7,594,保母曼波,水,,-,-,-,-,-,-,-,-,1499,97.4,99.5,238,26,攀瀑,水炮,精神強念,8,6,5,75000,2305528
77.7,364,海魔獅,冰,水,-,-,暗影,-,-,-,-,-,1500,109,112.8,168,36,細雪,衝浪,泰山壓頂,6,5,3,50000,2065168
77.5,87,白海獅,水,冰,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,冰礫*,冰凍之風*,直衝鑽,5,4,3,50000,2192411
77.5,362,冰鬼護,冰,,-,-,-,-,-,-,-,-,1499,115.2,120.8,140,27,滾動,雪崩,暗影球,4,4,3,50000,1948427
77.5,892,武道熊師,格鬥,水,-,-,-,-,連擊流,-,-,-,1489,136.6,97.8,121,15,雙倍奉還,水流噴射,爆裂拳,7,8,20,100000,1616195
77.3,259,沼躍魚,水,地面,-,-,-,-,-,-,-,-,1499,119.9,111.5,140,34.5,泥巴射擊,衝浪,污泥攻擊,5,5,3,10000,1871384
77.2,27,穿山鼠,冰,鋼,阿羅拉,-,-,-,-,-,-,-,1462,117.6,121,127,50,細雪,暗襲要害,陀螺球,5,7,3,50000,1807853
77.1,351,飄浮泡泡,水,,-,-,-,-,-,-,-,雨,1500,112.6,121.3,146,39.5,水槍,氣象球 水,打雷,12,20,5,75000,1993800
77,141,鐮刀盔,岩石,水,-,-,暗影,-,-,-,-,-,1498,135.5,119.8,102,20.5,連斬*,水流噴射,尖石攻擊,10,14,5,75000,1654897
76.9,592,輕飄飄,水,幽靈,-,-,-,-,-,-,-,-,1421,109.2,125.2,135,50,禍不單行,黑夜魔影,冰凍光束,4,5,3,50000,1846427
76.9,38,九尾,冰,妖精,阿羅拉,-,暗影,-,-,-,-,-,1497,114.5,136.1,125,24,撒嬌,氣象球 冰,精神衝擊,5,5,3,50000,1948701
76.9,79,呆呆獸,水,超能力,-,-,-,-,-,-,-,-,1386,104.2,95,186,50,念力,精神衝擊,水之波動,3,4,3,50000,1840271
76.9,320,吼吼鯨,水,,-,-,-,-,-,-,-,-,1499,116.6,68.3,242,48.5,滾動,熱水,泰山壓頂,4,3,1,10000,1926826
76.8,526,龐岩怪,岩石,,-,-,暗影,-,-,-,-,-,1499,127.2,118.4,117,17,鎖定,蠻力,流星光束*,8,12,3,50000,1762839
76.8,79,呆呆獸,水,超能力,-,-,暗影,-,-,-,-,-,1386,104.2,95,186,50,念力,精神衝擊,水之波動,3,4,3,50000,1840271
76.8,321,吼鯨王,水,,-,-,-,-,-,-,-,-,1497,118.4,67.4,237,24.5,滾動,衝浪,報恩<sup>†</sup>,4,6,1,10000,1891875
76.7,144,急凍鳥,冰,飛行,-,-,-,-,-,-,-,-,1496,112.6,139.6,126,18.5,細雪,冰凍之風,暴風*,6,8,20,100000,1981151
76.7,658,甲賀忍蛙,水,惡,-,-,-,-,-,-,-,-,1500,139.6,100.4,115,21,飛水手裡劍,加農水砲*,暗襲要害,3,3,3,10000,1611397
76.3,696,寶寶暴龍,岩石,龍,-,-,暗影,-,-,-,-,-,1498,126.6,107.9,129,38.5,龍尾,岩石封鎖,踩踏,5,4,5,75000,1762642
76.1,248,班基拉斯,岩石,惡,-,-,-,-,-,-,-,-,1500,129.7,111.4,120,14.5,龍息,狂舞揮打,尖石攻擊,9,14,5,75000,1734171
76,259,沼躍魚,水,地面,-,-,暗影,-,-,-,-,-,1500,120.4,111.4,139,33.5,泥巴射擊,衝浪,污泥攻擊,5,5,3,10000,1864979
76,536,藍蟾蜍,水,地面,-,-,-,-,-,-,-,-,1500,116.2,103,161,48,泥巴射擊,大地之力,水之波動,6,6,3,50000,1926840
75.7,74,小拳石,岩石,電,阿羅拉,-,暗影,-,-,-,-,-,1462,123.5,123.5,113,50,伏特替換,岩石封鎖,岩崩,4,3,1,10000,1724177
75.6,38,九尾,冰,妖精,阿羅拉,-,-,-,-,-,-,-,1497,114.5,136.1,125,24,撒嬌,氣象球 冰,精神衝擊,5,5,3,50000,1948701
75.4,697,怪顎龍,岩石,龍,-,-,暗影,-,-,-,-,-,1493,129.1,115.1,116,17.5,龍尾,咬碎,岩石封鎖,4,5,5,75000,1723842
75.3,55,哥達鴨,水,,-,-,-,-,-,-,-,-,1499,124.2,112.2,129,22.5,念力,十字劈,水流裂破,3,4,3,50000,1796871
75.1,377,雷吉洛克,岩石,,-,-,暗影,-,-,-,-,-,1493,105.8,178.5,111,17,鎖定,尖石攻擊,真氣彈,11,15,20,100000,2094814
75,464,超甲狂犀,地面,岩石,-,-,暗影,-,-,-,-,-,1500,126.8,104.5,134,15,擲泥,直衝鑽,岩石炮*,4,5,3,50000,1775272
75,479,洛托姆,電,水,-,-,-,-,清洗,-,-,-,1500,128.8,144.9,93,21.5,電擊,十萬伏特,水炮,7,9,5,75000,1736642
74.7,400,大尾狸,一般,水,-,-,-,-,-,-,-,-,1498,123,99.3,149,31.5,滾動,衝浪,必殺門牙,4,4,1,10000,1818797
74.6,378,雷吉艾斯,冰,,-,-,-,-,-,-,-,-,1500,104.5,179.9,114,17.5,鎖定,暴風雪,打雷*,15,12,20,100000,2143693
74.5,975,浩大鯨,冰,,-,-,-,-,-,-,-,-,1500,120.2,77.1,202,18,細雪,冰錐,蠻力,5,5,3,50000,1870752
74.5,526,龐岩怪,岩石,,-,-,-,-,-,-,-,-,1499,127.2,118.4,117,17,鎖定,蠻力,流星光束*,8,12,3,50000,1762839
74.5,157,火爆獸,火,幽靈,洗翠,-,-,-,-,-,-,-,1500,139.6,106.9,108,18.5,火花,暗影球,瘋狂伏特,6,5,3,10000,1611490
74.4,348,太古盔甲,岩石,蟲,-,-,暗影,-,-,-,-,-,1500,133.9,109.1,115,19.5,連斬,岩石爆擊,水流裂破,10,12,3,50000,1680484
74.4,128,肯泰羅,格鬥,火,-,-,-,-,火熾,-,-,-,1500,127.8,120.7,114,20,二連踢,蓄能焰襲,起草,5,4,3,50000,1758735
74.4,248,班基拉斯,岩石,惡,-,-,暗影,-,-,-,-,-,1500,129.7,111.4,120,14.5,龍息,狂舞揮打,尖石攻擊,9,14,5,75000,1734171
74.2,87,白海獅,水,冰,-,-,暗影,-,-,-,-,-,1498,102,136.9,157,28.5,冰礫*,冰凍之風*,直衝鑽,5,4,3,50000,2192411
74.2,362,冰鬼護,冰,,-,-,暗影,-,-,-,-,-,1499,115.2,120.8,140,27,滾動,雪崩,暗影球,4,4,3,50000,1948427
74,257,火焰雞,火,格鬥,-,-,-,-,-,-,-,-,1497,143.9,90.8,119,19.5,火花,波導彈,爆炸烈焰*,5,6,3,10000,1555953
74,105,嘎啦嘎啦,火,幽靈,阿羅拉,-,-,-,-,-,-,-,1496,109.6,148.9,125,31.5,火焰旋渦,骨棒,暗影之骨*,4,5,3,50000,2040576
73.6,142,化石翼龍,岩石,飛行,-,-,-,-,-,-,-,-,1497,134.4,103.4,120,20,龍息,岩崩,大地之力,12,13,5,75000,1667018
73.4,974,走鯨,冰,,-,-,-,-,-,-,-,-,1469,112.6,79.8,213,50,細雪,雪崩,泰山壓頂,6,5,3,50000,1914594
72.9,74,小拳石,岩石,電,阿羅拉,-,-,-,-,-,-,-,1462,123.5,123.5,113,50,伏特替換,岩石封鎖,岩崩,4,3,1,10000,1724177
72.9,900,劈斧螳螂,蟲,岩石,-,-,-,-,-,-,-,-,1500,143.6,104.5,104,17.5,連斬,十字剪,岩崩,10,12,5,75000,1560876
72.9,378,雷吉艾斯,冰,,-,-,暗影,-,-,-,-,-,1493,105.8,178.5,111,17,鎖定,暴風雪,打雷*,15,12,20,100000,2094814
72.8,698,冰雪龍,岩石,冰,-,-,-,-,-,-,-,-,1500,114.3,104.2,165,50,細雪,氣象球 冰,十萬伏特,5,7,5,75000,1964777
72.8,321,吼鯨王,水,,-,-,暗影,-,-,-,-,-,1497,118.4,67.4,237,24.5,滾動,衝浪,破壞光線,4,7,1,10000,1891875
72.7,608,燈火幽靈,幽靈,火,-,-,暗影,-,-,-,-,-,1500,132.5,99,129,35,火花,熱風,能量球,5,5,5,75000,1692369
72.7,913,湧躍鴨,水,,-,-,-,-,-,-,-,-,1500,125.4,103.5,138,34,翅膀攻擊,水流噴射,燕返,5,6,3,10000,1792214
72.5,105,嘎啦嘎啦,火,幽靈,阿羅拉,-,暗影,-,-,-,-,-,1496,109.6,148.9,125,31.5,火焰旋渦,暗影之骨*,骨棒,5,4,3,50000,2040576
72.5,78,烈焰馬,火,,-,-,-,-,-,-,-,-,1499,133.7,111.5,112,22.5,燒盡,直衝鑽,瘋狂伏特*,2,3,3,50000,1669979
72.4,467,鴨嘴炎獸,火,,-,-,暗影,-,-,-,-,-,1498,140.8,104.5,108,17.5,空手劈,火焰拳,十萬伏特*,5,7,5,75000,1589375
72.3,140,化石盔,岩石,水,-,-,-,-,-,-,-,-,1499,134.5,129.5,96,49,泥巴射擊,水流噴射,岩石封鎖,5,6,5,75000,1671529
72.2,78,烈焰馬,火,,-,-,暗影,-,-,-,-,-,1499,133.7,111.5,112,22.5,燒盡,直衝鑽,瘋狂伏特*,2,3,3,50000,1669979
