Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
89.3,36,Clefable,fairy,none,-,-,-,-,-,-,-,-,1498,116.6,112.1,147,23,Fairy Wind,Moonblast,Meteor Mash,-,-,1,-,1921642
89.3,226,Mantine,water,flying,-,-,-,-,-,-,-,-,1500,105.5,166.6,121,27,Wing Attack,Twister,Water Pulse,-,-,5,-,2126860
89.3,663,Talonflame,fire,flying,-,-,Shadow,-,-,-,-,-,1500,121.4,112.7,135,25.5,Incinerate*,Flame Charge,Fly,-,-,1,-,1846682
89.2,630,Mandibuzz,dark,flying,-,-,-,-,-,-,-,-,1500,92.1,151.3,175,26.5,Snarl,Foul Play,Shadow Ball,-,-,5,-,2439745
89.1,87,Dewgong,water,ice,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,Ice Shard*,Icy Wind*,Drill Run,-,-,3,-,2192411
89.1,687,Malamar,dark,psychic,-,-,-,-,-,-,-,-,1493,117.2,116.6,139,23.5,Psywave,Superpower,Foul Play,-,-,3,-,1899127
89.1,208,Steelix,steel,ground,-,-,Shadow,-,-,-,-,-,1497,98.4,183.3,126,23.5,Thunder Fang,Psychic Fangs,Crunch,-,-,5,-,2272944
89,737,Charjabug,bug,electric,-,-,-,-,-,-,-,-,1497,114.8,134.8,126,36.5,Volt Switch*,X-Scissor,Discharge,-,-,1,-,1949448
89,452,Drapion,poison,dark,-,-,Shadow,-,-,-,-,-,1500,117.9,136.9,118,22.5,Poison Sting,Crunch,Aqua Tail,-,-,5,-,1903472
89,423,Gastrodon,water,ground,-,-,-,-,-,-,-,-,1495,113.2,103.4,168,24,Mud Slap,Body Slam,Earth Power,-,-,3,-,1966737
89,38,Ninetales,ice,fairy,Alolan,-,-,-,-,-,-,-,1497,114.5,136.1,125,24,Powder Snow,Weather Ball (Ice),Chilling Water*,-,-,3,-,1948701
88.8,38,Ninetales,ice,fairy,Alolan,-,Shadow,-,-,-,-,-,1497,114.5,136.1,125,24,Powder Snow,Weather Ball (Ice),Chilling Water*,-,-,3,-,1948701
88.8,260,Swampert,water,ground,-,-,-,-,-,-,-,-,1499,123,109.2,136,18.5,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,1825538
88.7,681,Aegislash,steel,ghost,-,Shield,-,-,-,-,-,-,1498,82.9,234.6,139,46,Psycho Cut,Shadow Ball,Gyro Ball,-,-,5,-,2701765
88.7,411,Bastiodon,rock,steel,-,-,-,-,-,-,-,-,1496,80.6,247.7,139,46.5,Smack Down,Stone Edge,Flamethrower,-,-,5,-,2775875
88.7,105,Marowak,ground,none,-,-,Shadow,-,-,-,-,-,1496,109.6,148.9,125,31.5,Mud Slap,Bone Club,Rock Slide,-,-,3,-,2040576
88.7,260,Swampert,water,ground,-,-,Shadow,-,-,-,-,-,1499,123,109.2,136,18.5,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,1825538
88.4,379,Registeel,steel,none,-,-,-,-,-,-,-,-,1499,95.7,190.1,129,22.5,Lock On,Flash Cannon,Focus Blast,-,-,20,-,2346311
88.4,618,Stunfisk,ground,steel,Galarian,-,-,-,-,-,-,-,1499,101.5,126.7,172,26,Mud Shot,Rock Slide,Earthquake,-,-,5,-,2211731
88.3,477,Dusknoir,ghost,none,-,-,Shadow,-,-,-,-,-,1500,119.8,174.2,90,23.5,Astonish,Dynamic Punch,Shadow Punch,-,-,3,-,1878255
88.3,635,Hydreigon,dark,dragon,-,-,Shadow,-,-,-,-,-,1500,136.1,104.5,116,15,Dragon Breath,Brutal Swing*,Fly,-,-,5,-,1649711
88.3,618,Stunfisk,ground,electric,-,-,-,-,-,-,-,-,1499,101.5,126.7,172,26,Thunder Shock,Mud Bomb,Discharge,-,-,5,-,2211731
88.2,206,Dunsparce,normal,none,-,-,-,-,-,-,-,-,1499,104.8,111,184,37.5,Rollout,Drill Run,Rock Slide,-,-,3,-,2139359
88.2,687,Malamar,dark,psychic,-,-,Shadow,-,-,-,-,-,1493,117.2,116.6,139,23.5,Psywave,Foul Play,Superpower,-,-,3,-,1899127
88.1,776,Turtonator,fire,dragon,-,-,-,-,-,-,-,-,1499,113.5,153.6,113,25,Incinerate,Brutal Swing,Dragon Claw,-,-,5,-,1971162
88,189,Jumpluff,grass,flying,-,-,Shadow,-,-,-,-,-,1499,96.7,157,153,40.5,Fairy Wind,Energy Ball,Acrobatics*,-,-,3,-,2322994
88,279,Pelipper,water,flying,-,-,-,-,-,-,-,-,1500,123.3,128.7,115,26,Wing Attack,Weather Ball (Water),Hurricane,-,-,3,-,1825336
87.9,809,Melmetal,steel,none,-,-,-,-,-,-,-,-,1500,121,105.2,146,15.5,Thunder Shock,Double Iron Bash*,Dynamic Punch,-,-,20,-,1857750
87.9,877,Morpeko,electric,dark,-,-,-,-,Full Belly,-,-,-,1499,140.5,96.3,118,28.5,Thunder Shock,Aura Wheel,Psychic Fangs,-,-,3,-,1596126
87.9,765,Oranguru,normal,psychic,-,-,-,-,-,-,-,-,1498,110.2,130.1,142,23,Confusion,Brutal Swing,Trailblaze,-,-,3,-,2034972
87.9,119,Seaking,water,none,-,-,-,-,-,-,-,-,1500,121.9,109,138,26,Peck,Drill Run*,Icy Wind*,-,-,3,-,1833820
87.8,977,Dondozo,water,none,-,-,-,-,-,-,-,-,1499,104.6,109.7,187,18.5,Waterfall,Surf,Outrage,-,-,5,-,2146006
87.8,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Large,-,1500,115.9,137.2,122,22,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1940488
87.8,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Super,-,1500,115.1,131.6,129,21,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1953944
87.8,350,Milotic,water,none,-,-,-,-,-,-,-,-,1498,113.2,133.9,131,18.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,1985080
87.8,372,Shelgon,dragon,none,-,-,-,-,-,-,-,-,1498,123.3,119.1,123,27.5,Dragon Breath,Twister,Flamethrower,-,-,5,-,1806077
87.7,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Average,-,1498,115.9,145.1,115,23.5,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1933691
87.7,635,Hydreigon,dark,dragon,-,-,-,-,-,-,-,-,1500,136.1,104.5,116,15,Dragon Breath,Brutal Swing*,Fly,-,-,5,-,1649711
87.6,452,Drapion,poison,dark,-,-,-,-,-,-,-,-,1500,117.9,136.9,118,22.5,Poison Sting,Crunch,Aqua Tail,-,-,5,-,1903472
87.6,372,Shelgon,dragon,none,-,-,Shadow,-,-,-,-,-,1498,123.3,119.1,123,27.5,Dragon Breath,Twister,Flamethrower,-,-,5,-,1806077
87.5,680,Doublade,steel,ghost,-,-,-,-,-,-,-,-,1500,122.9,140,106,22.5,Shadow Claw,Sacred Sword,Gyro Ball,-,-,5,-,1824726
87.5,860,Morgrem,dark,fairy,-,-,-,-,-,-,-,-,1500,124.8,98,147,49.5,Sucker Punch,Foul Play,Play Rough,-,-,5,-,1798764
87.5,503,Samurott,water,none,-,-,-,-,-,-,-,-,1500,128,100.9,136,19.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,1756037
87.4,351,Castform,fire,none,-,-,-,-,-,-,-,Sunny,1500,112.6,121.3,146,39.5,Ember,Weather Ball (Fire),Solar Beam,-,-,5,-,1993800
87.4,558,Crustle,bug,rock,-,-,-,-,-,-,-,-,1499,120.3,134.7,115,22,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,1863686
87.4,477,Dusknoir,ghost,none,-,-,-,-,-,-,-,-,1500,119.8,174.2,90,23.5,Astonish,Dynamic Punch,Shadow Punch,-,-,3,-,1878255
87.4,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Small,-,1499,116.9,153,107,25,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1913042
87.2,918,Spidops,bug,none,-,-,-,-,-,-,-,-,1497,111,138.9,131,37.5,Shadow Claw,Lunge,Rock Tomb,-,-,1,-,2019559
87.1,683,Aromatisse,fairy,none,-,-,-,-,-,-,-,-,1500,115.8,107.3,156,24,Fairy Wind,Psyshock,Moonblast,-,-,3,-,1939437
87,241,Miltank,normal,none,-,-,-,-,-,-,-,-,1500,105.4,134.8,150,24,Rollout,Body Slam,Thunderbolt,-,-,5,-,2130680
87,748,Toxapex,poison,water,-,-,-,-,-,-,-,-,1497,91.9,224.3,118,38,Poison Jab,Brine,Sludge Wave,-,-,3,-,2433080
86.9,703,Carbink,rock,fairy,-,-,-,-,-,-,-,-,1497,84,252.1,126,50,Rock Throw,Rock Slide,Moonblast,-,-,5,-,2669074
86.9,768,Golisopod,bug,water,-,-,-,-,-,-,-,-,1499,124.1,134.7,108,17.5,Fury Cutter,X-Scissor,Aqua Jet,-,-,1,-,1804489
86.9,350,Milotic,water,none,-,-,Shadow,-,-,-,-,-,1498,113.2,133.9,131,18.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,1985080
86.8,558,Crustle,bug,rock,-,-,Shadow,-,-,-,-,-,1499,120.3,134.7,115,22,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,1863686
86.8,272,Ludicolo,water,grass,-,-,-,-,-,-,-,-,1500,116.5,123.7,134,24,Astonish,Weather Ball (Water),Energy Ball,-,-,3,-,1930725
86.8,57,Primeape,fighting,none,-,-,Shadow,-,-,-,-,-,1498,138.7,100.1,116,24,Karate Chop*,Rage Fist*,Ice Punch,-,-,3,-,1611459
86.8,468,Togekiss,fairy,flying,-,-,-,-,-,-,-,-,1498,124.3,125.9,115,16.5,Peck,Psyshock,Aura Sphere*,-,-,3,-,1799029
86.7,207,Gligar,ground,flying,-,-,-,-,-,-,-,-,1498,108.5,145.3,131,31,Wing Attack,Night Slash,Dig,-,-,5,-,2064887
86.6,699,Aurorus,rock,ice,-,-,-,-,-,-,-,-,1500,113.5,106.3,164,20,Powder Snow,Weather Ball (Ice),Meteor Beam,-,-,5,-,1979465
86.6,326,Grumpig,psychic,none,-,-,Shadow,-,-,-,-,-,1497,113.3,131.5,132,23.5,Psywave,Dynamic Punch,Shadow Ball,-,-,1,-,1966510
86.6,457,Lumineon,water,none,-,-,-,-,-,-,-,-,1498,109,137.4,137,32.5,Gust,Aqua Tail,Silver Wind,-,-,3,-,2052476
86.6,186,Politoed,water,none,-,-,Shadow,-,-,-,-,-,1498,114,124.3,139,23,Mud Shot,Weather Ball (Water),Ice Beam*,-,-,3,-,1970072
86.6,700,Sylveon,fairy,none,-,-,-,-,-,-,-,-,1498,117.3,124.7,130,18,Fairy Wind,Psyshock*,Shadow Ball,-,-,5,-,1901632
86.6,733,Toucannon,normal,flying,-,-,-,-,-,-,-,-,1500,137.3,96.8,123,20.5,Peck,Beak Blast*,Drill Peck,-,-,1,-,1634212
86.5,164,Noctowl,normal,flying,-,-,-,-,-,-,-,-,1500,105.3,120.2,168,28,Wing Attack,Shadow Ball,Return<sup>†</sup>,-,-,1,-,2126381
86.4,733,Toucannon,normal,flying,-,-,Shadow,-,-,-,-,-,1500,137.3,96.8,123,20.5,Peck,Beak Blast*,Drill Peck,-,-,1,-,1634212
86.4,365,Walrein,ice,water,-,-,-,-,-,-,-,-,1500,112.5,114.9,154,20.5,Powder Snow*,Icicle Spear*,Earthquake,-,-,3,-,1990879
86.3,207,Gligar,ground,flying,-,-,Shadow,-,-,-,-,-,1498,108.5,145.3,131,31,Wing Attack,Night Slash,Dig,-,-,5,-,2064887
86.3,28,Sandslash,ice,steel,Alolan,-,-,-,-,-,-,-,1499,116,133.3,125,23,Powder Snow,Ice Punch,Drill Run,-,-,3,-,1931513
86.3,828,Thievul,dark,none,-,-,-,-,-,-,-,-,1494,119.9,121.9,127,26,Sucker Punch,Night Slash,Play Rough,-,-,1,-,1856410
86.2,450,Hippowdon,ground,none,-,-,-,-,-,-,-,-,1500,116.2,116.8,142,18,Sand Attack,Weather Ball (Rock),Earth Power,-,-,3,-,1926191
86.2,108,Lickitung,normal,none,-,-,-,-,-,-,-,-,1491,96.6,127.7,186,50,Lick,Body Slam*,Power Whip,-,-,3,-,2295742
86.2,110,Weezing,poison,fairy,Galarian,-,Shadow,-,-,-,-,-,1499,117.7,139.5,116,24.5,Fairy Wind,Sludge,Brutal Swing,-,-,3,-,1904809
86.1,752,Araquanid,water,bug,-,-,-,-,-,-,-,-,1499,97.4,174,136,32,Bug Bite,Water Pulse,Bubble Beam,-,-,3,-,2306355
86.1,658,Greninja,water,dark,-,-,Shadow,-,-,-,-,-,1500,139.6,100.4,115,21,Water Shuriken,Hydro Cannon*,Night Slash,-,-,3,-,1611397
86.1,317,Swalot,poison,none,-,-,-,-,-,-,-,-,1498,103.4,122.7,171,28.5,Mud Shot,Sludge,Ice Beam,-,-,1,-,2169090
86,488,Cresselia,psychic,none,-,-,-,-,-,-,-,-,1497,93.2,160.7,160,20,Psycho Cut,Grass Knot*,Moonblast,-,-,20,-,2396223
86,198,Murkrow,dark,flying,-,-,Shadow,-,-,-,-,-,1499,143.2,81.1,135,41,Peck,Drill Peck,Foul Play,-,-,3,-,1567720
86,895,Regidrago,dragon,none,-,-,-,-,-,-,-,-,1499,121.9,62.7,241,20,Dragon Breath*,Dragon Energy*,Vise Grip,-,-,20,-,1842328
85.9,346,Cradily,rock,grass,-,-,-,-,-,-,-,-,1497,105.2,140.3,144,25.5,Bullet Seed,Rock Tomb,Grass Knot,-,-,3,-,2126277
85.9,706,Goodra,dragon,none,-,-,-,-,-,-,-,-,1499,119.7,134.1,117,16,Dragon Breath,Aqua Tail,Thunder Punch*,-,-,5,-,1878306
85.8,939,Bellibolt,electric,none,-,-,-,-,-,-,-,-,1500,115.1,110.2,154,21,Thunder Shock,Zap Cannon,Parabolic Charge,-,-,1,-,1952887
85.8,264,Linoone,normal,none,-,-,-,-,-,-,-,-,1497,114.1,111.8,154,38.5,Shadow Claw,Swift,Grass Knot,-,-,1,-,1965124
85.8,28,Sandslash,ice,steel,Alolan,-,Shadow,-,-,-,-,-,1499,116,133.3,125,23,Powder Snow,Ice Punch,Drill Run,-,-,3,-,1931513
85.8,208,Steelix,steel,ground,-,-,-,-,-,-,-,-,1497,98.4,183.3,126,23.5,Thunder Fang,Psychic Fangs,Crunch,-,-,5,-,2272944
85.7,784,Kommo-o,dragon,fighting,-,-,-,-,-,-,-,-,1497,123.7,137.8,106,16.5,Dragon Tail,Clanging Scales*,Upper Hand,-,-,5,-,1807554
85.7,417,Pachirisu,electric,none,-,-,-,-,-,-,-,-,1372,91.6,157.1,142,50,Volt Switch,Hyper Fang,Thunder Punch,-,-,5,-,2043738
85.7,442,Spiritomb,ghost,dark,-,-,-,-,-,-,-,-,1498,120.8,147.9,104,27,Sucker Punch,Rock Tomb,Shadow Ball,-,-,5,-,1857210
85.7,634,Zweilous,dark,dragon,-,-,-,-,-,-,-,-,1498,120.5,110.2,140,30.5,Dragon Breath,Body Slam,Dark Pulse,-,-,5,-,1859224
85.6,752,Araquanid,water,bug,-,-,Shadow,-,-,-,-,-,1499,97.4,174,136,32,Bug Bite,Bubble Beam,Water Pulse,-,-,3,-,2306355
85.6,487,Giratina,ghost,dragon,-,Altered,Shadow,-,-,-,-,-,1487,105.3,125,159,16,Dragon Breath,Dragon Claw,Shadow Sneak,-,-,20,-,2092849
85.6,171,Lanturn,water,electric,-,-,-,-,-,-,-,-,1500,104.8,105.5,194,27,Water Gun,Surf,Thunderbolt,-,-,3,-,2145463
85.6,211,Qwilfish,water,poison,-,-,Shadow,-,-,-,-,-,1497,131.2,105.5,123,27,Poison Sting,Aqua Tail,Shadow Ball,-,-,3,-,1702587
85.5,979,Annihilape,fighting,ghost,-,-,-,-,-,-,-,-,1499,123.4,105.2,140,17,Low Kick,Rage Fist*,Ice Punch,-,-,3,-,1817129
85.5,166,Ledian,bug,flying,-,-,-,-,-,-,-,-,1496,101.4,162.5,134,49.5,Rollout,Dynamic Punch,Acrobatics,-,-,1,-,2207885
85.5,105,Marowak,ground,none,-,-,-,-,-,-,-,-,1496,109.6,148.9,125,31.5,Mud Slap,Bone Club,Rock Slide,-,-,3,-,2040576
85.5,634,Zweilous,dark,dragon,-,-,Shadow,-,-,-,-,-,1498,120.5,110.2,140,30.5,Dragon Breath,Body Slam,Dark Pulse,-,-,5,-,1859224
85.4,660,Diggersby,normal,ground,-,-,Shadow,-,-,-,-,-,1499,95.7,140.3,174,47,Mud Shot,Scorching Sands,Fire Punch,-,-,1,-,2337114
85.4,691,Dragalge,poison,dragon,-,-,-,-,-,-,-,-,1500,117.9,143.1,113,23.5,Acid,Aqua Tail,Outrage,-,-,3,-,1906032
85.4,982,Dudunsparce,normal,none,-,-,-,-,-,-,-,-,1500,116.1,98.6,169,20.5,Rollout,Body Slam,Drill Run,-,-,3,-,1934787
85.4,783,Hakamo-o,dragon,fighting,-,-,-,-,-,-,-,-,1498,115.5,135.6,124,36.5,Dragon Tail,Brick Break,Rock Tomb,-,-,5,-,1942416
85.4,707,Klefki,steel,fairy,-,-,-,-,-,-,-,-,1497,118,137.4,117,29,Astonish,Foul Play,Play Rough,-,-,3,-,1896718
85.4,365,Walrein,ice,water,-,-,Shadow,-,-,-,-,-,1500,112.5,114.9,154,20.5,Powder Snow*,Icicle Spear*,Earthquake,-,-,3,-,1990879
85.3,18,Pidgeot,normal,flying,-,-,-,-,-,-,-,-,1499,116.9,115.5,142,26.5,Gust*,Air Cutter*,Brave Bird,-,-,1,-,1917898
85.1,832,Dubwool,normal,none,-,-,-,-,-,-,-,-,1497,110.6,143,128,25.5,Double Kick,Body Slam,Payback,-,-,3,-,2025159
85.1,375,Metang,steel,psychic,-,-,Shadow,-,-,-,-,-,1498,109,145.8,129,36,Fury Cutter,Psyshock,Gyro Ball,-,-,5,-,2049614
85.1,503,Samurott,water,none,-,-,Shadow,-,-,-,-,-,1500,128,100.9,136,19.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,1756037
85,460,Abomasnow,grass,ice,-,-,Shadow,-,-,-,-,-,1495,117.9,112,143,23.5,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,1888173
85,186,Politoed,water,none,-,-,-,-,-,-,-,-,1498,114,124.3,139,23,Mud Shot,Weather Ball (Water),Ice Beam*,-,-,3,-,1970072
84.9,460,Abomasnow,grass,ice,-,-,-,-,-,-,-,-,1495,117.9,112,143,23.5,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,1888173
84.9,979,Annihilape,fighting,ghost,-,-,Shadow,-,-,-,-,-,1499,123.4,105.2,140,17,Counter,Rage Fist*,Ice Punch,-,-,3,-,1817129
84.9,737,Charjabug,bug,electric,-,-,Shadow,-,-,-,-,-,1497,114.8,134.8,126,36.5,Volt Switch*,X-Scissor,Discharge,-,-,1,-,1949448
