Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
94.1,36,Clefable,fairy,none,-,-,-,-,-,-,-,-,2500,150.7,144,191,47.5,Fairy Wind,Meteor Mash,Moonblast,-,-,1,-,4144850
94,365,Walrein,ice,water,-,-,-,-,-,-,-,-,2500,145.4,147.8,200,38.5,Powder Snow*,Icicle Spear*,Earthquake,-,-,3,-,4297195
93.9,977,Dondozo,water,none,-,-,-,-,-,-,-,-,2495,133.9,142.8,243,32,Waterfall,Surf,Outrage,-,-,5,-,4646009
93.8,488,Cresselia,psychic,none,-,-,-,-,-,-,-,-,2499,120.2,207.2,208,36.5,Psycho Cut,Grass Knot*,Moonblast,-,-,20,-,5179131
93.8,131,Lapras,water,ice,-,-,Shadow,-,-,-,-,-,2495,134,149.8,231,40.5,Psywave,Sparkling Aria,Ice Beam*,-,-,5,-,4637587
93.7,346,Cradily,rock,grass,-,-,-,-,-,-,-,-,2499,140.3,175.6,180,50,Acid,Rock Tomb,Grass Knot,-,-,3,-,4436127
93.7,230,Kingdra,water,dragon,-,-,-,-,-,-,-,-,2499,157,165.7,153,40.5,Dragon Breath,Surf,Swift,-,-,3,-,3979555
93.4,979,Annihilape,fighting,ghost,-,-,Shadow,-,-,-,-,-,2497,159,135.7,181,28,Low Kick,Rage Fist*,Close Combat,-,-,3,-,3907139
93.4,687,Malamar,dark,psychic,-,-,Shadow,-,-,-,-,-,2500,152.1,149.6,180,50,Psywave,Foul Play,Superpower,-,-,3,-,4094867
93.4,365,Walrein,ice,water,-,-,Shadow,-,-,-,-,-,2500,145.4,147.8,200,38.5,Powder Snow*,Icicle Spear*,Earthquake,-,-,3,-,4297195
93.3,395,Empoleon,water,steel,-,-,Shadow,-,-,-,-,-,2500,161.9,150.7,158,33,Metal Sound,Hydro Cannon*,Drill Peck,-,-,3,-,3856139
93.3,487,Giratina,ghost,dragon,-,Altered,Shadow,-,-,-,-,-,2499,137.4,163.1,202,27,Dragon Breath,Dragon Claw,Shadow Sneak,-,-,20,-,4528800
93.2,326,Grumpig,psychic,none,-,-,Shadow,-,-,-,-,-,2498,147,168.7,171,49,Psywave,Dynamic Punch,Shadow Ball,-,-,1,-,4241751
93,463,Lickilicky,normal,none,-,-,-,-,-,-,-,-,2499,136.2,160.1,210,47,Rollout,Body Slam*,Shadow Ball,-,-,3,-,4578557
92.9,395,Empoleon,water,steel,-,-,-,-,-,-,-,-,2500,161.9,150.7,158,33,Metal Sound,Hydro Cannon*,Drill Peck,-,-,3,-,3856139
92.8,979,Annihilape,fighting,ghost,-,-,-,-,-,-,-,-,2497,159,135.7,181,28,Low Kick,Rage Fist*,Close Combat,-,-,3,-,3907139
92.8,205,Forretress,bug,steel,-,-,-,-,-,-,-,-,2500,144.9,182.4,163,48.5,Volt Switch,Rock Tomb,Sand Tomb,-,-,5,-,4307907
92.5,230,Kingdra,water,dragon,-,-,Shadow,-,-,-,-,-,2499,157,165.7,153,40.5,Dragon Breath,Surf,Swift,-,-,3,-,3979555
92.5,687,Malamar,dark,psychic,-,-,-,-,-,-,-,-,2500,152.1,149.6,180,50,Psywave,Foul Play,Superpower,-,-,3,-,4094867
92.4,9,Blastoise,water,none,-,-,-,-,-,-,-,-,2498,143.9,181.6,166,45.5,Rollout,Hydro Cannon*,Skull Bash,-,-,3,-,4337825
92.4,680,Doublade,steel,ghost,-,-,-,-,-,-,-,-,2497,158,181.8,137,46.5,Shadow Claw,Sacred Sword,Gyro Ball,-,-,5,-,3935561
92.4,468,Togekiss,fairy,flying,-,-,-,-,-,-,-,-,2498,161.1,161.1,149,27.5,Peck,Psyshock,Aura Sphere*,-,-,3,-,3868222
92.3,683,Aromatisse,fairy,none,-,-,-,-,-,-,-,-,2499,152.7,135.3,198,47,Fairy Wind,Psyshock,Moonblast,-,-,3,-,4091706
92.2,765,Oranguru,normal,psychic,-,-,-,-,-,-,-,-,2499,142,170,182,47,Confusion,Brutal Swing,Trailblaze,-,-,3,-,4392287
92.1,38,Ninetales,ice,fairy,Alolan,-,-,-,-,-,-,-,2499,151.5,172.2,158,47.5,Powder Snow,Weather Ball (Ice),Chilling Water*,-,-,3,-,4121225
91.9,160,Feraligatr,water,none,-,-,Shadow,-,-,-,-,-,2496,159.2,154.6,159,35,Shadow Claw,Hydro Cannon*,Ice Beam,-,-,3,-,3912480
91.9,110,Weezing,poison,fairy,Galarian,-,Shadow,-,-,-,-,-,2500,155.4,176.2,147,49,Fairy Wind,Brutal Swing,Sludge,-,-,3,-,4025295
91.7,110,Weezing,poison,fairy,Galarian,-,-,-,-,-,-,-,2500,155.4,176.2,147,49,Fairy Wind,Brutal Swing,Sludge,-,-,3,-,4025295
91.6,558,Crustle,bug,rock,-,-,-,-,-,-,-,-,2499,155.1,172.9,150,43.5,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,4021778
91.6,350,Milotic,water,none,-,-,-,-,-,-,-,-,2495,145.2,172.6,171,31.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,4285417
91.6,379,Registeel,steel,none,-,-,Shadow,-,-,-,-,-,2488,124.2,240.3,167,46.5,Lock On,Flash Cannon,Zap Cannon*,-,-,20,-,4985042
91.6,776,Turtonator,fire,dragon,-,-,-,-,-,-,-,-,2499,150.4,193.3,142,50,Incinerate,Brutal Swing,Dragon Claw,-,-,5,-,4127984
91.5,799,Guzzlord,dark,dragon,-,-,-,-,-,-,-,-,2494,145.1,86.1,343,34,Dragon Tail,Brutal Swing,Dragon Claw,-,-,20,-,4287285
91.4,452,Drapion,poison,dark,-,-,-,-,-,-,-,-,2494,150.9,178,153,46,Poison Sting,Crunch,Aqua Tail,-,-,5,-,4110687
91.4,635,Hydreigon,dark,dragon,-,-,Shadow,-,-,-,-,-,2498,175,135.6,150,25,Dragon Breath,Brutal Swing*,Fly,-,-,5,-,3559227
91.4,700,Sylveon,fairy,none,-,-,-,-,-,-,-,-,2498,152.2,159.5,169,30,Fairy Wind,Moonblast,Shadow Ball,-,-,5,-,4102727
91.3,699,Aurorus,rock,ice,-,-,-,-,-,-,-,-,2497,145.8,136.6,214,36,Powder Snow,Weather Ball (Ice),Meteor Beam,-,-,5,-,4262140
91.3,691,Dragalge,poison,dragon,-,-,-,-,-,-,-,-,2496,151.2,185.4,147,49,Dragon Tail,Aqua Tail,Outrage,-,-,3,-,4121297
91.2,38,Ninetales,ice,fairy,Alolan,-,Shadow,-,-,-,-,-,2499,151.5,172.2,158,47.5,Powder Snow,Weather Ball (Ice),Chilling Water*,-,-,3,-,4121225
91.2,73,Tentacruel,water,poison,-,-,-,-,-,-,-,-,2499,141.2,185.2,169,48,Acid,Scald,Payback,-,-,3,-,4416829
91,706,Goodra,dragon,none,-,-,-,-,-,-,-,-,2493,153.3,175.1,151,26,Dragon Breath,Aqua Tail,Power Whip,-,-,5,-,4051325
90.9,687,Malamar,dark,psychic,-,-,-,Mega,-,-,-,-,2495,153.8,172,153,29.5,Psywave,Foul Play,Superpower,-,-,3,-,4047073
90.8,488,Cresselia,psychic,none,-,-,Shadow,-,-,-,-,-,2491,121.9,201.7,207,33.5,Psycho Cut,Grass Knot*,Moonblast,-,-,20,-,5092108
90.7,380,Latias,dragon,psychic,-,-,-,-,-,-,-,-,2495,160.2,178.1,136,26.5,Dragon Breath,Mist Ball*,Aura Sphere,-,-,20,-,3881268
90.7,119,Seaking,water,none,-,-,-,-,-,-,-,-,2444,159.7,136.1,172,50,Peck,Drill Run*,Icy Wind*,-,-,3,-,3738228
90.6,638,Cobalion,steel,fighting,-,-,-,-,-,-,-,-,2496,146.1,180,162,31,Double Kick,Sacred Sword*,Stone Edge,-,-,20,-,4260018
90.6,784,Kommo-o,dragon,fighting,-,-,-,-,-,-,-,-,2496,159.8,178.1,137,28,Dragon Tail,Clanging Scales*,Upper Hand,-,-,5,-,3898756
90.6,809,Melmetal,steel,none,-,-,-,-,-,-,-,-,2498,155.2,138.3,187,25.5,Thunder Shock,Double Iron Bash*,Dynamic Punch,-,-,20,-,4012293
90.6,241,Miltank,normal,none,-,-,-,-,-,-,-,-,2495,136.1,173.1,194,50,Rollout,Body Slam,Ice Beam,-,-,5,-,4571437
90.6,38,Ninetales,fire,none,-,-,-,-,-,-,-,-,2498,151.2,171.2,159,49,Ember*,Weather Ball (Fire),Energy Ball*,-,-,3,-,4116371
90.6,733,Toucannon,normal,flying,-,-,Shadow,-,-,-,-,-,2499,177.3,124.8,159,39,Peck,Beak Blast*,Drill Peck,-,-,1,-,3517550
90.5,768,Golisopod,bug,water,-,-,-,-,-,-,-,-,2497,160.4,171.9,141,29,Fury Cutter,X-Scissor,Aqua Jet,-,-,1,-,3889212
90.5,350,Milotic,water,none,-,-,Shadow,-,-,-,-,-,2495,145.2,172.6,171,31.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,4285417
90.5,503,Samurott,water,none,-,-,-,-,-,-,-,-,2498,165.1,130.7,175,35.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,3777696
90.4,160,Feraligatr,water,none,-,-,-,-,-,-,-,-,2496,159.2,154.6,159,35,Shadow Claw,Hydro Cannon*,Ice Beam,-,-,3,-,3912480
90.4,243,Raikou,electric,none,-,-,-,-,-,-,-,-,2488,169.2,143,151,26.5,Thunder Shock,Wild Charge,Aura Sphere,-,-,20,-,3653881
90.4,73,Tentacruel,water,poison,-,-,Shadow,-,-,-,-,-,2499,141.2,185.2,169,48,Acid,Scald,Payback,-,-,3,-,4416829
90.3,144,Articuno,ice,flying,-,-,-,-,-,-,-,-,2495,144.6,185.2,160,31,Powder Snow,Icy Wind,Hurricane*,-,-,20,-,4284411
90.2,733,Toucannon,normal,flying,-,-,-,-,-,-,-,-,2499,177.3,124.8,159,39,Peck,Beak Blast*,Drill Peck,-,-,1,-,3517550
90,699,Aurorus,rock,ice,-,-,Shadow,-,-,-,-,-,2497,145.8,136.6,214,36,Powder Snow,Weather Ball (Ice),Meteor Beam,-,-,5,-,4262140
90,646,Kyurem,dragon,ice,-,-,-,-,-,-,-,-,2500,171,121.2,176,26,Dragon Breath,Glaciate*,Dragon Claw,-,-,20,-,3648471
89.9,346,Cradily,rock,grass,-,-,Shadow,-,-,-,-,-,2499,140.3,175.6,180,50,Acid,Rock Tomb,Grass Knot,-,-,3,-,4436127
89.8,130,Gyarados,water,flying,-,-,-,-,-,-,-,-,2500,168,138.1,160,27,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,3712677
89.8,730,Primarina,water,fairy,-,-,-,-,-,-,-,-,2495,169,149.1,146,28.5,Waterfall,Disarming Voice,Hydro Cannon*,-,-,3,-,3678176
89.8,243,Raikou,electric,none,-,-,Shadow,-,-,-,-,-,2487,171.2,138.9,151,26.5,Thunder Shock,Wild Charge,Aura Sphere,-,-,20,-,3591755
89.8,260,Swampert,water,ground,-,-,-,-,-,-,-,-,2499,157.7,141.3,177,32,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,3944235
89.6,450,Hippowdon,ground,none,-,-,-,-,-,-,-,-,2500,150,150.7,184,30,Sand Attack,Weather Ball (Rock),Earth Power,-,-,3,-,4160112
89.6,38,Ninetales,fire,none,-,-,Shadow,-,-,-,-,-,2498,151.2,171.2,159,49,Ember*,Weather Ball (Fire),Energy Ball*,-,-,3,-,4116371
89.6,503,Samurott,water,none,-,-,Shadow,-,-,-,-,-,2498,165.1,130.7,175,35.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,3777696
89.6,208,Steelix,steel,ground,-,-,-,-,-,-,-,-,2495,126.6,238.2,163,48.5,Thunder Fang,Psychic Fangs,Earthquake,-,-,5,-,4914537
89.6,618,Stunfisk,ground,electric,-,-,-,-,-,-,-,-,2445,133.6,156.3,214,50,Thunder Shock,Mud Bomb,Discharge,-,-,5,-,4468817
89.5,558,Crustle,bug,rock,-,-,Shadow,-,-,-,-,-,2499,155.1,172.9,150,43.5,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,4021778
89.4,450,Hippowdon,ground,none,-,-,Shadow,-,-,-,-,-,2500,150,150.7,184,30,Sand Attack,Weather Ball (Rock),Earth Power,-,-,3,-,4160112
89.3,460,Abomasnow,grass,ice,-,-,Shadow,-,-,-,-,-,2495,152.9,145.4,183,50,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,4068528
89.3,452,Drapion,poison,dark,-,-,Shadow,-,-,-,-,-,2494,150.9,178,153,46,Poison Sting,Aqua Tail,Crunch,-,-,5,-,4110687
89.3,867,Runerigus,ground,ghost,-,-,-,-,-,-,-,-,2497,146.6,208.6,139,49.5,Shadow Claw,Rock Tomb,Shadow Ball,-,-,3,-,4251447
89.3,537,Seismitoad,water,ground,-,-,-,-,-,-,-,-,2498,154.1,132.5,198,42.5,Mud Shot,Earth Power,Icy Wind,-,-,3,-,4042679
89.2,9,Blastoise,water,none,-,-,Shadow,-,-,-,-,-,2498,143.9,181.6,166,45.5,Rollout,Hydro Cannon*,Ice Beam,-,-,3,-,4337825
89.2,968,Orthworm,steel,none,-,-,-,-,-,-,-,-,2496,144.1,194.9,154,48.5,Mud Slap,Rock Tomb,Earthquake,-,-,5,-,4323824
89.2,208,Steelix,steel,ground,-,-,Shadow,-,-,-,-,-,2495,126.6,238.2,163,48.5,Thunder Fang,Psychic Fangs,Crunch,-,-,5,-,4914537
89.1,385,Jirachi,steel,psychic,-,-,-,-,-,-,-,-,2493,155.5,154.8,166,27.5,Confusion,Doom Desire,Aura Sphere,-,-,20,-,3996896
89,982,Dudunsparce,normal,none,-,-,-,-,-,-,-,-,2499,149.6,128.5,217,38,Rollout,Body Slam,Drill Run,-,-,3,-,4171045
89,57,Primeape,fighting,none,-,-,-,-,-,-,-,-,2499,182.4,127.4,147,48.5,Karate Chop*,Rage Fist*,Close Combat,-,-,3,-,3416160
88.9,205,Forretress,bug,steel,-,-,Shadow,-,-,-,-,-,2500,144.9,182.4,163,48.5,Volt Switch,Rock Tomb,Sand Tomb,-,-,5,-,4307907
88.9,377,Regirock,rock,none,-,-,-,-,-,-,-,-,2488,133.9,234.9,147,30,Lock On,Stone Edge,Focus Blast,-,-,20,-,4623167
88.9,618,Stunfisk,ground,steel,Galarian,-,-,-,-,-,-,-,2445,133.6,156.3,214,50,Mud Shot,Rock Slide,Earthquake,-,-,5,-,4468817
88.8,249,Lugia,psychic,flying,-,-,-,-,-,-,-,-,2495,132.3,215.7,164,25,Dragon Tail,Aeroblast*,Fly,-,-,20,-,4679276
88.8,28,Sandslash,ice,steel,Alolan,-,-,-,-,-,-,-,2498,149.8,171.4,162,47.5,Powder Snow,Ice Punch,Drill Run,-,-,3,-,4159285
88.7,861,Grimmsnarl,dark,fairy,-,-,-,-,-,-,-,-,2498,175.3,116.4,174,34,Sucker Punch,Foul Play,Play Rough,-,-,5,-,3550096
88.7,380,Latias,dragon,psychic,-,-,Shadow,-,-,-,-,-,2499,163.5,171.7,136,26,Dragon Breath,Mist Ball*,Aura Sphere,-,-,20,-,3816412
88.7,788,Tapu Fini,water,fairy,-,-,-,-,-,-,-,-,2498,147.7,201.8,141,35,Water Gun,Surf,Nature's Madness*,-,-,20,-,4204161
88.6,144,Articuno,ice,flying,-,-,Shadow,-,-,-,-,-,2488,146.2,180,160,30.5,Powder Snow,Icy Wind,Hurricane*,-,-,20,-,4211218
88.6,563,Cofagrigus,ghost,none,-,-,-,-,-,-,-,-,2497,146.6,208.6,139,49.5,Shadow Claw,Shadow Ball,Dark Pulse,-,-,3,-,4251447
88.6,130,Gyarados,water,flying,-,-,Shadow,-,-,-,-,-,2500,168,138.1,160,27,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,3712677
88.6,630,Mandibuzz,dark,flying,-,-,-,-,-,-,-,-,2417,121,184.9,215,50,Snarl,Foul Play,Shadow Ball,-,-,5,-,4809416
88.6,28,Sandslash,ice,steel,Alolan,-,Shadow,-,-,-,-,-,2498,149.8,171.4,162,47.5,Powder Snow,Ice Punch,Drill Run,-,-,3,-,4159285
88.5,911,Skeledirge,fire,ghost,-,-,-,-,-,-,-,-,2500,156.5,141.8,180,30.5,Incinerate,Torch Song,Shadow Ball,-,-,3,-,3994643
88.4,423,Gastrodon,water,ground,-,-,-,-,-,-,-,-,2499,149.8,130.8,212,47.5,Mud Slap,Body Slam,Earth Power,-,-,3,-,4154572
88.4,31,Nidoqueen,poison,ground,-,-,-,-,-,-,-,-,2500,150.5,152.1,181,45.5,Mud Slap,Poison Fang,Earth Power,-,-,3,-,4142930
88.3,820,Greedent,normal,none,-,-,-,-,-,-,-,-,2496,137.4,143.3,230,49.5,Mud Shot,Body Slam,Trailblaze,-,-,1,-,4527437
88.3,226,Mantine,water,flying,-,-,-,-,-,-,-,-,2383,137,202.5,149,50,Wing Attack,Twister,Water Pulse,-,-,5,-,4132945
88.2,437,Bronzong,steel,psychic,-,-,-,-,-,-,-,-,2499,147.1,189.9,152,50,Confusion,Weather Ball (Water),Payback,-,-,3,-,4244816
88.2,916,Oinkologne,normal,none,-,-,-,-,-,Female,-,-,2500,141.9,144.3,215,45,Mud Slap*,Body Slam,Trailblaze,-,-,1,-,4401451
88.1,57,Primeape,fighting,none,-,-,Shadow,-,-,-,-,-,2499,182.4,127.4,147,48.5,Karate Chop*,Rage Fist*,Ice Punch,-,-,3,-,3416160
88,460,Abomasnow,grass,ice,-,-,-,-,-,-,-,-,2495,152.9,145.4,183,50,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,4068528
88,442,Spiritomb,ghost,dark,-,-,-,-,-,-,-,-,2343,154.6,179.8,127,50,Sucker Punch,Shadow Ball,Rock Tomb,-,-,5,-,3531052
87.9,839,Coalossal,rock,fire,-,-,-,-,-,-,-,-,2496,127.3,178.5,215,49.5,Fire Spin,Rock Slide,Flame Charge,-,-,3,-,4885919
87.9,145,Zapdos,electric,flying,-,-,-,-,-,-,-,-,2496,176.1,134.2,149,25.5,Thunder Shock*,Drill Peck,Thunderbolt,-,-,20,-,3521675
87.8,181,Ampharos,electric,none,-,-,-,-,-,-,-,-,2499,163.7,137.8,169,35,Volt Switch,Brutal Swing,Trailblaze,-,-,5,-,3814313
87.8,272,Ludicolo,water,grass,-,-,-,-,-,-,-,-,2496,153.1,158.1,168,47.5,Astonish,Weather Ball (Water),Energy Ball,-,-,3,-,4067890
87.7,962,Bombirdier,flying,dark,-,-,-,-,-,-,-,-,2497,164.7,150.8,152,45,Sucker Punch,Fly,Rock Tomb,-,-,5,-,3775735
87.7,68,Machamp,fighting,none,-,-,Shadow,-,-,-,-,-,2498,174.1,127.3,161,30,Karate Chop*,Cross Chop,Rock Slide,-,-,3,-,3569589
87.7,709,Trevenant,ghost,grass,-,-,Shadow,-,-,-,-,-,2500,165.6,135.7,168,43.5,Shadow Claw,Shadow Ball,Seed Bomb,-,-,5,-,3775585
87.7,197,Umbreon,dark,none,-,-,-,-,-,-,-,-,2416,118.5,214.3,194,50,Snarl,Foul Play,Last Resort*,-,-,5,-,4925267
87.6,380,Latias,dragon,psychic,-,-,-,Mega,-,-,-,-,2492,171.8,179.9,117,19,Dragon Breath,Aura Sphere,Mist Ball*,-,-,20,-,3616000
87.6,260,Swampert,water,ground,-,-,Shadow,-,-,-,-,-,2499,157.7,141.3,177,32,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,3944235
87.5,487,Giratina,ghost,dragon,-,Origin,-,-,-,-,-,-,2500,154.3,134.3,195,25,Shadow Claw,Shadow Ball,Dragon Pulse,-,-,20,-,4039334
87.5,338,Solrock,rock,psychic,-,-,-,-,-,-,-,-,2497,157.3,139.1,181,47.5,Psywave,Weather Ball (Fire),Rock Slide,-,-,3,-,3959098
87.5,145,Zapdos,electric,flying,-,-,Shadow,-,-,-,-,-,2480,177.4,132.9,147,25.5,Thunder Shock*,Drill Peck,Thunderbolt,-,-,20,-,3465841
87.3,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Super,-,2495,147.5,170.5,168,40.5,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4222720
87.2,257,Blaziken,fire,fighting,-,-,Shadow,-,-,-,-,-,2495,185.1,117.9,154,34,Ember,Aura Sphere,Blast Burn*,-,-,3,-,3361194
87.2,975,Cetitan,ice,none,-,-,-,-,-,-,-,-,2494,153.8,100.1,262,29.5,Powder Snow,Icicle Spear,Superpower,-,-,3,-,4035354
87.2,472,Gliscor,ground,flying,-,-,-,-,-,-,-,-,2500,148.8,186.6,151,39.5,Wing Attack,Acrobatics,Night Slash,-,-,5,-,4194296
87.2,709,Trevenant,ghost,grass,-,-,-,-,-,-,-,-,2500,165.6,135.7,168,43.5,Shadow Claw,Shadow Ball,Seed Bomb,-,-,5,-,3775585
87.1,685,Slurpuff,fairy,none,-,-,-,-,-,-,-,-,2486,153.8,149.6,174,50,Fairy Wind,Energy Ball,Flamethrower,-,-,3,-,4002111
87,635,Hydreigon,dark,dragon,-,-,-,-,-,-,-,-,2498,175,135.6,150,25,Dragon Breath,Brutal Swing*,Dragon Pulse,-,-,5,-,3559227
87,807,Zeraora,electric,none,-,-,-,-,-,-,-,-,2494,180.9,129.3,147,26.5,Volt Switch,Plasma Fists,Wild Charge,-,-,20,-,3437240
86.9,181,Ampharos,electric,none,-,-,Shadow,-,-,-,-,-,2499,163.7,137.8,169,35,Volt Switch,Brutal Swing,Trailblaze,-,-,5,-,3814313
86.9,337,Lunatone,rock,psychic,-,-,-,-,-,-,-,-,2497,157.3,139.1,181,47.5,Psywave,Weather Ball (Ice),Rock Slide,-,-,3,-,3959098
86.9,186,Politoed,water,none,-,-,-,-,-,-,-,-,2499,146.8,159.1,182,46,Mud Shot,Weather Ball (Water),Earthquake*,-,-,3,-,4252767
86.8,475,Gallade,psychic,fighting,-,-,Shadow,-,-,-,-,-,2498,175.6,151.6,133,29.5,Psycho Cut,Close Combat,Leaf Blade,-,-,5,-,3541430
86.8,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Average,-,2496,149.5,189.6,147,49,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4167554
86.8,186,Politoed,water,none,-,-,Shadow,-,-,-,-,-,2499,146.8,159.1,182,46,Mud Shot,Weather Ball (Water),Earthquake*,-,-,3,-,4252767
86.8,663,Talonflame,fire,flying,-,-,-,-,-,-,-,-,2493,160.5,142.9,168,50,Incinerate*,Fly,Brave Bird,-,-,1,-,3851770
86.7,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Large,-,2494,148.3,179.1,158,44,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4195581
86.7,78,Rapidash,fire,none,-,-,-,-,-,-,-,-,2498,173.1,143.6,145,46,Incinerate,Wild Charge*,Drill Run,-,-,3,-,3602748
86.6,426,Drifblim,ghost,flying,-,-,-,-,-,-,-,-,2496,153.2,97.4,272,48.5,Hex,Icy Wind,Shadow Ball,-,-,5,-,4061233
86.5,334,Altaria,dragon,fairy,-,-,-,Mega,-,-,-,-,2499,163.3,166.2,141,29,Dragon Breath,Moonblast*,Dazzling Gleam,-,-,1,-,3826456
86.5,378,Regice,ice,none,-,-,-,-,-,-,-,-,2488,133.9,234.9,147,30,Lock On,Thunder*,Blizzard,-,-,20,-,4623167
86.5,640,Virizion,grass,fighting,-,-,-,-,-,-,-,-,2496,146.1,180,162,31,Double Kick,Leaf Blade,Sacred Sword*,-,-,20,-,4260018
86.4,85,Dodrio,normal,flying,-,-,-,-,-,-,-,-,2499,184.9,129.1,141,48.5,Peck,Drill Peck,Brave Bird,-,-,3,-,3365031
86.4,31,Nidoqueen,poison,ground,-,-,Shadow,-,-,-,-,-,2500,150.5,152.1,181,45.5,Mud Slap,Poison Fang,Earth Power,-,-,3,-,4142930
86.4,480,Uxie,psychic,none,-,-,-,-,-,-,-,-,2500,131.6,229.6,157,46.5,Confusion,Swift,Future Sight,-,-,20,-,4744783
86.3,279,Pelipper,water,flying,-,-,-,-,-,-,-,-,2404,159.7,158.8,142,50,Wing Attack,Weather Ball (Water),Hurricane,-,-,3,-,3600580
86.2,462,Magnezone,electric,steel,-,-,-,-,-,-,-,-,2500,173.3,156.9,132,28.5,Volt Switch,Wild Charge,Mirror Shot,-,-,3,-,3589120
86.2,454,Toxicroak,poison,fighting,-,-,Shadow,-,-,-,-,-,2498,174.8,120.3,169,44.5,Poison Sting,Dynamic Punch,Shadow Ball,-,-,3,-,3552699
86.1,973,Flamigo,flying,fighting,-,-,-,-,-,-,-,-,2499,178.6,122.9,159,37,Wing Attack,Upper Hand,Brave Bird,-,-,3,-,3491200
86.1,623,Golurk,ground,ghost,-,-,Shadow,-,-,-,-,-,2500,172.1,127.2,166,35,Astonish,Shadow Punch,Dynamic Punch,-,-,5,-,3633671
86.1,303,Mawile,steel,fairy,-,-,-,Mega,-,-,-,-,2498,160.2,192.6,126,48,Fairy Wind,Return<sup>†</sup>,Iron Head,-,-,5,-,3889429
86.1,716,Xerneas,fairy,none,-,-,-,-,-,-,-,-,2496,167.9,131.6,167,24.5,Geomancy*,Close Combat,Moonblast,-,-,20,-,3690577
86,426,Drifblim,ghost,flying,-,-,Shadow,-,-,-,-,-,2496,153.2,97.4,272,48.5,Hex,Shadow Ball,Icy Wind,-,-,5,-,4061233
86,675,Pangoro,fighting,dark,-,-,-,-,-,-,-,-,2493,172.4,120.7,173,33,Karate Chop,Close Combat,Night Slash,-,-,3,-,3601186
