Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
89.4,148,Dragonair,dragon,none,-,-,-,-,-,-,-,-,1499,125.2,112.5,127,33,Dragon Breath,Aqua Tail,Dragon Pulse,-,-,5,-,1788369
89.3,706,Goodra,dragon,none,-,-,-,-,-,-,-,-,1499,119.7,134.1,117,16,Dragon Breath,Aqua Tail,Thunder Punch*,-,-,5,-,1878306
89.3,600,Klang,steel,none,-,-,-,-,-,-,-,-,1498,114.1,137.8,125,31.5,Metal Sound,Vise Grip,Thunderbolt,-,-,5,-,1964847
89.2,635,Hydreigon,dark,dragon,-,-,-,-,-,-,-,-,1500,136.1,104.5,116,15,Dragon Breath,Brutal Swing*,Fly,-,-,5,-,1649711
89,457,Lumineon,water,none,-,-,-,-,-,-,-,-,1498,109,137.4,137,32.5,Gust,Aqua Tail,Silver Wind,-,-,3,-,2052476
88.6,863,Perrserker,steel,none,-,-,-,-,-,-,-,-,1500,128.8,113.4,119,23,Shadow Claw,Close Combat,Trailblaze,-,-,3,-,1737649
88.4,624,Pawniard,dark,steel,-,-,-,-,-,-,-,-,1497,132,107.8,119,49,Fury Cutter,Night Slash,X-Scissor,-,-,5,-,1692305
87.9,768,Golisopod,bug,water,-,-,-,-,-,-,-,-,1499,124.1,134.7,108,17.5,Fury Cutter,X-Scissor,Aqua Jet,-,-,1,-,1804489
87.8,799,Guzzlord,dark,dragon,-,-,-,-,-,-,-,-,1499,113.3,66.1,265,19.5,Dragon Tail,Brutal Swing,Sludge Bomb,-,-,20,-,1982915
87.5,212,Scizor,bug,steel,-,-,-,-,-,-,-,-,1500,137.9,112,105,18.5,Bullet Punch,Night Slash,Trailblaze,-,-,5,-,1622257
87.2,214,Heracross,bug,fighting,-,-,-,-,-,-,-,-,1500,134.7,108.4,114,17.5,Fury Cutter,Upper Hand,Rock Tomb,-,-,3,-,1664501
86.9,591,Amoonguss,grass,poison,-,-,-,-,-,-,-,-,1498,109.3,105.9,177,26.5,Astonish,Grass Knot,Foul Play,-,-,3,-,2049605
86.8,977,Dondozo,water,none,-,-,-,-,-,-,-,-,1499,104.6,109.7,187,18.5,Waterfall,Surf,Outrage,-,-,5,-,2146006
86.8,364,Sealeo,ice,water,-,-,-,-,-,-,-,-,1500,109,112.8,168,36,Powder Snow,Surf,Body Slam,-,-,3,-,2065168
86.6,317,Swalot,poison,none,-,-,-,-,-,-,-,-,1498,103.4,122.7,171,28.5,Mud Shot,Sludge,Ice Beam,-,-,1,-,2169090
86.4,1000,Gholdengo,steel,ghost,-,-,-,-,-,-,-,-,1493,134.6,107.8,114,15.5,Hex,Shadow Ball,Power Gem,-,-,5,-,1654913
86.3,73,Tentacruel,water,poison,-,-,-,-,-,-,-,-,1495,108.9,143.5,131,23,Acid,Scald,Payback,-,-,3,-,2047453
86.2,9,Blastoise,water,none,-,-,-,-,-,-,-,-,1500,112.1,137.7,130,23,Rollout,Hydro Cannon*,Skull Bash,-,-,3,-,2007546
86.2,87,Dewgong,water,ice,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,Ice Shard*,Icy Wind*,Drill Run,-,-,3,-,2192411
86.2,502,Dewott,water,none,-,-,-,-,-,-,-,-,1496,122.6,99.8,149,35,Fury Cutter,Aqua Tail,X-Scissor,-,-,3,-,1822620
86,452,Drapion,poison,dark,-,-,-,-,-,-,-,-,1500,117.9,136.9,118,22.5,Poison Sting,Crunch,Aqua Tail,-,-,5,-,1903472
86,983,Kingambit,dark,steel,-,-,-,-,-,-,-,-,1500,127.3,112,124,15.5,Metal Sound,Foul Play,Iron Head,-,-,5,-,1768045
85.9,380,Latias,dragon,psychic,-,-,-,-,-,-,-,-,1498,124.5,138.9,104,16,Dragon Breath,Aura Sphere,Mist Ball*,-,-,20,-,1798959
85.8,160,Feraligatr,water,none,-,-,-,-,-,-,-,-,1500,123.9,117.4,125,19.5,Shadow Claw,Hydro Cannon*,Ice Beam,-,-,3,-,1817697
85.8,503,Samurott,water,none,-,-,-,-,-,-,-,-,1500,128,100.9,136,19.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,1756037
85.7,411,Bastiodon,rock,steel,-,-,-,-,-,-,-,-,1496,80.6,247.7,139,46.5,Smack Down,Stone Edge,Flamethrower,-,-,5,-,2775875
85.5,211,Qwilfish,water,poison,-,-,-,-,-,-,-,-,1497,131.2,105.5,123,27,Poison Sting,Aqua Tail,Shadow Ball,-,-,3,-,1702587
85.3,689,Barbaracle,rock,water,-,-,-,-,-,-,-,-,1499,121,133.1,115,20.5,Fury Cutter,Cross Chop,Stone Edge,-,-,3,-,1851007
85.3,94,Gengar,ghost,poison,-,-,-,-,-,-,-,-,1495,154.3,95.5,98,19,Shadow Claw,Shadow Punch*,Shadow Ball,-,-,3,-,1444036
85.3,798,Kartana,grass,steel,-,-,-,-,-,-,-,-,1500,169.2,99.3,79,15,Fury Cutter,Leaf Blade,Sacred Sword,-,-,20,-,1327757
85.2,186,Politoed,water,none,-,-,-,-,-,-,-,-,1498,114,124.3,139,23,Mud Shot,Weather Ball (Water),Earthquake*,-,-,3,-,1970072
85,558,Crustle,bug,rock,-,-,-,-,-,-,-,-,1499,120.3,134.7,115,22,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,1863686
85,62,Poliwrath,water,fighting,-,-,-,-,-,-,-,-,1500,115.8,122,137,21.5,Counter*,Scald,Icy Wind,-,-,3,-,1936317
84.9,780,Drampa,normal,dragon,-,-,-,-,-,-,-,-,1499,136.8,104.2,115,19,Dragon Breath,Swift,Dragon Pulse,-,-,5,-,1640140
84.9,487,Giratina,ghost,dragon,-,Origin,-,-,-,-,-,-,1500,120,101.4,154,15,Dragon Tail,Ominous Wind,Shadow Ball,-,-,20,-,1874595
84.8,454,Toxicroak,poison,fighting,-,-,-,-,-,-,-,-,1499,136.2,93.8,129,22.5,Poison Sting,Dynamic Punch,Shadow Ball,-,-,3,-,1648115
84.7,748,Toxapex,poison,water,-,-,-,-,-,-,-,-,1497,91.9,224.3,118,38,Poison Jab,Brine,Sludge Wave,-,-,3,-,2433080
84,691,Dragalge,poison,dragon,-,-,-,-,-,-,-,-,1500,117.9,143.1,113,23.5,Acid,Aqua Tail,Outrage,-,-,3,-,1906032
83.9,997,Arctibax,dragon,ice,-,-,-,-,-,-,-,-,1500,122.9,98.6,151,27,Dragon Breath,Avalanche,Dragon Claw,-,-,5,-,1828678
83.9,503,Samurott,water,dark,Hisuian,-,-,-,-,-,-,-,1499,132.6,96.8,132,20,Fury Cutter,Sacred Sword,Icy Wind,-,-,3,-,1694230
83.8,121,Starmie,water,psychic,-,-,-,-,-,-,-,-,1500,133.2,122,104,21.5,Psywave,Aqua Jet,Power Gem,-,-,3,-,1689998
83.7,15,Beedrill,bug,poison,-,-,-,-,-,-,-,-,1500,127.1,106.5,130,30.5,Poison Sting,X-Scissor,Drill Run*,-,-,1,-,1760459
83.6,632,Durant,bug,steel,-,-,-,-,-,-,-,-,1499,135.3,122.4,100,21,Bug Bite,X-Scissor,Stone Edge,-,-,3,-,1656336
83.6,592,Frillish,water,ghost,-,-,-,-,-,-,-,-,1421,109.2,125.2,135,50,Hex,Night Shade,Ice Beam,-,-,3,-,1846427
83.4,350,Milotic,water,none,-,-,-,-,-,-,-,-,1498,113.2,133.9,131,18.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,1985080
83.4,914,Quaquaval,water,fighting,-,-,-,-,-,-,-,-,1499,137.7,98.6,120,18,Low Kick,Close Combat,Hydro Cannon*,-,-,3,-,1629772
83.4,27,Sandshrew,ice,steel,Alolan,-,-,-,-,-,-,-,1462,117.6,121,127,50,Powder Snow,Night Slash,Gyro Ball,-,-,3,-,1807853
82.8,920,Lokix,bug,dark,-,-,-,-,-,-,-,-,1499,132.9,104.1,122,24,Sucker Punch,X-Scissor,Trailblaze,-,-,1,-,1686502
82.7,80,Slowbro,water,psychic,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,Confusion,Drain Punch,Ice Beam,-,-,3,-,1974848
82.5,826,Orbeetle,bug,psychic,-,-,-,-,-,-,-,-,1496,107.9,168.6,114,25.5,Psycho Cut,Psyshock,Bug Buzz,-,-,1,-,2075077
82.5,199,Slowking,poison,psychic,Galarian,-,-,-,-,-,-,-,1499,117.3,117.9,138,20.5,Acid,Psyshock,Shadow Ball,-,-,3,-,1909734
81.9,272,Ludicolo,water,grass,-,-,-,-,-,-,-,-,1500,116.5,123.7,134,24,Astonish,Weather Ball (Water),Energy Ball,-,-,3,-,1930725
81.7,80,Slowbro,poison,psychic,Galarian,-,-,-,-,-,-,-,1500,119.1,108.4,146,22.5,Confusion,Drain Punch,Sludge Bomb,-,-,3,-,1884537
81.5,381,Latios,dragon,psychic,-,-,-,-,-,-,-,-,1497,139.4,112.9,102,14.5,Dragon Breath,Aura Sphere,Luster Purge*,-,-,20,-,1605573
81.5,211,Qwilfish,dark,poison,Hisuian,-,-,-,-,-,-,-,1494,128.1,112.4,121,26,Poison Sting,Aqua Tail,Shadow Ball,-,-,3,-,1741533
81.5,435,Skuntank,poison,dark,-,-,-,-,-,-,-,-,1493,121.7,95.2,158,23.5,Poison Jab,Crunch,Trailblaze,-,-,3,-,1831135
81.4,93,Haunter,ghost,poison,-,-,-,-,-,-,-,-,1498,161.2,85.5,101,28,Shadow Claw,Shadow Punch,Ice Punch,-,-,3,-,1392317
81.4,903,Sneasler,fighting,poison,-,-,-,-,-,-,-,-,1500,145.4,94.7,112,17,Shadow Claw,Close Combat,X-Scissor,-,-,5,-,1542861
81.1,305,Lairon,steel,rock,-,-,-,-,-,-,-,-,1500,113.8,147.2,118,27,Metal Sound,Rock Tomb,Body Slam,-,-,1,-,1976790
80.9,904,Overqwil,dark,poison,-,-,-,-,-,-,-,-,1498,131,106.9,122,18.5,Poison Sting,Aqua Tail,Shadow Ball,-,-,5,-,1708017
80.8,621,Druddigon,dragon,none,-,-,-,-,-,-,-,-,1499,131.2,111.3,117,20.5,Dragon Tail,Night Slash,Rock Tomb,-,-,5,-,1708917
80.7,376,Metagross,steel,psychic,-,-,-,-,-,-,-,-,1498,132.8,122.1,104,14.5,Shadow Claw*,Meteor Mash*,Earthquake,-,-,5,-,1685821
80.7,49,Venomoth,bug,poison,-,-,-,-,-,-,-,-,1497,127,107.6,129,27,Psywave,Poison Fang,Silver Wind,-,-,3,-,1763077
80.2,304,Aron,steel,rock,-,-,-,-,-,-,-,-,1478,114.3,131.1,127,50,Metal Sound,Rock Tomb,Body Slam,-,-,1,-,1902550
80.2,88,Grimer,poison,none,-,-,-,-,-,-,-,-,1491,121,88.2,172,50,Poison Jab,Sludge,Mud Bomb,-,-,3,-,1836323
80.2,402,Kricketune,bug,none,-,-,-,-,-,-,-,-,1497,127.7,89.6,153,38,Fury Cutter,X-Scissor,Aerial Ace,-,-,1,-,1750786
80.2,30,Nidorina,poison,none,-,-,-,-,-,-,-,-,1480,110.9,113.4,157,50,Poison Sting,Poison Fang,Thunderbolt,-,-,3,-,1975496
80.2,476,Probopass,rock,steel,-,-,-,-,-,-,-,-,1492,96,203.2,119,27.5,Spark,Rock Slide,Zap Cannon,-,-,3,-,2320251
80.2,321,Wailord,water,none,-,-,-,-,-,-,-,-,1497,118.4,67.4,237,24.5,Rollout,Surf,Return<sup>†</sup>,-,-,1,-,1891875
79.9,945,Grafaiai,poison,normal,-,-,-,-,-,-,-,-,1498,134.2,107.8,115,24.5,Mud Slap,Poison Fang,Sludge Bomb,-,-,3,-,1663690
79.8,779,Bruxish,water,psychic,-,-,-,-,-,-,-,-,1495,136.5,102.5,117,23,Confusion,Aqua Tail,Psychic Fangs,-,-,3,-,1636557
79.8,351,Castform,water,none,-,-,-,-,-,-,-,Rainy,1500,112.6,121.3,146,39.5,Water Gun,Weather Ball (Water),Thunder,-,-,5,-,1993800
79.4,127,Pinsir,bug,none,-,-,-,-,-,-,-,-,1498,139.6,112.6,102,18.5,Fury Cutter,Close Combat,X-Scissor,-,-,5,-,1603789
79,320,Wailmer,water,none,-,-,-,-,-,-,-,-,1499,116.6,68.3,242,48.5,Rollout,Scald,Body Slam,-,-,1,-,1926826
78.9,89,Muk,poison,none,-,-,-,-,-,-,-,-,1491,115.9,111.7,148,20,Poison Jab,Thunder Punch,Dark Pulse,-,-,3,-,1916176
78.8,168,Ariados,bug,poison,-,-,-,-,-,-,-,-,1497,124.2,103.9,140,33.5,Poison Sting,Lunge,Trailblaze,-,-,1,-,1806211
78.8,998,Baxcalibur,dragon,ice,-,-,-,-,-,-,-,-,1500,135.7,95.7,127,15.5,Dragon Breath,Avalanche,Dragon Claw,-,-,5,-,1649572
78.8,658,Greninja,water,dark,-,-,-,-,-,-,-,-,1500,139.6,100.4,115,21,Water Shuriken,Hydro Cannon*,Night Slash,-,-,3,-,1611397
78.6,141,Kabutops,rock,water,-,-,-,-,-,-,-,-,1498,135.5,119.8,102,20.5,Fury Cutter*,Aqua Jet,Stone Edge,-,-,5,-,1654897
78.6,128,Tauros,fighting,water,-,-,-,-,Aqua,-,-,-,1500,127.8,120.7,114,20,Double Kick,Aqua Jet,Trailblaze,-,-,3,-,1758735
78.5,71,Victreebel,grass,poison,-,-,-,-,-,-,-,-,1498,135.2,93.5,131,23,Acid,Leaf Blade,Sludge Bomb,-,-,3,-,1656351
78.4,542,Leavanny,bug,grass,-,-,-,-,-,-,-,-,1497,129.5,110.3,121,21.5,Shadow Claw*,Leaf Blade,X-Scissor,-,-,1,-,1727030
78.4,545,Scolipede,bug,poison,-,-,-,-,-,-,-,-,1496,131.8,120.4,107,22.5,Poison Sting,Aqua Tail,Megahorn,-,-,1,-,1697847
77.9,306,Aggron,steel,rock,-,-,-,-,-,-,-,-,1500,116.6,155.7,106,18.5,Dragon Tail,Rock Tomb,Thunder,-,-,1,-,1925111
77.9,884,Duraludon,steel,dragon,-,-,-,-,-,-,-,-,1497,137.7,112.2,105,18,Dragon Tail,Dragon Claw,Flash Cannon,-,-,5,-,1622747
77.7,88,Grimer,poison,dark,Alolan,-,-,-,-,-,-,-,1497,122.8,86.9,171,49,Poison Jab,Crunch,Sludge Bomb,-,-,3,-,1824029
77.6,625,Bisharp,dark,steel,-,-,-,-,-,-,-,-,1500,139.8,109.7,105,19.5,Snarl,Dark Pulse,X-Scissor,-,-,5,-,1610607
77.6,55,Golduck,water,none,-,-,-,-,-,-,-,-,1499,124.2,112.2,129,22.5,Confusion,Cross Chop,Liquidation,-,-,3,-,1796871
77.3,996,Frigibax,dragon,ice,-,-,-,-,-,-,-,-,1410,125.2,84.9,149,50,Dragon Breath,Avalanche,Dragon Claw,-,-,5,-,1583298
77.2,598,Ferrothorn,grass,steel,-,-,-,-,-,-,-,-,1499,107.1,152.7,128,24.5,Bullet Seed,Power Whip,Thunder,-,-,3,-,2094247
77.2,407,Roserade,grass,poison,-,-,-,-,-,-,-,-,1499,141.9,114.3,97,18.5,Poison Sting,Weather Ball (Fire)*,Leaf Storm,-,-,3,-,1574006
77,886,Drakloak,dragon,ghost,-,-,-,-,-,-,-,-,1499,130.4,93.1,142,37.5,Dragon Tail,Shadow Ball,Outrage,-,-,5,-,1724150
76.9,8,Wartortle,water,none,-,-,-,-,-,-,-,-,1496,107.6,139.1,139,47.5,Water Gun,Aqua Jet,Ice Beam,-,-,3,-,2080282
76.7,413,Wormadam,bug,grass,-,-,-,-,Plant,-,-,-,1499,110,144.9,128,34.5,Sucker Punch,Energy Ball,Bug Buzz,-,-,1,-,2040195
76.6,588,Karrablast,bug,none,-,-,-,-,-,-,-,-,1336,127.7,85.7,127,50,Fury Cutter,Drill Run,X-Scissor,-,-,3,-,1390325
76.3,913,Quaxwell,water,none,-,-,-,-,-,-,-,-,1500,125.4,103.5,138,34,Wing Attack,Aqua Jet,Aerial Ace,-,-,3,-,1792214
76.3,215,Sneasel,fighting,poison,Hisuian,-,-,-,-,-,-,-,1497,134,111.8,111,27,Poison Jab,Close Combat,X-Scissor,-,-,3,-,1661900
76.2,3,Venusaur,grass,poison,-,-,-,-,-,-,-,-,1500,122.2,122.2,123,20.5,Vine Whip,Frenzy Plant*,Sludge,-,-,3,-,1835969
76.1,89,Muk,poison,dark,Alolan,-,-,-,-,-,-,-,1491,115.9,111.7,148,20,Poison Jab,Dark Pulse,Acid Spray,-,-,3,-,1916176
76.1,110,Weezing,poison,none,-,-,-,-,-,-,-,-,1500,117.6,140.3,116,25,Rollout,Sludge Bomb,Shadow Ball,-,-,3,-,1912745
75.6,841,Flapple,grass,dragon,-,-,-,-,-,-,-,-,1500,138.1,100.1,117,22.5,Dragon Breath,Seed Bomb,Dragon Pulse,-,-,5,-,1618070
75.6,47,Parasect,bug,grass,-,-,-,-,-,-,-,-,1500,124.2,118.3,123,30.5,Fury Cutter,X-Scissor,Cross Poison,-,-,3,-,1806701
75.4,79,Slowpoke,water,psychic,-,-,-,-,-,-,-,-,1386,104.2,95,186,50,Confusion,Psyshock,Water Pulse,-,-,3,-,1840271
75,369,Relicanth,water,rock,-,-,-,-,-,-,-,-,1499,105.2,133.7,152,22.5,Water Gun,Aqua Tail,Ancient Power,-,-,5,-,2137627
74.9,1011,Dipplin,grass,dragon,-,-,-,-,-,-,-,-,1499,114.6,128.9,132,23.5,Dragon Tail,Seed Bomb,Outrage,-,-,5,-,1949793
74.9,269,Dustox,bug,poison,-,-,-,-,-,-,-,-,1384,95,148.7,142,50,Confusion,Silver Wind,Sludge Bomb,-,-,1,-,2005436
74.9,900,Kleavor,bug,rock,-,-,-,-,-,-,-,-,1500,143.6,104.5,104,17.5,Fury Cutter,X-Scissor,Rock Slide,-,-,5,-,1560876
74.7,611,Fraxure,dragon,none,-,-,-,-,-,-,-,-,1500,144.3,91.5,118,25,Dragon Tail,Aqua Tail,Night Slash,-,-,5,-,1557842
74.7,541,Swadloon,bug,grass,-,-,-,-,-,-,-,-,1500,106.7,146.2,135,50,Bug Bite,Energy Ball,Silver Wind,-,-,1,-,2106471
74.6,697,Tyrantrum,rock,dragon,-,-,-,-,-,-,-,-,1493,129.1,115.1,116,17.5,Dragon Tail,Rock Tomb,Crunch,-,-,5,-,1723842
74.4,696,Tyrunt,rock,dragon,-,-,-,-,-,-,-,-,1498,126.6,107.9,129,38.5,Dragon Tail,Rock Tomb,Stomp,-,-,5,-,1762642
74.3,422,Shellos,water,none,-,-,-,-,-,-,-,-,1284,99.2,100.8,166,50,Mud Slap,Body Slam,Water Pulse,-,-,3,-,1659740
74.1,794,Buzzwole,bug,fighting,-,-,-,-,-,-,-,-,1499,128.2,111.7,122,16,Counter,Superpower,Lunge,-,-,20,-,1747334
73.7,400,Bibarel,normal,water,-,-,-,-,-,-,-,-,1498,123,99.3,149,31.5,Rollout,Surf,Hyper Fang,-,-,1,-,1818797
73.3,892,Urshifu,fighting,water,-,-,-,-,Rapid Strike,-,-,-,1489,136.6,97.8,121,15,Counter,Aqua Jet,Dynamic Punch,-,-,20,-,1616195
73,966,Revavroom,steel,poison,-,-,-,-,-,-,-,-,1500,135.7,102.5,119,19,Metal Sound,Overheat,Gyro Ball,-,-,3,-,1654542
72.8,679,Honedge,steel,ghost,-,-,-,-,-,-,-,-,1495,122.1,127.1,118,47,Psycho Cut,Gyro Ball,Iron Head,-,-,5,-,1831842
72.4,348,Armaldo,rock,bug,-,-,-,-,-,-,-,-,1500,133.9,109.1,115,19.5,Fury Cutter,Rock Blast,Liquidation,-,-,3,-,1680484
72.4,140,Kabuto,rock,water,-,-,-,-,-,-,-,-,1499,134.5,129.5,96,49,Mud Shot,Aqua Jet,Rock Tomb,-,-,5,-,1671529
72.3,33,Nidorino,poison,none,-,-,-,-,-,-,-,-,1498,123.3,104.3,141,47.5,Poison Sting,Sludge Bomb,Dig,-,-,3,-,1813973
72.2,245,Suicune,water,none,-,-,-,-,-,-,-,-,1489,106.3,143.1,137,18.5,Ice Fang,Bubble Beam,Scald,-,-,20,-,2083417
72.1,134,Vaporeon,water,none,-,-,-,-,-,-,-,-,1500,118.5,96.9,165,18,Water Gun,Aqua Tail,Last Resort*,-,-,5,-,1894159
71.9,1019,Hydrapple,grass,dragon,-,-,-,-,-,-,-,-,1500,122.3,110.7,136,17,Dragon Tail,Seed Bomb,Outrage,-,-,5,-,1841044
71.4,204,Pineco,bug,none,-,-,-,-,-,-,-,-,1253,103.4,115.1,127,50,Bug Bite,Rock Tomb,Sand Tomb,-,-,5,-,1511117
71.2,138,Omanyte,rock,water,-,-,-,-,-,-,-,-,1500,128,135.3,101,43,Mud Shot,Rock Tomb*,Rock Blast,-,-,5,-,1749618
70.9,342,Crawdaunt,water,dark,-,-,-,-,-,-,-,-,1498,144.7,98.4,109,22,Waterfall,Night Slash,Scald,-,-,3,-,1551934
70.8,199,Slowking,water,psychic,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,Confusion,Surf*,Blizzard,-,-,3,-,1974848
70.5,887,Dragapult,dragon,ghost,-,-,-,-,-,-,-,-,1500,142.5,96.2,115,15.5,Dragon Tail,Shadow Ball,Outrage,-,-,5,-,1577592
69.9,601,Klinklang,steel,none,-,-,-,-,-,-,-,-,1497,124.3,139.6,104,21,Metal Sound,Mirror Shot,Flash Cannon,-,-,5,-,1803808
69.9,690,Skrelp,poison,water,-,-,-,-,-,-,-,-,1202,104.2,104.2,127,50,Acid,Aqua Tail,Twister,-,-,3,-,1378846
69.5,594,Alomomola,water,none,-,-,-,-,-,-,-,-,1499,97.4,99.5,238,26,Waterfall,Hydro Pump,Blizzard,-,-,5,-,2305528
69.5,24,Arbok,poison,none,-,-,-,-,-,-,-,-,1499,123.7,120.1,122,29,Acid,Dark Pulse,Sludge Wave,-,-,3,-,1813613
69.3,803,Poipole,poison,none,-,-,-,-,-,-,-,-,1495,119.7,113.6,137,36,Peck,Sludge Bomb,Fell Stinger,-,-,20,-,1862719
69.1,222,Corsola,water,rock,-,-,-,-,-,-,-,-,1500,108.6,142,134,49,Bubble,Power Gem,Rock Blast,-,-,3,-,2066246
69.1,139,Omastar,rock,water,-,-,-,-,-,-,-,-,1500,126.6,128.4,109,20,Mud Shot,Rock Slide*,Hydro Pump,-,-,5,-,1773092
68.6,70,Weepinbell,grass,poison,-,-,-,-,-,-,-,-,1500,137.9,84.8,139,40.5,Acid,Power Whip,Seed Bomb,-,-,3,-,1626595
68.5,419,Floatzel,water,none,-,-,-,-,-,-,-,-,1500,143.8,81.7,133,22.5,Waterfall,Aqua Jet,Swift,-,-,3,-,1563742
68.3,336,Seviper,poison,none,-,-,-,-,-,-,-,-,1496,137.5,90.1,131,26.5,Poison Jab,Poison Fang,Wrap,-,-,3,-,1623124
68.1,159,Croconaw,water,none,-,-,-,-,-,-,-,-,1500,117.7,120,135,35.5,Water Gun,Ice Punch,Water Pulse,-,-,3,-,1907626
67.9,72,Tentacool,water,poison,-,-,-,-,-,-,-,-,1176,94.1,137.8,113,50,Poison Sting,Wrap,Water Pulse,-,-,3,-,1465578
67.8,2,Ivysaur,grass,poison,-,-,-,-,-,-,-,-,1500,118.7,121.1,131,37.5,Vine Whip,Power Whip,Sludge Bomb,-,-,3,-,1883144
67.2,842,Appletun,grass,dragon,-,-,-,-,-,-,-,-,1499,116.6,102.5,161,23,Astonish,Energy Ball,Outrage,-,-,5,-,1924256
