Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
88,22,Fearow,normal,flying,-,-,-,-,-,-,-,-,1500,131.5,104.6,124,28,Peck,Drill Peck,Drill Run,-,-,1,-,1705662
88,108,Lickitung,normal,none,-,-,-,-,-,-,-,-,1491,96.6,127.7,186,50,Lick,Body Slam*,Power Whip,-,-,3,-,2295742
88,18,Pidgeot,normal,flying,-,-,-,-,-,-,-,-,1499,116.9,115.5,142,26.5,Gust*,Air Cutter*,Brave Bird,-,-,1,-,1917898
88,71,Victreebel,grass,poison,-,-,Shadow,-,-,-,-,-,1498,135.2,93.5,131,23,Acid,Leaf Blade,Sludge Bomb,-,-,3,-,1656351
87.9,257,Blaziken,fire,fighting,-,-,Shadow,-,-,-,-,-,1497,143.9,90.8,119,19.5,Ember,Aura Sphere,Blast Burn*,-,-,3,-,1555953
87.9,131,Lapras,water,ice,-,-,Shadow,-,-,-,-,-,1499,104.7,114.6,179,21.5,Psywave,Sparkling Aria,Ice Beam*,-,-,5,-,2147136
87.9,777,Togedemaru,electric,steel,-,-,-,-,-,-,-,-,1500,132.2,107.3,120,25.5,Thunder Shock,Fell Stinger,Wild Charge,-,-,3,-,1701782
87.7,101,Electrode,electric,grass,Hisuian,-,-,-,-,-,-,-,1500,123.3,128.7,115,26,Thunder Shock,Wild Charge,Energy Ball,-,-,3,-,1825336
87.7,130,Gyarados,water,flying,-,-,Shadow,-,-,-,-,-,1498,130.8,108.5,121,16.5,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,1717312
87.7,503,Samurott,water,none,-,-,-,-,-,-,-,-,1500,128,100.9,136,19.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,1756037
87.6,351,Castform,normal,none,-,-,-,-,-,-,-,-,1500,112.6,121.3,146,39.5,Hex,Weather Ball (Rock),Energy Ball,-,-,5,-,1993800
87.6,660,Diggersby,normal,ground,-,-,-,-,-,-,-,-,1499,95.7,140.3,174,47,Mud Shot,Fire Punch,Scorching Sands,-,-,1,-,2337114
87.6,660,Diggersby,normal,ground,-,-,Shadow,-,-,-,-,-,1499,95.7,140.3,174,47,Mud Shot,Scorching Sands,Fire Punch,-,-,1,-,2337114
87.6,85,Dodrio,normal,flying,-,-,-,-,-,-,-,-,1496,143.8,98.4,110,23.5,Peck,Drill Peck,Brave Bird,-,-,3,-,1556601
87.6,462,Magnezone,electric,steel,-,-,-,-,-,-,-,-,1497,134.4,121.2,102,17,Volt Switch,Wild Charge,Mirror Shot,-,-,3,-,1661074
87.6,364,Sealeo,ice,water,-,-,Shadow,-,-,-,-,-,1500,109,112.8,168,36,Powder Snow,Surf,Body Slam,-,-,3,-,2065168
87.5,71,Victreebel,grass,poison,-,-,-,-,-,-,-,-,1498,135.2,93.5,131,23,Acid,Leaf Blade,Sludge Bomb,-,-,3,-,1656351
87.5,365,Walrein,ice,water,-,-,Shadow,-,-,-,-,-,1500,112.5,114.9,154,20.5,Powder Snow*,Icicle Spear*,Earthquake,-,-,3,-,1990879
87.4,502,Dewott,water,none,-,-,Shadow,-,-,-,-,-,1499,124.1,99.8,146,35,Fury Cutter,Aqua Tail,X-Scissor,-,-,3,-,1808108
87.4,733,Toucannon,normal,flying,-,-,-,-,-,-,-,-,1500,137.3,96.8,123,20.5,Peck,Beak Blast*,Drill Peck,-,-,1,-,1634212
87.3,184,Azumarill,water,fairy,-,-,-,-,-,-,-,-,1499,93.4,134.5,191,43,Bubble,Ice Beam,Play Rough,-,-,3,-,2399514
87.3,130,Gyarados,water,flying,-,-,-,-,-,-,-,-,1498,130.8,108.5,121,16.5,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,1717312
87.2,171,Lanturn,water,electric,-,-,-,-,-,-,-,-,1500,104.8,105.5,194,27,Water Gun,Surf,Thunderbolt,-,-,3,-,2145463
87.1,9,Blastoise,water,none,-,-,-,-,-,-,-,-,1500,112.1,137.7,130,23,Rollout,Hydro Cannon*,Skull Bash,-,-,3,-,2007546
87.1,211,Qwilfish,water,poison,-,-,Shadow,-,-,-,-,-,1497,131.2,105.5,123,27,Poison Sting,Aqua Tail,Shadow Ball,-,-,3,-,1702587
87,503,Samurott,water,none,-,-,Shadow,-,-,-,-,-,1500,128,100.9,136,19.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,1756037
87,416,Vespiquen,bug,flying,-,-,-,-,-,-,-,-,1499,108.9,143.5,132,28,Fury Cutter,X-Scissor,Power Gem,-,-,3,-,2061993
86.9,38,Ninetales,fire,none,-,-,Shadow,-,-,-,-,-,1496,114.4,135.5,126,24.5,Ember*,Weather Ball (Fire),Energy Ball*,-,-,3,-,1953716
86.7,724,Decidueye,grass,fighting,Hisuian,-,-,-,-,-,-,-,1499,126.9,109.5,127,19,Psycho Cut,Energy Ball,Aura Sphere,-,-,3,-,1764738
86.6,689,Barbaracle,rock,water,-,-,-,-,-,-,-,-,1499,121,133.1,115,20.5,Fury Cutter,Cross Chop,Stone Edge,-,-,3,-,1851007
86.5,457,Lumineon,water,none,-,-,-,-,-,-,-,-,1498,109,137.4,137,32.5,Gust,Aqua Tail,Silver Wind,-,-,3,-,2052476
86.5,484,Palkia,water,dragon,-,-,Shadow,-,-,-,-,-,1473,140.4,110,100,13.5,Dragon Breath,Aqua Tail,Draco Meteor,-,-,20,-,1543554
86.4,181,Ampharos,electric,none,-,-,-,-,-,-,-,-,1497,126.8,107.9,129,19.5,Volt Switch,Brutal Swing,Trailblaze,-,-,5,-,1766112
86.4,62,Poliwrath,water,fighting,-,-,-,-,-,-,-,-,1500,115.8,122,137,21.5,Mud Shot,Icy Wind,Dynamic Punch,-,-,3,-,1936317
86.4,243,Raikou,electric,none,-,-,Shadow,-,-,-,-,-,1489,133.6,109.9,113,15.5,Thunder Shock,Wild Charge,Aura Sphere,-,-,20,-,1659339
86.3,211,Qwilfish,water,poison,-,-,-,-,-,-,-,-,1497,131.2,105.5,123,27,Poison Sting,Aqua Tail,Shadow Ball,-,-,3,-,1702587
86.2,351,Castform,fire,none,-,-,-,-,-,-,-,Sunny,1500,112.6,121.3,146,39.5,Ember,Weather Ball (Fire),Solar Beam,-,-,5,-,1993800
86.2,26,Raichu,electric,none,-,-,-,-,-,-,-,-,1500,133.6,110.6,114,25.5,Thunder Shock,Wild Charge,Trailblaze,-,-,1,-,1684547
86.1,257,Blaziken,fire,fighting,-,-,-,-,-,-,-,-,1497,143.9,90.8,119,19.5,Ember,Aura Sphere,Blast Burn*,-,-,3,-,1555953
86.1,413,Wormadam,bug,steel,-,-,-,-,Trash,-,-,-,1500,105,151.1,135,41,Sucker Punch,Bug Buzz,Iron Head,-,-,1,-,2141526
86,977,Dondozo,water,none,-,-,-,-,-,-,-,-,1499,104.6,109.7,187,18.5,Waterfall,Surf,Outrage,-,-,5,-,2146006
86,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Average,-,1498,115.9,145.1,115,23.5,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1933691
86,914,Quaquaval,water,fighting,-,-,-,-,-,-,-,-,1499,137.7,98.6,120,18,Low Kick,Close Combat,Hydro Cannon*,-,-,3,-,1629772
86,3,Venusaur,grass,poison,-,-,-,-,-,-,-,-,1500,122.2,122.2,123,20.5,Vine Whip,Frenzy Plant*,Sludge,-,-,3,-,1835969
85.8,591,Amoonguss,grass,poison,-,-,-,-,-,-,-,-,1498,109.3,105.9,177,26.5,Astonish,Foul Play,Grass Knot,-,-,3,-,2049605
85.8,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Large,-,1500,115.9,137.2,122,22,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1940488
85.8,166,Ledian,bug,flying,-,-,-,-,-,-,-,-,1496,101.4,162.5,134,49.5,Rollout,Dynamic Punch,Acrobatics,-,-,1,-,2207885
85.8,3,Venusaur,grass,poison,-,-,Shadow,-,-,-,-,-,1500,122.2,122.2,123,20.5,Vine Whip,Frenzy Plant*,Sludge,-,-,3,-,1835969
85.7,460,Abomasnow,grass,ice,-,-,-,-,-,-,-,-,1495,117.9,112,143,23.5,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,1888173
85.7,87,Dewgong,water,ice,-,-,-,-,-,-,-,-,1498,102,136.9,157,28.5,Ice Shard*,Icy Wind*,Drill Run,-,-,3,-,2192411
85.7,502,Dewott,water,none,-,-,-,-,-,-,-,-,1496,122.6,99.8,149,35,Fury Cutter,Aqua Tail,X-Scissor,-,-,3,-,1822620
85.7,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Super,-,1500,115.1,131.6,129,21,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1953944
85.7,264,Linoone,normal,none,-,-,-,-,-,-,-,-,1497,114.1,111.8,154,38.5,Shadow Claw,Swift,Grass Knot,-,-,1,-,1965124
85.7,923,Pawmot,electric,fighting,-,-,-,-,-,-,-,-,1500,145.1,95.5,112,21,Thunder Shock,Brick Break*,Wild Charge,-,-,3,-,1551733
85.7,78,Rapidash,fire,none,-,-,Shadow,-,-,-,-,-,1499,133.7,111.5,112,22.5,Incinerate,Drill Run,Wild Charge*,-,-,3,-,1669979
85.7,627,Rufflet,normal,flying,-,-,-,-,-,-,-,-,1500,126.7,92.2,152,46.5,Peck,Brave Bird,Fly,-,-,5,-,1774904
85.7,217,Ursaring,normal,none,-,-,Shadow,-,-,-,-,-,1500,139.6,91.4,126,18.5,Shadow Claw,Swift,Close Combat,-,-,3,-,1607158
85.6,598,Ferrothorn,grass,steel,-,-,-,-,-,-,-,-,1499,107.1,152.7,128,24.5,Bullet Seed,Power Whip,Thunder,-,-,3,-,2094247
85.6,673,Gogoat,grass,none,-,-,-,-,-,-,-,-,1499,119.7,95,165,19.5,Vine Whip,Leaf Blade,Rock Slide,-,-,3,-,1876484
85.6,62,Poliwrath,water,fighting,-,-,Shadow,-,-,-,-,-,1500,115.8,122,137,21.5,Mud Shot,Icy Wind,Dynamic Punch,-,-,3,-,1936317
85.4,460,Abomasnow,grass,ice,-,-,Shadow,-,-,-,-,-,1495,117.9,112,143,23.5,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,1888173
85.4,652,Chesnaught,grass,fighting,-,-,-,-,-,-,-,-,1497,119.4,126.9,124,19,Low Kick,Frenzy Plant*,Superpower,-,-,3,-,1878859
85.3,652,Chesnaught,grass,fighting,-,-,Shadow,-,-,-,-,-,1497,119.4,126.9,124,19,Low Kick,Frenzy Plant*,Superpower,-,-,3,-,1878859
85.3,423,Gastrodon,water,ground,-,-,-,-,-,-,-,-,1495,113.2,103.4,168,24,Mud Slap,Body Slam,Earth Power,-,-,3,-,1966737
85.1,462,Magnezone,electric,steel,-,-,Shadow,-,-,-,-,-,1497,134.4,121.2,102,17,Volt Switch,Wild Charge,Mirror Shot,-,-,3,-,1661074
85.1,446,Munchlax,normal,none,-,-,-,-,-,-,-,-,1499,103.2,96.6,218,30,Tackle,Body Slam,Bulldoze,-,-,5,-,2172279
85.1,581,Swanna,water,flying,-,-,-,-,-,-,-,-,1497,128.6,101.1,134,26.5,Gust,Aqua Jet,Fly,-,-,3,-,1741978
85.1,732,Trumbeak,normal,flying,-,-,Shadow,-,-,-,-,-,1492,133.7,94.3,132,46,Peck,Drill Peck,Rock Blast,-,-,1,-,1664964
85,9,Blastoise,water,none,-,-,Shadow,-,-,-,-,-,1500,112.1,137.7,130,23,Rollout,Hydro Cannon*,Skull Bash,-,-,3,-,2007546
85,327,Spinda,normal,none,-,-,-,-,-,-,-,-,1380,110.1,110.1,142,50,Sucker Punch,Rock Tomb,Icy Wind,-,-,3,-,1720678
85,73,Tentacruel,water,poison,-,-,Shadow,-,-,-,-,-,1495,108.9,143.5,131,23,Acid,Scald,Payback,-,-,3,-,2047453
84.9,350,Milotic,water,none,-,-,Shadow,-,-,-,-,-,1498,113.2,133.9,131,18.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,1985080
84.9,20,Raticate,dark,normal,Alolan,-,-,-,-,-,-,-,1497,107.1,130.2,150,36.5,Quick Attack,Crunch,Return<sup>†</sup>,-,-,1,-,2090786
84.9,145,Zapdos,electric,flying,-,-,Shadow,-,-,-,-,-,1489,138.1,103.5,112,15,Thunder Shock*,Drill Peck,Heat Wave,-,-,20,-,1601039
84.8,658,Greninja,water,dark,-,-,Shadow,-,-,-,-,-,1500,139.6,100.4,115,21,Water Shuriken,Hydro Cannon*,Night Slash,-,-,3,-,1611397
84.8,80,Slowbro,water,psychic,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,Confusion,Drain Punch,Ice Beam,-,-,3,-,1974848
84.8,918,Spidops,bug,none,-,-,-,-,-,-,-,-,1497,111,138.9,131,37.5,Shadow Claw,Lunge,Rock Tomb,-,-,1,-,2019559
84.7,214,Heracross,bug,fighting,-,-,-,-,-,-,-,-,1500,134.7,108.4,114,17.5,Fury Cutter,Upper Hand,Rock Tomb,-,-,3,-,1664501
84.7,145,Zapdos,electric,flying,-,-,-,-,-,-,-,-,1493,135.7,104.7,115,15.5,Thunder Shock*,Drill Peck,Heat Wave,-,-,20,-,1633229
84.6,182,Bellossom,grass,none,-,-,-,-,-,-,-,-,1498,115.1,132.2,128,24.5,Acid,Leaf Blade,Dazzling Gleam,-,-,3,-,1947512
84.6,260,Swampert,water,ground,-,-,-,-,-,-,-,-,1499,123,109.2,136,18.5,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,1825538
84.6,581,Swanna,water,flying,-,-,Shadow,-,-,-,-,-,1497,128.6,101.1,134,26.5,Gust,Aqua Jet,Fly,-,-,3,-,1741978
84.5,160,Feraligatr,water,none,-,-,Shadow,-,-,-,-,-,1500,123.9,117.4,125,19.5,Shadow Claw,Hydro Cannon*,Ice Beam,-,-,3,-,1817697
84.5,642,Thundurus,electric,flying,-,Incarnate,Shadow,-,-,-,-,-,1500,148.1,95.5,107,16.5,Thunder Shock,Thunder Punch,Brick Break,-,-,20,-,1513826
84.4,676,Furfrou,normal,none,-,-,-,-,-,-,-,-,1496,115.5,125.2,134,26.5,Sucker Punch,Surf,Grass Knot,-,-,5,-,1937601
84.4,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Small,-,1499,116.9,153,107,25,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,1913042
84.3,166,Ledian,bug,flying,-,-,Shadow,-,-,-,-,-,1496,101.4,162.5,134,49.5,Rollout,Dynamic Punch,Acrobatics,-,-,1,-,2207885
84.3,288,Vigoroth,normal,none,-,-,-,-,-,-,-,-,1497,116.2,114.1,145,28.5,Counter,Body Slam,Rock Slide,-,-,5,-,1923360
84.2,916,Oinkologne,normal,none,-,-,-,-,-,-,-,-,1496,117.7,101.6,159,21.5,Mud Slap*,Body Slam,Trailblaze,-,-,1,-,1900828
84.2,121,Starmie,water,psychic,-,-,Shadow,-,-,-,-,-,1500,133.2,122,104,21.5,Psywave,Aqua Jet,Power Gem,-,-,3,-,1689998
84.1,81,Magnemite,electric,steel,-,-,Shadow,-,-,-,-,-,1496,147.8,113.6,90,49,Volt Switch,Magnet Bomb,Discharge,-,-,3,-,1511610
84.1,503,Samurott,water,dark,Hisuian,-,-,-,-,-,-,-,1499,132.6,96.8,132,20,Fury Cutter,Sacred Sword,Icy Wind,-,-,3,-,1694230
84,182,Bellossom,grass,none,-,-,Shadow,-,-,-,-,-,1498,115.1,132.2,128,24.5,Acid,Leaf Blade,Dazzling Gleam,-,-,3,-,1947512
84,105,Marowak,fire,ghost,Alolan,-,-,-,-,-,-,-,1496,109.6,148.9,125,31.5,Fire Spin,Bone Club,Shadow Bone*,-,-,3,-,2040576
84,849,Toxtricity,electric,poison,-,-,-,-,-,-,-,-,1500,141.2,95.4,118,21.5,Acid,Wild Charge,Power-Up Punch,-,-,5,-,1589592
83.9,181,Ampharos,electric,none,-,-,Shadow,-,-,-,-,-,1497,126.8,107.9,129,19.5,Volt Switch,Brutal Swing,Trailblaze,-,-,5,-,1766112
83.8,164,Noctowl,normal,flying,-,-,-,-,-,-,-,-,1500,105.3,120.2,168,28,Wing Attack,Sky Attack,Shadow Ball,-,-,1,-,2126381
83.8,260,Swampert,water,ground,-,-,Shadow,-,-,-,-,-,1499,123,109.2,136,18.5,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,1825538
83.7,1011,Dipplin,grass,dragon,-,-,-,-,-,-,-,-,1499,114.6,128.9,132,23.5,Dragon Tail,Seed Bomb,Outrage,-,-,5,-,1949793
83.7,203,Girafarig,normal,psychic,-,-,Shadow,-,-,-,-,-,1499,130.3,101.6,130,27.5,Confusion,Psychic Fangs,Trailblaze,-,-,3,-,1720655
83.7,826,Orbeetle,bug,psychic,-,-,-,-,-,-,-,-,1496,107.9,168.6,114,25.5,Psycho Cut,Psyshock,Bug Buzz,-,-,1,-,2075077
83.7,121,Starmie,water,psychic,-,-,-,-,-,-,-,-,1500,133.2,122,104,21.5,Psywave,Aqua Jet,Power Gem,-,-,3,-,1689998
83.6,591,Amoonguss,grass,poison,-,-,Shadow,-,-,-,-,-,1498,109.3,105.9,177,26.5,Astonish,Grass Knot,Foul Play,-,-,3,-,2049605
83.6,82,Magneton,electric,steel,-,-,-,-,-,-,-,-,1499,143.5,114.7,95,22,Volt Switch,Magnet Bomb,Discharge,-,-,3,-,1562951
83.5,798,Kartana,grass,steel,-,-,-,-,-,-,-,-,1500,169.2,99.3,79,15,Fury Cutter,Leaf Blade,Sacred Sword,-,-,20,-,1327757
83.4,702,Dedenne,electric,fairy,-,-,-,-,-,-,-,-,1498,124.4,109,133,30,Thunder Shock,Discharge,Play Rough,-,-,3,-,1803653
83.4,101,Electrode,electric,none,-,-,-,-,-,-,-,-,1500,122.9,126.3,118,27,Volt Switch,Discharge,Foul Play,-,-,3,-,1831578
83.4,598,Ferrothorn,grass,steel,-,-,Shadow,-,-,-,-,-,1499,107.1,152.7,128,24.5,Bullet Seed,Power Whip,Thunder,-,-,3,-,2094247
83.4,658,Greninja,water,dark,-,-,-,-,-,-,-,-,1500,139.6,100.4,115,21,Water Shuriken,Hydro Cannon*,Night Slash,-,-,3,-,1611397
83.4,288,Vigoroth,normal,none,-,-,Shadow,-,-,-,-,-,1497,116.2,114.1,145,28.5,Counter,Body Slam,Rock Slide,-,-,5,-,1923360
83.4,807,Zeraora,electric,none,-,-,-,-,-,-,-,-,1484,138.3,101,114,15.5,Volt Switch,Plasma Fists,Wild Charge,-,-,20,-,1592349
83.3,428,Lopunny,normal,none,-,-,-,-,-,-,-,-,1499,112.1,143.6,124,27.5,Low Kick,Thunder Punch,Shadow Ball,-,-,3,-,1996020
83.3,105,Marowak,fire,ghost,Alolan,-,Shadow,-,-,-,-,-,1496,109.6,148.9,125,31.5,Fire Spin,Shadow Bone*,Bone Club,-,-,3,-,2040576
83.3,186,Politoed,water,none,-,-,Shadow,-,-,-,-,-,1498,114,124.3,139,23,Mud Shot,Weather Ball (Water),Ice Beam*,-,-,3,-,1970072
83.3,195,Quagsire,water,ground,-,-,-,-,-,-,-,-,1499,111.3,112.7,161,28.5,Mud Shot,Aqua Tail*,Mud Bomb,-,-,3,-,2018332
83.2,466,Electivire,electric,none,-,-,Shadow,-,-,-,-,-,1498,143.4,100.9,108,18,Thunder Shock,Ice Punch,Wild Charge,-,-,5,-,1562263
