Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
89.1,38,Ninetales,fire,none,-,-,Shadow,-,-,-,-,-,2498,151.2,171.2,159,49,Ember*,Weather Ball (Fire),Energy Ball*,-,-,3,-,4116371
89,181,Ampharos,electric,none,-,-,Shadow,-,-,-,-,-,2499,163.7,137.8,169,35,Volt Switch,Brutal Swing,Trailblaze,-,-,5,-,3814313
89,36,Clefable,fairy,none,-,-,-,-,-,-,-,-,2500,150.7,144,191,47.5,Fairy Wind,Meteor Mash,Moonblast,-,-,1,-,4144850
88.9,181,Ampharos,electric,none,-,-,-,-,-,-,-,-,2499,163.7,137.8,169,35,Volt Switch,Brutal Swing,Trailblaze,-,-,5,-,3814313
88.9,350,Milotic,water,none,-,-,Shadow,-,-,-,-,-,2495,145.2,172.6,171,31.5,Waterfall,Aqua Tail,Wrap,-,-,5,-,4285417
88.9,243,Raikou,electric,none,-,-,Shadow,-,-,-,-,-,2487,171.2,138.9,151,26.5,Thunder Shock,Wild Charge,Aura Sphere,-,-,20,-,3591755
88.9,468,Togekiss,fairy,flying,-,-,-,-,-,-,-,-,2498,161.1,161.1,149,27.5,Peck,Psyshock,Aura Sphere*,-,-,3,-,3868222
88.9,776,Turtonator,fire,dragon,-,-,-,-,-,-,-,-,2499,150.4,193.3,142,50,Incinerate,Brutal Swing,Dragon Claw,-,-,5,-,4127984
88.8,450,Hippowdon,ground,none,-,-,-,-,-,-,-,-,2500,150,150.7,184,30,Sand Attack,Weather Ball (Rock),Earth Power,-,-,3,-,4160112
88.8,733,Toucannon,normal,flying,-,-,Shadow,-,-,-,-,-,2499,177.3,124.8,159,39,Peck,Beak Blast*,Drill Peck,-,-,1,-,3517550
88.7,768,Golisopod,bug,water,-,-,-,-,-,-,-,-,2497,160.4,171.9,141,29,Fury Cutter,X-Scissor,Aqua Jet,-,-,1,-,3889212
88.7,130,Gyarados,water,flying,-,-,-,-,-,-,-,-,2500,168,138.1,160,27,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,3712677
88.7,635,Hydreigon,dark,dragon,-,-,Shadow,-,-,-,-,-,2498,175,135.6,150,25,Dragon Breath,Brutal Swing*,Fly,-,-,5,-,3559227
88.7,968,Orthworm,steel,none,-,-,-,-,-,-,-,-,2496,144.1,194.9,154,48.5,Mud Slap,Rock Tomb,Earthquake,-,-,5,-,4323824
88.7,733,Toucannon,normal,flying,-,-,-,-,-,-,-,-,2499,177.3,124.8,159,39,Peck,Beak Blast*,Drill Peck,-,-,1,-,3517550
88.6,683,Aromatisse,fairy,none,-,-,-,-,-,-,-,-,2499,152.7,135.3,198,47,Fairy Wind,Psyshock,Moonblast,-,-,3,-,4091706
88.6,537,Seismitoad,water,ground,-,-,-,-,-,-,-,-,2498,154.1,132.5,198,42.5,Mud Shot,Earth Power,Icy Wind,-,-,3,-,4042679
88.5,450,Hippowdon,ground,none,-,-,Shadow,-,-,-,-,-,2500,150,150.7,184,30,Sand Attack,Weather Ball (Rock),Earth Power,-,-,3,-,4160112
88.4,799,Guzzlord,dark,dragon,-,-,-,-,-,-,-,-,2494,145.1,86.1,343,34,Dragon Tail,Brutal Swing,Dragon Claw,-,-,20,-,4287285
88.4,809,Melmetal,steel,none,-,-,-,-,-,-,-,-,2498,155.2,138.3,187,25.5,Thunder Shock,Double Iron Bash*,Dynamic Punch,-,-,20,-,4012293
88.4,730,Primarina,water,fairy,-,-,-,-,-,-,-,-,2495,169,149.1,146,28.5,Waterfall,Disarming Voice,Hydro Cannon*,-,-,3,-,3678176
88.4,503,Samurott,water,none,-,-,-,-,-,-,-,-,2498,165.1,130.7,175,35.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,3777696
88.3,638,Cobalion,steel,fighting,-,-,-,-,-,-,-,-,2496,146.1,180,162,31,Double Kick,Sacred Sword*,Stone Edge,-,-,20,-,4260018
88.2,9,Blastoise,water,none,-,-,Shadow,-,-,-,-,-,2498,143.9,181.6,166,45.5,Rollout,Hydro Cannon*,Ice Beam,-,-,3,-,4337825
88.1,700,Sylveon,fairy,none,-,-,-,-,-,-,-,-,2498,152.2,159.5,169,30,Fairy Wind,Moonblast,Shadow Ball,-,-,5,-,4102727
88.1,73,Tentacruel,water,poison,-,-,-,-,-,-,-,-,2499,141.2,185.2,169,48,Acid,Scald,Payback,-,-,3,-,4416829
88.1,73,Tentacruel,water,poison,-,-,Shadow,-,-,-,-,-,2499,141.2,185.2,169,48,Acid,Scald,Payback,-,-,3,-,4416829
88,699,Aurorus,rock,ice,-,-,-,-,-,-,-,-,2497,145.8,136.6,214,36,Powder Snow,Weather Ball (Ice),Meteor Beam,-,-,5,-,4262140
88,982,Dudunsparce,normal,none,-,-,-,-,-,-,-,-,2499,149.6,128.5,217,38,Rollout,Body Slam,Drill Run,-,-,3,-,4171045
87.9,691,Dragalge,poison,dragon,-,-,-,-,-,-,-,-,2496,151.2,185.4,147,49,Dragon Tail,Aqua Tail,Outrage,-,-,3,-,4121297
87.9,130,Gyarados,water,flying,-,-,Shadow,-,-,-,-,-,2500,168,138.1,160,27,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,3712677
87.9,28,Sandslash,ice,steel,Alolan,-,Shadow,-,-,-,-,-,2498,149.8,171.4,162,47.5,Powder Snow,Ice Punch,Drill Run,-,-,3,-,4159285
87.9,618,Stunfisk,ground,electric,-,-,-,-,-,-,-,-,2445,133.6,156.3,214,50,Thunder Shock,Mud Bomb,Discharge,-,-,5,-,4468817
87.8,706,Goodra,dragon,none,-,-,-,-,-,-,-,-,2493,153.3,175.1,151,26,Dragon Breath,Aqua Tail,Power Whip,-,-,5,-,4051325
87.8,916,Oinkologne,normal,none,-,-,-,-,-,Female,-,-,2500,141.9,144.3,215,45,Mud Slap*,Body Slam,Trailblaze,-,-,1,-,4401451
87.8,212,Scizor,bug,steel,-,-,Shadow,-,-,-,-,-,2494,177.1,144.6,137,31,Bullet Punch,Night Slash,Trailblaze,-,-,5,-,3507755
87.8,110,Weezing,poison,fairy,Galarian,-,-,-,-,-,-,-,2500,155.4,176.2,147,49,Fairy Wind,Brutal Swing,Sludge,-,-,3,-,4025295
87.7,423,Gastrodon,water,ground,-,-,-,-,-,-,-,-,2499,149.8,130.8,212,47.5,Mud Slap,Body Slam,Earth Power,-,-,3,-,4154572
87.7,28,Sandslash,ice,steel,Alolan,-,-,-,-,-,-,-,2498,149.8,171.4,162,47.5,Powder Snow,Ice Punch,Drill Run,-,-,3,-,4159285
87.7,110,Weezing,poison,fairy,Galarian,-,Shadow,-,-,-,-,-,2500,155.4,176.2,147,49,Fairy Wind,Brutal Swing,Sludge,-,-,3,-,4025295
87.6,784,Kommo-o,dragon,fighting,-,-,-,-,-,-,-,-,2496,159.8,178.1,137,28,Dragon Tail,Clanging Scales*,Upper Hand,-,-,5,-,3898756
87.6,272,Ludicolo,water,grass,-,-,-,-,-,-,-,-,2496,153.1,158.1,168,47.5,Astonish,Weather Ball (Water),Energy Ball,-,-,3,-,4067890
87.6,911,Skeledirge,fire,ghost,-,-,-,-,-,-,-,-,2500,156.5,141.8,180,30.5,Incinerate,Torch Song,Shadow Ball,-,-,3,-,3994643
87.6,260,Swampert,water,ground,-,-,Shadow,-,-,-,-,-,2499,157.7,141.3,177,32,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,3944235
87.5,699,Aurorus,rock,ice,-,-,Shadow,-,-,-,-,-,2497,145.8,136.6,214,36,Powder Snow,Weather Ball (Ice),Meteor Beam,-,-,5,-,4262140
87.5,558,Crustle,bug,rock,-,-,-,-,-,-,-,-,2499,155.1,172.9,150,43.5,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,4021778
87.4,563,Cofagrigus,ghost,none,-,-,-,-,-,-,-,-,2497,146.6,208.6,139,49.5,Shadow Claw,Shadow Ball,Dark Pulse,-,-,3,-,4251447
87.4,503,Samurott,water,none,-,-,Shadow,-,-,-,-,-,2498,165.1,130.7,175,35.5,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,3777696
87.3,452,Drapion,poison,dark,-,-,-,-,-,-,-,-,2494,150.9,178,153,46,Poison Sting,Crunch,Aqua Tail,-,-,5,-,4110687
87.2,452,Drapion,poison,dark,-,-,Shadow,-,-,-,-,-,2494,150.9,178,153,46,Poison Sting,Aqua Tail,Crunch,-,-,5,-,4110687
87.2,326,Grumpig,psychic,none,-,-,-,-,-,-,-,-,2498,147,168.7,171,49,Psywave,Dynamic Punch,Shadow Ball,-,-,1,-,4241751
87.1,380,Latias,dragon,psychic,-,-,-,-,-,-,-,-,2495,160.2,178.1,136,26.5,Dragon Breath,Mist Ball*,Aura Sphere,-,-,20,-,3881268
87.1,241,Miltank,normal,none,-,-,-,-,-,-,-,-,2495,136.1,173.1,194,50,Rollout,Body Slam,Ice Beam,-,-,5,-,4571437
87,460,Abomasnow,grass,ice,-,-,Shadow,-,-,-,-,-,2495,152.9,145.4,183,50,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,4068528
87,144,Articuno,ice,flying,-,-,-,-,-,-,-,-,2495,144.6,185.2,160,31,Powder Snow,Icy Wind,Hurricane*,-,-,20,-,4284411
87,618,Stunfisk,ground,steel,Galarian,-,-,-,-,-,-,-,2445,133.6,156.3,214,50,Mud Shot,Rock Slide,Earthquake,-,-,5,-,4468817
86.9,630,Mandibuzz,dark,flying,-,-,-,-,-,-,-,-,2417,121,184.9,215,50,Snarl,Foul Play,Shadow Ball,-,-,5,-,4809416
86.8,646,Kyurem,dragon,ice,-,-,-,-,-,-,-,-,2500,171,121.2,176,26,Dragon Breath,Glaciate*,Dragon Claw,-,-,20,-,3648471
86.8,186,Politoed,water,none,-,-,Shadow,-,-,-,-,-,2499,146.8,159.1,182,46,Mud Shot,Weather Ball (Water),Earthquake*,-,-,3,-,4252767
86.8,243,Raikou,electric,none,-,-,-,-,-,-,-,-,2488,169.2,143,151,26.5,Thunder Shock,Wild Charge,Aura Sphere,-,-,20,-,3653881
86.8,145,Zapdos,electric,flying,-,-,-,-,-,-,-,-,2496,176.1,134.2,149,25.5,Thunder Shock*,Drill Peck,Thunderbolt,-,-,20,-,3521675
86.7,861,Grimmsnarl,dark,fairy,-,-,-,-,-,-,-,-,2498,175.3,116.4,174,34,Sucker Punch,Foul Play,Play Rough,-,-,5,-,3550096
86.7,57,Primeape,fighting,none,-,-,-,-,-,-,-,-,2499,182.4,127.4,147,48.5,Karate Chop*,Rage Fist*,Close Combat,-,-,3,-,3416160
86.6,150,Mewtwo,psychic,none,-,Armored,-,-,-,-,-,-,2492,135,209,163,29.5,Confusion,Psystrike*,Dynamic Punch,-,-,20,-,4596830
86.5,962,Bombirdier,flying,dark,-,-,-,-,-,-,-,-,2497,164.7,150.8,152,45,Sucker Punch,Fly,Rock Tomb,-,-,5,-,3775735
86.5,426,Drifblim,ghost,flying,-,-,-,-,-,-,-,-,2496,153.2,97.4,272,48.5,Hex,Icy Wind,Shadow Ball,-,-,5,-,4061233
86.5,820,Greedent,normal,none,-,-,-,-,-,-,-,-,2496,137.4,143.3,230,49.5,Mud Shot,Body Slam,Trailblaze,-,-,1,-,4527437
86.4,326,Grumpig,psychic,none,-,-,Shadow,-,-,-,-,-,2498,147,168.7,171,49,Psywave,Dynamic Punch,Shadow Ball,-,-,1,-,4241751
86.4,31,Nidoqueen,poison,ground,-,-,-,-,-,-,-,-,2500,150.5,152.1,181,45.5,Mud Slap,Poison Fang,Earth Power,-,-,3,-,4142930
86.2,680,Doublade,steel,ghost,-,-,-,-,-,-,-,-,2497,158,181.8,137,46.5,Shadow Claw,Sacred Sword,Gyro Ball,-,-,5,-,3935561
86.2,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Super,-,2495,147.5,170.5,168,40.5,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4222720
86.2,385,Jirachi,steel,psychic,-,-,-,-,-,-,-,-,2493,155.5,154.8,166,27.5,Confusion,Doom Desire,Aura Sphere,-,-,20,-,3996896
86.1,144,Articuno,ice,flying,-,-,Shadow,-,-,-,-,-,2488,146.2,180,160,30.5,Powder Snow,Icy Wind,Hurricane*,-,-,20,-,4211218
86.1,257,Blaziken,fire,fighting,-,-,Shadow,-,-,-,-,-,2495,185.1,117.9,154,34,Ember,Aura Sphere,Blast Burn*,-,-,3,-,3361194
86.1,186,Politoed,water,none,-,-,-,-,-,-,-,-,2499,146.8,159.1,182,46,Mud Shot,Weather Ball (Water),Earthquake*,-,-,3,-,4252767
86,78,Rapidash,fire,none,-,-,Shadow,-,-,-,-,-,2498,173.1,143.6,145,46,Incinerate,Wild Charge*,Drill Run,-,-,3,-,3602748
85.9,460,Abomasnow,grass,ice,-,-,-,-,-,-,-,-,2495,152.9,145.4,183,50,Powder Snow,Weather Ball (Ice),Energy Ball,-,-,3,-,4068528
85.8,558,Crustle,bug,rock,-,-,Shadow,-,-,-,-,-,2499,155.1,172.9,150,43.5,Fury Cutter,X-Scissor,Rock Wrecker,-,-,1,-,4021778
85.8,57,Primeape,fighting,none,-,-,Shadow,-,-,-,-,-,2499,182.4,127.4,147,48.5,Karate Chop*,Rage Fist*,Ice Punch,-,-,3,-,3416160
85.8,145,Zapdos,electric,flying,-,-,Shadow,-,-,-,-,-,2480,177.4,132.9,147,25.5,Thunder Shock*,Drill Peck,Thunderbolt,-,-,20,-,3465841
85.7,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Average,-,2496,149.5,189.6,147,49,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4167554
85.7,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Large,-,2494,148.3,179.1,158,44,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4195581
85.7,78,Rapidash,fire,none,-,-,-,-,-,-,-,-,2498,173.1,143.6,145,46,Incinerate,Wild Charge*,Drill Run,-,-,3,-,3602748
85.7,709,Trevenant,ghost,grass,-,-,Shadow,-,-,-,-,-,2500,165.6,135.7,168,43.5,Shadow Claw,Shadow Ball,Seed Bomb,-,-,5,-,3775585
85.6,839,Coalossal,rock,fire,-,-,-,-,-,-,-,-,2496,127.3,178.5,215,49.5,Fire Spin,Rock Slide,Flame Charge,-,-,3,-,4885919
85.6,226,Mantine,water,flying,-,-,-,-,-,-,-,-,2383,137,202.5,149,50,Wing Attack,Twister,Water Pulse,-,-,5,-,4132945
85.6,709,Trevenant,ghost,grass,-,-,-,-,-,-,-,-,2500,165.6,135.7,168,43.5,Shadow Claw,Shadow Ball,Seed Bomb,-,-,5,-,3775585
85.5,426,Drifblim,ghost,flying,-,-,Shadow,-,-,-,-,-,2496,153.2,97.4,272,48.5,Hex,Shadow Ball,Icy Wind,-,-,5,-,4061233
85.5,442,Spiritomb,ghost,dark,-,-,-,-,-,-,-,-,2343,154.6,179.8,127,50,Sucker Punch,Shadow Ball,Rock Tomb,-,-,5,-,3531052
85.3,31,Nidoqueen,poison,ground,-,-,Shadow,-,-,-,-,-,2500,150.5,152.1,181,45.5,Mud Slap,Poison Fang,Earth Power,-,-,3,-,4142930
85.3,770,Palossand,ghost,ground,-,-,-,-,-,-,-,-,2500,150.2,157.6,175,47,Astonish,Shadow Ball,Sand Tomb,-,-,3,-,4143492
85.3,807,Zeraora,electric,none,-,-,-,-,-,-,-,-,2494,180.9,129.3,147,26.5,Volt Switch,Plasma Fists,Wild Charge,-,-,20,-,3437240
85.2,101,Electrode,electric,grass,Hisuian,-,-,-,-,-,-,-,2430,160.5,160.5,142,50,Thunder Shock,Wild Charge,Energy Ball,-,-,3,-,3657833
85,717,Yveltal,dark,flying,-,-,-,-,-,-,-,-,2496,167.9,131.6,167,24.5,Sucker Punch,Dark Pulse,Oblivion Wing*,-,-,20,-,3690577
84.9,437,Bronzong,steel,psychic,-,-,-,-,-,-,-,-,2499,147.1,189.9,152,50,Confusion,Weather Ball (Water),Payback,-,-,3,-,4244816
84.9,279,Pelipper,water,flying,-,-,-,-,-,-,-,-,2404,159.7,158.8,142,50,Wing Attack,Weather Ball (Water),Hurricane,-,-,3,-,3600580
84.9,377,Regirock,rock,none,-,-,-,-,-,-,-,-,2488,133.9,234.9,147,30,Lock On,Stone Edge,Focus Blast,-,-,20,-,4623167
84.8,472,Gliscor,ground,flying,-,-,-,-,-,-,-,-,2500,148.8,186.6,151,39.5,Wing Attack,Acrobatics,Night Slash,-,-,5,-,4194296
84.8,658,Greninja,water,dark,-,-,Shadow,-,-,-,-,-,2498,178.8,129.9,150,39.5,Water Shuriken,Hydro Cannon*,Night Slash,-,-,3,-,3483959
84.8,635,Hydreigon,dark,dragon,-,-,-,-,-,-,-,-,2498,175,135.6,150,25,Dragon Breath,Brutal Swing*,Dragon Pulse,-,-,5,-,3559227
84.8,685,Slurpuff,fairy,none,-,-,-,-,-,-,-,-,2486,153.8,149.6,174,50,Fairy Wind,Energy Ball,Flamethrower,-,-,3,-,4002111
84.8,788,Tapu Fini,water,fairy,-,-,-,-,-,-,-,-,2498,147.7,201.8,141,35,Water Gun,Surf,Nature's Madness*,-,-,20,-,4204161
84.6,591,Amoonguss,grass,poison,-,-,Shadow,-,-,-,-,-,2420,142.9,129.4,221,50,Astonish,Foul Play,Grass Knot,-,-,3,-,4085363
84.6,487,Giratina,ghost,dragon,-,Origin,-,-,-,-,-,-,2500,154.3,134.3,195,25,Shadow Claw,Shadow Ball,Dragon Pulse,-,-,20,-,4039334
84.6,380,Latias,dragon,psychic,-,-,Shadow,-,-,-,-,-,2499,163.5,171.7,136,26,Dragon Breath,Mist Ball*,Aura Sphere,-,-,20,-,3816412
84.6,197,Umbreon,dark,none,-,-,-,-,-,-,-,-,2416,118.5,214.3,194,50,Snarl,Foul Play,Last Resort*,-,-,5,-,4925267
84.5,649,Genesect,bug,steel,-,-,-,-,Shock,-,-,-,2493,181.9,147.2,127,27,Fury Cutter,X-Scissor,Techno Blast (Shock),-,-,20,-,3398909
84.5,923,Pawmot,electric,fighting,-,-,-,-,-,-,-,-,2500,187.1,120.5,148,40.5,Thunder Shock,Brick Break*,Wild Charge,-,-,3,-,3336944
84.4,182,Bellossom,grass,none,-,-,Shadow,-,-,-,-,-,2499,151.6,166.6,163,48.5,Acid,Leaf Blade,Dazzling Gleam,-,-,3,-,4115043
84.4,249,Lugia,psychic,flying,-,-,-,-,-,-,-,-,2495,132.3,215.7,164,25,Dragon Tail,Aeroblast*,Fly,-,-,20,-,4679276
84.3,68,Machamp,fighting,none,-,-,Shadow,-,-,-,-,-,2498,174.1,127.3,161,30,Karate Chop*,Cross Chop,Rock Slide,-,-,3,-,3569589
84.2,711,Gourgeist,ghost,grass,-,-,-,-,-,-,Small,-,2499,154.2,196,134,49.5,Incinerate,Shadow Ball,Seed Bomb,-,-,5,-,4049702
