Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
85.6,435,Skuntank,poison,dark,-,-,-,-,-,-,-,-,1493,121.7,95.2,158,23.5,Poison Jab,Trailblaze,Crunch,-,-,3,-,1831135
85.1,997,Arctibax,dragon,ice,-,-,-,-,-,-,-,-,1500,122.9,98.6,151,27,Dragon Breath,Avalanche,Dragon Claw,-,-,5,-,1828678
84.9,73,Tentacruel,water,poison,-,-,-,-,-,-,-,-,1495,108.9,143.5,131,23,Acid,Scald,Payback,-,-,3,-,2047453
84.8,227,Skarmory,steel,flying,-,-,-,-,-,-,-,-,1500,105.5,166.6,121,27,Air Slash,Brave Bird,Sky Attack,-,-,5,-,2126860
84.7,373,Salamence,dragon,flying,-,-,-,-,-,-,-,-,1497,143.5,93.1,117,14.5,Dragon Tail,Fly,Brutal Swing,-,-,5,-,1562473
84.3,304,Aron,steel,rock,-,-,-,-,-,-,-,-,1478,114.3,131.1,127,50,Metal Sound,Rock Tomb,Body Slam,-,-,1,-,1902550
84.2,601,Klinklang,steel,none,-,-,-,-,-,-,-,-,1497,124.3,139.6,104,21,Thunder Shock,Zap Cannon,Mirror Shot,-,-,5,-,1803808
84.1,141,Kabutops,rock,water,-,-,-,-,-,-,-,-,1498,135.5,119.8,102,20.5,Fury Cutter*,Stone Edge,Aqua Jet,-,-,5,-,1654897
84.1,376,Metagross,steel,psychic,-,-,-,-,-,-,-,-,1498,132.8,122.1,104,14.5,Fury Cutter,Meteor Mash*,Earthquake,-,-,5,-,1685821
84,320,Wailmer,water,none,-,-,-,-,-,-,-,-,1499,116.6,68.3,242,48.5,Rollout,Body Slam,Scald,-,-,1,-,1926826
83.1,248,Tyranitar,rock,dark,-,-,-,-,-,-,-,-,1500,129.7,111.4,120,14.5,Dragon Breath,Brutal Swing,Stone Edge,-,-,5,-,1734171
82.8,306,Aggron,steel,rock,-,-,-,-,-,-,-,-,1500,116.6,155.7,106,18.5,Dragon Tail,Meteor Beam,Rock Tomb,-,-,1,-,1925111
82.8,635,Hydreigon,dark,dragon,-,-,-,-,-,-,-,-,1500,136.1,104.5,116,15,Dragon Breath,Brutal Swing*,Fly,-,-,5,-,1649711
82.7,27,Sandshrew,ice,steel,Alolan,-,-,-,-,-,-,-,1462,117.6,121,127,50,Powder Snow,Night Slash,Gyro Ball,-,-,3,-,1807853
82.2,369,Relicanth,water,rock,-,-,-,-,-,-,-,-,1499,105.2,133.7,152,22.5,Water Gun,Ancient Power,Aqua Tail,-,-,5,-,2137627
82,962,Bombirdier,flying,dark,-,-,-,-,-,-,-,-,1497,127.8,117.2,117,22,Sucker Punch,Fly,Rock Tomb,-,-,5,-,1752237
81.9,581,Swanna,water,flying,-,-,-,-,-,-,-,-,1497,128.6,101.1,134,26.5,Gust,Fly,Aqua Jet,-,-,3,-,1741978
81.5,211,Qwilfish,water,poison,-,-,-,-,-,-,-,-,1497,131.2,105.5,123,27,Poison Sting,Aqua Tail,Shadow Ball,-,-,3,-,1702587
81.2,780,Drampa,normal,dragon,-,-,-,-,-,-,-,-,1499,136.8,104.2,115,19,Dragon Breath,Swift,Outrage,-,-,5,-,1640140
81.2,8,Wartortle,water,none,-,-,-,-,-,-,-,-,1496,107.6,139.1,139,47.5,Water Gun,Aqua Jet,Ice Beam,-,-,3,-,2080282
81,262,Mightyena,dark,none,-,-,-,-,-,-,-,-,1497,125.9,105.8,133,29,Sucker Punch,Crunch,Poison Fang,-,-,1,-,1770707
80.5,160,Feraligatr,water,none,-,-,-,-,-,-,-,-,1500,123.9,117.4,125,19.5,Shadow Claw,Hydro Cannon*,Crunch,-,-,3,-,1817697
80.1,305,Lairon,steel,rock,-,-,-,-,-,-,-,-,1500,113.8,147.2,118,27,Metal Sound,Rock Tomb,Rock Slide,-,-,1,-,1976790
79.6,88,Grimer,poison,dark,Alolan,-,-,-,-,-,-,-,1497,122.8,86.9,171,49,Poison Jab,Crunch,Sludge Bomb,-,-,3,-,1824029
79.6,198,Murkrow,dark,flying,-,-,-,-,-,-,-,-,1499,143.2,81.1,135,41,Peck,Drill Peck,Foul Play,-,-,3,-,1567720
79.2,966,Revavroom,steel,poison,-,-,-,-,-,-,-,-,1500,135.7,102.5,119,19,Poison Jab,Gyro Ball,Overheat,-,-,3,-,1654542
79,121,Starmie,water,psychic,-,-,-,-,-,-,-,-,1500,133.2,122,104,21.5,Psywave,Aqua Jet,Power Gem,-,-,3,-,1689998
78.6,594,Alomomola,water,none,-,-,-,-,-,-,-,-,1499,97.4,99.5,238,26,Waterfall,Psychic,Hydro Pump,-,-,5,-,2305528
78.4,89,Muk,poison,dark,Alolan,-,-,-,-,-,-,-,1491,115.9,111.7,148,20,Poison Jab,Dark Pulse,Sludge Wave,-,-,3,-,1916176
78.4,20,Raticate,dark,normal,Alolan,-,-,-,-,-,-,-,1497,107.1,130.2,150,36.5,Quick Attack,Crunch,Hyper Fang,-,-,1,-,2090786
78.2,621,Druddigon,dragon,none,-,-,-,-,-,-,-,-,1499,131.2,111.3,117,20.5,Dragon Tail,Night Slash,Rock Tomb,-,-,5,-,1708917
78.1,140,Kabuto,rock,water,-,-,-,-,-,-,-,-,1499,134.5,129.5,96,49,Mud Shot,Rock Tomb,Aqua Jet,-,-,5,-,1671529
77.8,998,Baxcalibur,dragon,ice,-,-,-,-,-,-,-,-,1500,135.7,95.7,127,15.5,Dragon Breath,Glaive Rush*,Avalanche,-,-,5,-,1649572
77.8,222,Corsola,water,rock,-,-,-,-,-,-,-,-,1500,108.6,142,134,49,Bubble,Power Gem,Rock Blast,-,-,3,-,2066246
77.6,996,Frigibax,dragon,ice,-,-,-,-,-,-,-,-,1410,125.2,84.9,149,50,Dragon Breath,Avalanche,Dragon Claw,-,-,5,-,1583298
77.5,565,Carracosta,water,rock,-,-,-,-,-,-,-,-,1499,121.4,127,120,21.5,Rock Throw,Body Slam,Ancient Power,-,-,5,-,1849862
77.5,138,Omanyte,rock,water,-,-,-,-,-,-,-,-,1500,128,135.3,101,43,Mud Shot,Rock Tomb*,Rock Blast,-,-,5,-,1749618
77.1,625,Bisharp,dark,steel,-,-,-,-,-,-,-,-,1500,139.8,109.7,105,19.5,Snarl,X-Scissor,Dark Pulse,-,-,5,-,1610607
76.3,884,Duraludon,steel,dragon,-,-,-,-,-,-,-,-,1497,137.7,112.2,105,18,Dragon Tail,Dragon Claw,Flash Cannon,-,-,5,-,1622747
75.7,134,Vaporeon,water,none,-,-,-,-,-,-,-,-,1500,118.5,96.9,165,18,Water Gun,Aqua Tail,Last Resort*,-,-,5,-,1894159
75.6,611,Fraxure,dragon,none,-,-,-,-,-,-,-,-,1500,144.3,91.5,118,25,Dragon Tail,Night Slash,Dragon Claw,-,-,5,-,1557842
75.5,80,Slowbro,water,psychic,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,Confusion,Drain Punch,Surf*,-,-,3,-,1974848
75.2,55,Golduck,water,none,-,-,-,-,-,-,-,-,1499,124.2,112.2,129,22.5,Confusion,Cross Chop,Liquidation,-,-,3,-,1796871
74.9,658,Greninja,water,dark,-,-,-,-,-,-,-,-,1500,139.6,100.4,115,21,Water Shuriken,Night Slash,Hydro Cannon*,-,-,3,-,1611397
74.9,139,Omastar,rock,water,-,-,-,-,-,-,-,-,1500,126.6,128.4,109,20,Mud Shot,Rock Slide*,Hydro Pump,-,-,5,-,1773092
74.2,400,Bibarel,normal,water,-,-,-,-,-,-,-,-,1498,123,99.3,149,31.5,Rollout,Hyper Fang,Surf,-,-,1,-,1818797
73.3,422,Shellos,water,none,-,-,-,-,-,-,-,-,1284,99.2,100.8,166,50,Mud Slap,Body Slam,Mud Bomb,-,-,3,-,1659740
73,79,Slowpoke,water,psychic,-,-,-,-,-,-,-,-,1386,104.2,95,186,50,Confusion,Psyshock,Water Pulse,-,-,3,-,1840271
71.2,612,Haxorus,dragon,none,-,-,-,-,-,-,-,-,1500,151.5,95.2,103,15.5,Dragon Tail,Night Slash,Dragon Claw,-,-,5,-,1485200
71.1,913,Quaxwell,water,none,-,-,-,-,-,-,-,-,1500,125.4,103.5,138,34,Wing Attack,Aqua Jet,Aerial Ace,-,-,3,-,1792214
70.9,779,Bruxish,water,psychic,-,-,-,-,-,-,-,-,1495,136.5,102.5,117,23,Confusion,Aqua Tail,Psyshock,-,-,3,-,1636557
70.6,61,Poliwhirl,water,none,-,-,-,-,-,-,-,-,1500,114.3,116,148,50,Mud Shot,Mud Bomb,Scald*,-,-,3,-,1961320
70.5,564,Tirtouga,water,rock,-,-,-,-,-,-,-,-,1500,114.4,132.5,130,46.5,Water Gun,Body Slam,Ancient Power,-,-,5,-,1969593
70.3,729,Brionne,water,none,-,-,-,-,-,-,-,-,1500,125.9,117.1,121,30,Charm,Aqua Jet,Disarming Voice,-,-,3,-,1782789
69.5,159,Croconaw,water,none,-,-,-,-,-,-,-,-,1500,117.7,120,135,35.5,Water Gun,Crunch,Ice Punch,-,-,3,-,1907626
68.2,394,Prinplup,water,none,-,-,-,-,-,-,-,-,1498,118.6,117.1,136,36.5,Bubble,Icy Wind,Return<sup>†</sup>,-,-,3,-,1888948
68.1,53,Persian,dark,none,Alolan,-,-,-,-,-,-,-,1498,122.4,112.6,133,34,Feint Attack,Foul Play,Trailblaze,-,-,3,-,1833307
67.9,264,Linoone,dark,normal,Galarian,-,-,-,-,-,-,-,1497,114.1,111.8,154,38.5,Snarl,Body Slam,Dig,-,-,1,-,1965124
67.3,117,Seadra,water,none,-,-,-,-,-,-,-,-,1494,131.3,117.6,110,26.5,Dragon Breath,Dragon Pulse,Return<sup>†</sup>,-,-,3,-,1699030
67.2,72,Tentacool,water,poison,-,-,-,-,-,-,-,-,1176,94.1,137.8,113,50,Poison Sting,Wrap,Water Pulse,-,-,3,-,1465578
67.1,199,Slowking,water,psychic,-,-,-,-,-,-,-,-,1500,113.4,120.9,144,22,Confusion,Surf*,Psychic,-,-,3,-,1974848
67.1,571,Zoroark,dark,none,-,-,-,-,-,-,-,-,1500,157.3,88,103,21.5,Shadow Claw,Foul Play,Night Shade,-,-,5,-,1425304
66.6,342,Crawdaunt,water,dark,-,-,-,-,-,-,-,-,1498,144.7,98.4,109,22,Snarl,Night Slash,Scald,-,-,3,-,1551934
66.6,458,Mantyke,water,flying,-,-,-,-,-,-,-,-,1411,100.8,163,120,50,Bubble,Aerial Ace,Water Pulse,-,-,5,-,1972572
66.4,696,Tyrunt,rock,dragon,-,-,-,-,-,-,-,-,1498,126.6,107.9,129,38.5,Dragon Tail,Rock Tomb,Dragon Claw,-,-,5,-,1762642
65.9,430,Honchkrow,dark,flying,-,-,-,-,-,-,-,-,1500,150,68.9,145,20.5,Peck,Brave Bird,Dark Pulse,-,-,3,-,1499623
65.3,690,Skrelp,poison,water,-,-,-,-,-,-,-,-,1202,104.2,104.2,127,50,Acid,Twister,Aqua Tail,-,-,3,-,1378846
65,715,Noivern,flying,dragon,-,-,-,-,-,-,-,-,1500,125.5,113.5,126,20,Gust,Hurricane,Heat Wave,-,-,5,-,1794213
65,224,Octillery,water,none,-,-,-,-,-,-,-,-,1495,131.5,100.8,128,24,Lock On,Water Pulse,Gunk Shot,-,-,1,-,1696917
64.6,461,Weavile,dark,ice,-,-,-,-,-,-,-,-,1500,141.9,105.1,106,18.5,Snarl,Foul Play,Avalanche,-,-,3,-,1581752
64.4,99,Kingler,water,none,-,-,-,-,-,-,-,-,1500,144.5,115.6,93,19.5,Mud Shot*,Razor Shell,X-Scissor,-,-,3,-,1553975
63.6,419,Floatzel,water,none,-,-,-,-,-,-,-,-,1500,143.8,81.7,133,22.5,Waterfall,Swift,Aqua Jet,-,-,3,-,1563742
63.3,91,Cloyster,water,ice,-,-,-,-,-,-,-,-,1498,119,169.8,93,22,Ice Shard,Avalanche,Liquidation,-,-,3,-,1879927
63.3,904,Overqwil,dark,poison,-,-,-,-,-,-,-,-,1498,131,106.9,122,18.5,Poison Sting,Shadow Ball,Dark Pulse,-,-,5,-,1708017
63.3,697,Tyrantrum,rock,dragon,-,-,-,-,-,-,-,-,1493,129.1,115.1,116,17.5,Dragon Tail,Meteor Beam,Rock Tomb,-,-,5,-,1723842
61.7,215,Sneasel,dark,ice,-,-,-,-,-,-,-,-,1497,134,111.8,111,27,Ice Shard,Foul Play,Avalanche,-,-,3,-,1661900
61.6,367,Huntail,water,none,-,-,-,-,-,-,-,-,1497,130.8,125.6,104,23.5,Water Gun,Aqua Tail,Crunch,-,-,3,-,1709128
60.6,211,Qwilfish,dark,poison,Hisuian,-,-,-,-,-,-,-,1494,128.1,112.4,121,26,Poison Sting,Shadow Ball,Dark Pulse,-,-,3,-,1741533
59.4,434,Stunky,poison,dark,-,-,-,-,-,-,-,-,1301,114.3,88.2,147,50,Bite,Trailblaze,Crunch,-,-,3,-,1482226
57.7,550,Basculin,water,none,-,-,-,-,-,-,-,-,1500,134,97.2,129,27,Tackle,Aqua Tail,Aqua Jet,-,-,1,-,1679476
57.1,98,Krabby,water,none,-,-,-,-,-,-,-,-,1498,148.1,111.2,92,42,Mud Shot,Bubble Beam,Razor Shell,-,-,3,-,1515235
56.7,86,Seel,water,none,-,-,-,-,-,-,-,-,1098,84,114.3,149,50,Lick,Aqua Tail,Icy Wind,-,-,3,-,1430849
56.3,965,Varoom,steel,poison,-,-,-,-,-,-,-,-,1287,116,102.5,120,50,Poison Jab,Gyro Ball,Gunk Shot,-,-,3,-,1426556
55.6,359,Absol,dark,none,-,-,-,-,-,-,-,-,1498,156.6,84,109,22,Psycho Cut,Dark Pulse,Megahorn,-,-,5,-,1433529
55.6,366,Clamperl,water,none,-,-,-,-,-,-,-,-,1436,124.4,126,105,50,Water Gun,Body Slam,Water Pulse,-,-,3,-,1645929
54.9,510,Liepard,dark,none,-,-,-,-,-,-,-,-,1496,139.8,88.5,129,30,Snarl,Dark Pulse,Play Rough,-,-,1,-,1596153
54,118,Goldeen,water,none,-,-,-,-,-,-,-,-,1302,116,105,120,50,Peck,Aqua Tail,Horn Attack,-,-,3,-,1461636
52.1,692,Clauncher,water,none,-,-,-,-,-,-,-,-,1230,103.4,110.9,127,50,Water Gun,Aqua Jet,Crabhammer,-,-,3,-,1455967
51.7,158,Totodile,water,none,-,-,-,-,-,-,-,-,1279,110.9,104.2,127,50,Water Gun,Aqua Jet,Crunch,-,-,3,-,1467804
51.5,961,Wugtrio,water,none,-,-,-,-,-,-,-,-,1499,151.1,108.6,90,29,Mud Slap,Dig,Surf,-,-,3,-,1476993
51.4,341,Corphish,water,none,-,-,-,-,-,-,-,-,1391,131.1,95.8,117,50,Bubble,Return<sup>†</sup>,Aqua Jet,-,-,3,-,1469211
50.2,728,Popplio,water,none,-,-,-,-,-,-,-,-,1276,113.4,99.2,127,50,Water Gun,Aqua Tail,Aqua Jet,-,-,3,-,1428526
49.8,319,Sharpedo,water,dark,-,-,-,-,-,-,-,-,1498,166.6,64.1,126,25.5,Waterfall,Crunch,Poison Fang,-,-,3,-,1345428
47.6,516,Simipour,water,none,-,-,-,-,-,-,-,-,1496,136,95.8,126,23.5,Water Gun,Crunch,Surf,-,-,3,-,1642252
47.1,693,Clawitzer,water,none,-,-,-,-,-,-,-,-,1497,134.4,110.5,112,20,Smack Down,Crabhammer,Dark Pulse,-,-,3,-,1663806
45.3,393,Piplup,water,none,-,-,-,-,-,-,-,-,1215,106.7,98.3,131,50,Bubble,Drill Peck,Icy Wind,-,-,3,-,1374452
43.6,817,Drizzile,water,none,-,-,-,-,-,-,-,-,1499,137.9,92.1,128,29.5,Water Gun,Surf,Water Pulse,-,-,3,-,1626045
43.6,657,Frogadier,water,none,-,-,-,-,-,-,-,-,1500,134.5,100.9,123,38.5,Bubble,Surf,Aerial Ace,-,-,3,-,1668029
43.1,610,Axew,dragon,none,-,-,-,-,-,-,-,-,1495,138.7,96.1,121,49,Scratch,Dragon Claw,Aqua Tail,-,-,5,-,1611671
41.6,368,Gorebyss,water,none,-,-,-,-,-,-,-,-,1499,136.2,121,100,22.5,Confusion,Water Pulse,Draining Kiss,-,-,3,-,1648806
37.1,818,Inteleon,water,none,-,-,-,-,-,-,-,-,1500,153.4,89.1,107,18.5,Water Gun,Shadow Ball,Surf,-,-,3,-,1461879
