Score,Dex,Pokemon,Type 1,Type 2,Region,Form Type,Shadow,Mega,Alt Form,Gender,Size,Weather,CP,ATK,DEF,HP,Level,Fast Move,Charge Move 1,Charge Move 2,Fast Turns,Charge 1 Turns,Buddy Distance,Second Move Cost,Stat Product
87.2,373,Salamence,dragon,flying,-,-,Shadow,-,-,-,-,-,4239,245.4,153.8,194,50,Dragon Tail,Brutal Swing,Fly,-,-,5,-,7319888
87.1,468,Togekiss,fairy,flying,-,-,-,-,-,-,-,-,3767,201.7,194.9,178,50,Peck,Dazzling Gleam,Aura Sphere*,-,-,3,-,6998226
87,130,Gyarados,water,flying,-,-,Shadow,-,-,-,-,-,3834,211.8,168.9,194,50,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,6938524
86.9,713,Avalugg,ice,rock,Hisuian,-,-,-,-,-,-,-,3909,192.4,212.6,194,50,Powder Snow,Rock Slide,Icy Wind,-,-,3,-,7936454
86.9,130,Gyarados,water,flying,-,-,-,-,-,-,-,-,3834,211.8,168.9,194,50,Dragon Breath,Aqua Tail*,Twister,-,-,1,-,6938524
86.8,998,Baxcalibur,dragon,ice,-,-,-,-,-,-,-,-,4013,226,153.8,205,50,Dragon Breath,Glaive Rush*,Avalanche,-,-,5,-,7125675
86.5,796,Xurkitree,electric,none,-,-,-,-,-,-,-,-,4451,289.9,133.6,176,50,Thunder Shock,Discharge,Dazzling Gleam,-,-,20,-,6817068
85.6,254,Sceptile,grass,dragon,-,-,-,Mega,-,-,-,-,4585,281.5,168.9,157,50,Fury Cutter,Leaf Blade,Dragon Claw,-,-,3,-,7464647
85.6,642,Thundurus,electric,flying,-,Therian,-,-,-,-,-,-,4137,260.5,147.9,170,50,Volt Switch,Wildbolt Storm*,Focus Blast,-,-,20,-,6549257
85.5,460,Abomasnow,grass,ice,-,-,-,Mega,-,-,-,-,3850,214.3,173.1,186,50,Powder Snow,Icy Wind,Energy Ball,-,-,3,-,6899047
85.5,149,Dragonite,dragon,flying,-,-,-,-,-,-,-,-,4287,233.6,179,188,50,Dragon Breath,Thunder Punch,Superpower,-,-,5,-,7860515
85.1,768,Golisopod,bug,water,-,-,-,-,-,-,-,-,3575,195.8,202.5,164,50,Fury Cutter,X-Scissor,Aqua Jet,-,-,1,-,6502578
85.1,150,Mewtwo,psychic,none,-,Armored,-,-,-,-,-,-,3603,165.5,246.2,192,50,Confusion,Psystrike*,Dynamic Punch,-,-,20,-,7825351
85.1,384,Rayquaza,dragon,flying,-,-,-,-,-,-,-,-,4336,251.2,155.5,191,50,Dragon Tail,Breaking Swipe*,Dragon Ascent*,-,-,20,-,7460107
84.9,250,Ho-Oh,fire,flying,-,-,Shadow,-,-,-,-,-,4367,213.4,217.6,192,50,Incinerate,Brave Bird,Sacred Fire*,-,-,20,-,8918739
84.8,373,Salamence,dragon,flying,-,-,-,-,-,-,-,-,4239,245.4,153.8,194,50,Dragon Tail,Brutal Swing,Fly,-,-,5,-,7319888
84.5,721,Volcanion,fire,water,-,-,-,-,-,-,-,-,4102,224.4,194.1,172,50,Incinerate,Scald,Earth Power,-,-,20,-,7490666
83.7,127,Pinsir,bug,flying,-,-,-,Mega,-,-,-,-,4728,268.9,206.7,149,50,Fury Cutter,X-Scissor,Close Combat,-,-,5,-,8282093
83.7,730,Primarina,water,fairy,-,-,-,-,-,-,-,-,3618,207.6,176.5,172,50,Charm,Disarming Voice,Hydro Cannon*,-,-,3,-,6299607
83.5,645,Landorus,ground,flying,-,Therian,-,-,-,-,-,-,4434,255.5,163,184,50,Mud Shot,Sandsear Storm*,Stone Edge,-,-,20,-,7662348
83.1,905,Enamorus,fairy,flying,-,Therian,-,-,-,-,-,-,3830,222.7,181.5,163,50,Fairy Wind,Fly,Moonblast,-,-,20,-,6588036
82.7,350,Milotic,water,none,-,-,-,-,-,-,-,-,3398,173.9,196.6,194,50,Dragon Tail,Aqua Tail,Wrap,-,-,5,-,6635241
82.6,494,Victini,psychic,fire,-,-,-,-,-,-,-,-,3691,189.1,189.1,201,50,Confusion,V-Create,Psyshock,-,-,20,-,7185051
82.1,713,Avalugg,ice,none,-,-,-,-,-,-,-,-,3615,177.3,214.3,194,50,Ice Fang,Avalanche,Body Slam,-,-,3,-,7370435
82.1,785,Tapu Koko,electric,fairy,-,-,-,-,-,-,-,-,3582,222.7,164.7,157,50,Volt Switch,Thunderbolt,Nature's Madness*,-,-,20,-,5757983
82,143,Snorlax,normal,none,-,-,Shadow,-,-,-,-,-,3647,172.3,154.6,289,50,Lick,Body Slam,Superpower,-,-,5,-,7697298
81.9,350,Milotic,water,none,-,-,Shadow,-,-,-,-,-,3398,173.9,196.6,194,50,Dragon Tail,Aqua Tail,Wrap,-,-,5,-,6635241
81.8,901,Ursaluna,ground,normal,-,-,-,-,-,-,-,-,4358,216.8,164.7,245,50,Tackle,Swift,High Horsepower*,-,-,3,-,8748037
81.6,395,Empoleon,water,steel,-,-,Shadow,-,-,-,-,-,3279,189.1,168.9,178,50,Metal Sound,Hydro Cannon*,Drill Peck,-,-,3,-,5684174
81.5,977,Dondozo,water,none,-,-,-,-,-,-,-,-,3388,160.5,162.2,274,50,Waterfall,Surf,Outrage,-,-,5,-,7131978
81.5,18,Pidgeot,normal,flying,-,-,-,Mega,-,-,-,-,4160,247.9,159.7,176,50,Wing Attack*,Brave Bird,Twister,-,-,1,-,6965576
81.4,975,Cetitan,ice,none,-,-,-,-,-,-,-,-,3519,187.4,116,304,50,Powder Snow,Avalanche,Icicle Spear,-,-,3,-,6605813
81.2,143,Snorlax,normal,none,-,-,-,-,-,-,-,-,3647,172.3,154.6,289,50,Lick,Body Slam,Superpower,-,-,5,-,7697298
81.1,488,Cresselia,psychic,none,-,-,-,-,-,-,-,-,3230,140.3,229.4,231,50,Psycho Cut,Grass Knot*,Moonblast,-,-,20,-,7436350
80.8,642,Thundurus,electric,flying,-,Incarnate,Shadow,-,-,-,-,-,3782,236.1,150.4,170,50,Thunder Shock,Thunder Punch,Crunch,-,-,20,-,6037776
80.6,699,Aurorus,rock,ice,-,-,Shadow,-,-,-,-,-,3168,168.9,149.6,235,50,Powder Snow,Weather Ball (Ice),Meteor Beam,-,-,5,-,5936803
80.6,861,Grimmsnarl,dark,fairy,-,-,-,-,-,-,-,-,3222,203.4,129.4,194,50,Sucker Punch,Foul Play,Play Rough,-,-,5,-,5105127
80.6,647,Keldeo,water,fighting,-,Resolute,-,-,-,-,-,-,4181,231.1,173.9,188,50,Low Kick,Aqua Jet,Secret Sword*,-,-,20,-,7556656
80.6,901,Ursaluna,ground,normal,-,-,Shadow,-,-,-,-,-,4358,216.8,164.7,245,50,Tackle,Swift,High Horsepower*,-,-,3,-,8748037
80.4,719,Diancie,rock,fairy,-,-,-,Mega,-,-,-,-,4913,300,210.1,127,50,Rock Throw,Rock Slide,Moonblast,-,-,20,-,8003514
80.4,800,Necrozma,psychic,none,-,-,-,-,-,-,-,-,4163,223.5,176.5,196,50,Shadow Claw,Dark Pulse,Outrage,-,-,20,-,7730823
79.5,378,Regice,ice,none,-,-,Shadow,-,-,-,-,-,3530,163,272.3,172,50,Lock On,Blizzard,Thunder*,-,-,20,-,7633856
79.4,892,Urshifu,fighting,water,-,-,-,-,Rapid Strike,-,-,-,4077,226,161.3,201,50,Waterfall,Dynamic Punch,Aqua Jet,-,-,20,-,7330242
79.3,488,Cresselia,psychic,none,-,-,Shadow,-,-,-,-,-,3230,140.3,229.4,231,50,Psycho Cut,Grass Knot*,Moonblast,-,-,20,-,7436350
79.1,144,Articuno,ice,flying,-,-,-,-,-,-,-,-,3450,173.9,210.9,186,50,Powder Snow,Triple Axel,Ancient Power,-,-,20,-,6823792
79.1,115,Kangaskhan,normal,none,-,-,-,Mega,-,-,-,-,4353,219.3,189.1,208,50,Low Kick,Brick Break*,Outrage,-,-,3,-,8624921
79.1,647,Keldeo,water,fighting,-,Ordinary,-,-,-,-,-,-,4181,231.1,173.9,188,50,Low Kick,Aqua Jet,Sacred Sword,-,-,20,-,7556656
79,144,Articuno,ice,flying,-,-,Shadow,-,-,-,-,-,3450,173.9,210.9,186,50,Powder Snow,Triple Axel,Ancient Power,-,-,20,-,6823792
79,395,Empoleon,water,steel,-,-,-,-,-,-,-,-,3279,189.1,168.9,178,50,Metal Sound,Hydro Cannon*,Flash Cannon,-,-,3,-,5684174
78.5,334,Altaria,dragon,fairy,-,-,-,Mega,-,-,-,-,3576,199.2,195.8,164,50,Dragon Breath,Flamethrower,Moonblast*,-,-,1,-,6394651
78.5,160,Feraligatr,water,none,-,-,Shadow,-,-,-,-,-,3230,184.9,170.6,178,50,Shadow Claw,Hydro Cannon*,Ice Beam,-,-,3,-,5613161
78.5,428,Lopunny,normal,fighting,-,-,-,Mega,-,-,-,-,4234,249.6,192.4,149,50,Low Kick,Thunder Punch,Shadow Ball,-,-,3,-,7155615
78.4,642,Thundurus,electric,flying,-,Incarnate,-,-,-,-,-,-,3782,236.1,150.4,170,50,Thunder Shock,Crunch,Thunder,-,-,20,-,6037776
78.1,473,Mamoswine,ice,ground,-,-,-,-,-,-,-,-,3763,220.2,135.3,215,50,Powder Snow,Icicle Spear,High Horsepower,-,-,3,-,6403750
77.9,473,Mamoswine,ice,ground,-,-,Shadow,-,-,-,-,-,3763,220.2,135.3,215,50,Powder Snow,High Horsepower,Icicle Spear,-,-,3,-,6403750
77.6,160,Feraligatr,water,none,-,-,-,-,-,-,-,-,3230,184.9,170.6,178,50,Shadow Claw,Hydro Cannon*,Ice Beam,-,-,3,-,5613161
77.4,787,Tapu Bulu,grass,fairy,-,-,-,-,-,-,-,-,3865,221.8,193.3,157,50,Bullet Seed,Grass Knot,Nature's Madness*,-,-,20,-,6731319
77.4,788,Tapu Fini,water,fairy,-,-,-,-,-,-,-,-,3230,171.4,226,157,50,Water Gun,Nature's Madness*,Surf,-,-,20,-,6083463
77.3,503,Samurott,water,none,-,-,-,-,-,-,-,-,3194,190.7,144.5,194,50,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,5348411
77.1,503,Samurott,water,none,-,-,Shadow,-,-,-,-,-,3194,190.7,144.5,194,50,Fury Cutter,Hydro Cannon*,Megahorn,-,-,3,-,5348411
76.5,905,Enamorus,fairy,flying,-,Incarnate,-,-,-,-,-,-,3873,248.7,148.7,163,50,Fairy Wind,Fly,Dazzling Gleam,-,-,20,-,6030056
75.9,260,Swampert,water,ground,-,-,-,-,-,-,-,-,3362,187.4,159.7,201,50,Mud Shot,Hydro Cannon*,Earthquake,-,-,3,-,6013444
75.6,936,Armarouge,fire,psychic,-,-,-,-,-,-,-,-,3628,209.2,168.1,178,50,Incinerate,Psyshock,Heat Wave,-,-,5,-,6259189
75.1,362,Glalie,ice,none,-,-,-,Mega,-,-,-,-,3651,224.4,153.8,172,50,Powder Snow,Avalanche,Shadow Ball,-,-,3,-,5934164
74.9,720,Hoopa,psychic,dark,-,Unbound,-,-,-,-,-,-,4530,273.9,173.1,157,50,Confusion,Dark Pulse,Shadow Ball,-,-,20,-,7444803
74.8,641,Tornadus,flying,none,-,Therian,-,-,-,-,-,-,3635,212.6,171.4,170,50,Astonish,Bleakwind Storm*,Hurricane,-,-,20,-,6195386
74.6,354,Banette,ghost,none,-,-,-,Mega,-,-,-,-,4063,274.8,147.1,148,50,Shadow Claw,Shadow Ball,Thunder,-,-,3,-,5980208
74.6,251,Celebi,psychic,grass,-,-,-,-,-,-,-,-,3691,189.1,189.1,201,50,Confusion,Seed Bomb,Leaf Storm,-,-,20,-,7185051
74.3,486,Regigigas,normal,none,-,-,-,-,-,-,-,-,4913,253.8,189.1,198,50,Hidden Power (Ice),Crush Grip*,Thunder,-,-,20,-,9499996
74.3,145,Zapdos,fighting,flying,Galarian,-,-,-,-,-,-,-,4012,224.4,171.4,186,50,Low Kick,Fly,Brave Bird,-,-,20,-,7153575
73.8,645,Landorus,ground,flying,-,Incarnate,-,-,-,-,-,-,4057,231.9,165.5,184,50,Mud Shot,Rock Slide,Earth Power,-,-,20,-,7064182
73.8,365,Walrein,ice,water,-,-,Shadow,-,-,-,-,-,3081,165.5,160.5,215,50,Powder Snow*,Icicle Spear*,Water Pulse,-,-,3,-,5712245
73.6,144,Articuno,psychic,flying,Galarian,-,-,-,-,-,-,-,4059,222.7,178.1,186,50,Psycho Cut,Ancient Power,Brave Bird,-,-,20,-,7378421
73.6,689,Barbaracle,rock,water,-,-,-,-,-,-,-,-,3025,175.6,184.9,160,50,Fury Cutter,Stone Edge,Cross Chop,-,-,3,-,5194667
73.6,378,Regice,ice,none,-,-,-,-,-,-,-,-,3530,163,272.3,172,50,Lock On,Thunder*,Earthquake,-,-,20,-,7633856
73.4,245,Suicune,water,none,-,-,-,-,-,-,-,-,3372,163.9,210.1,201,50,Ice Fang,Scald,Ice Beam,-,-,20,-,6918938
73.3,720,Hoopa,psychic,ghost,-,-,-,-,-,-,-,-,3797,231.9,169.7,157,50,Astonish,Shadow Ball,Psychic,-,-,20,-,6180575
73.3,720,Hoopa,psychic,ghost,-,Confined,-,-,-,-,-,-,3797,231.9,169.7,157,50,Astonish,Shadow Ball,Psychic,-,-,20,-,6180575
73.3,134,Vaporeon,water,none,-,-,-,-,-,-,-,-,3521,184.9,147.9,245,50,Water Gun,Aqua Tail,Last Resort*,-,-,5,-,6698386
73.2,365,Walrein,ice,water,-,-,-,-,-,-,-,-,3081,165.5,160.5,215,50,Powder Snow*,Icicle Spear*,Water Pulse,-,-,3,-,5712245
73.1,260,Swampert,water,ground,-,-,Shadow,-,-,-,-,-,3362,187.4,159.7,201,50,Mud Shot,Hydro Cannon*,Sludge,-,-,3,-,6013444
72.7,475,Gallade,psychic,fighting,-,-,Shadow,-,-,-,-,-,3497,211.8,176.5,154,50,Psycho Cut,Leaf Blade,Close Combat,-,-,5,-,5754523
72.7,503,Samurott,water,dark,Hisuian,-,-,-,-,-,-,-,3167,195.8,140.3,186,50,Fury Cutter,Sacred Sword,Dark Pulse,-,-,3,-,5110391
72.3,475,Gallade,psychic,fighting,-,-,-,-,-,-,-,-,3497,211.8,176.5,154,50,Psycho Cut,Leaf Blade,Close Combat,-,-,5,-,5754523
72.1,699,Aurorus,rock,ice,-,-,-,-,-,-,-,-,3168,168.9,149.6,235,50,Powder Snow,Weather Ball (Ice),Thunderbolt,-,-,5,-,5936803
71.9,146,Moltres,fire,flying,-,-,Shadow,-,-,-,-,-,3917,223.5,164.7,186,50,Wing Attack,Fly,Heat Wave,-,-,20,-,6847301
71.9,199,Slowking,poison,psychic,Galarian,-,-,-,-,-,-,-,3072,172.3,163.9,194,50,Acid,Psyshock,Shadow Ball,-,-,3,-,5475943
71.6,131,Lapras,water,ice,-,-,Shadow,-,-,-,-,-,2985,151.3,158.8,245,50,Psywave,Sparkling Aria,Ice Beam*,-,-,5,-,5885307
71.4,797,Celesteela,steel,flying,-,-,-,-,-,-,-,-,3507,186.5,179.8,196,50,Smack Down,Body Slam,Bulldoze,-,-,20,-,6574937
71.3,486,Regigigas,normal,none,-,-,Shadow,-,-,-,-,-,4913,253.8,189.1,198,50,Hidden Power (Rock),Crush Grip*,Thunder,-,-,20,-,9499996
71.2,217,Ursaring,normal,none,-,-,Shadow,-,-,-,-,-,3329,210.9,133.6,186,50,Shadow Claw,Swift,Close Combat,-,-,3,-,5241463
70.8,146,Moltres,fire,flying,-,-,-,-,-,-,-,-,3917,223.5,164.7,186,50,Fire Spin,Fly,Overheat,-,-,20,-,6847301
70.7,245,Suicune,water,none,-,-,Shadow,-,-,-,-,-,3372,163.9,210.1,201,50,Ice Fang,Scald,Ice Beam,-,-,20,-,6918938
69.8,230,Kingdra,water,dragon,-,-,Shadow,-,-,-,-,-,2986,175.6,175.6,164,50,Dragon Breath,Swift,Surf,-,-,3,-,5058307
69.6,982,Dudunsparce,normal,none,-,-,-,-,-,-,-,-,3097,170.6,138.6,237,50,Rollout,Body Slam,Rock Slide,-,-,3,-,5605277
69.5,319,Sharpedo,water,dark,-,-,-,Mega,-,-,-,-,3701,255.5,133.6,157,50,Waterfall,Crunch,Poison Fang,-,-,3,-,5358449
69,230,Kingdra,water,dragon,-,-,-,-,-,-,-,-,2986,175.6,175.6,164,50,Dragon Breath,Swift,Surf,-,-,3,-,5058307
68.8,780,Drampa,normal,dragon,-,-,-,-,-,-,-,-,3294,206.7,150.4,168,50,Dragon Breath,Swift,Fly,-,-,5,-,5223555
68.6,217,Ursaring,normal,none,-,-,-,-,-,-,-,-,3329,210.9,133.6,186,50,Shadow Claw,Swift,Close Combat,-,-,3,-,5241463
68.4,655,Delphox,fire,psychic,-,-,-,-,-,-,-,-,3459,205.9,171.4,164,50,Fire Spin,Psyshock,Blast Burn*,-,-,3,-,5787738
68.4,196,Espeon,psychic,none,-,-,-,-,-,-,-,-,3583,231.9,159.7,149,50,Confusion,Psychic Fangs,Shadow Ball*,-,-,5,-,5517187
68.3,655,Delphox,fire,psychic,-,-,Shadow,-,-,-,-,-,3459,205.9,171.4,164,50,Fire Spin,Psyshock,Blast Burn*,-,-,3,-,5787738
67.9,760,Bewear,normal,fighting,-,-,-,-,-,-,-,-,3524,202.5,131.1,231,50,Shadow Claw,Superpower,Payback,-,-,1,-,6132286
67.6,614,Beartic,ice,none,-,-,-,-,-,-,-,-,3439,208.4,140.3,194,50,Powder Snow,Ice Punch,Liquidation,-,-,3,-,5673338
67.5,282,Gardevoir,psychic,fairy,-,-,-,-,-,-,-,-,3497,211.8,176.5,154,50,Charm,Triple Axel,Shadow Ball,-,-,5,-,5754523
67.3,481,Mesprit,psychic,none,-,-,-,-,-,-,-,-,3457,190.7,190.7,172,50,Confusion,Swift,Future Sight,-,-,20,-,6258192
67,719,Diancie,rock,fairy,-,-,-,-,-,-,-,-,3091,172.3,252.1,127,50,Rock Throw,Rock Slide,Moonblast,-,-,20,-,5515026
66.9,492,Shaymin,grass,flying,-,Sky,-,-,-,-,-,-,4061,231.9,152.1,201,50,Magical Leaf,Energy Ball,Grass Knot,-,-,20,-,7090102
66.6,463,Lickilicky,normal,none,-,-,-,-,-,-,-,-,2789,147.9,164.7,215,50,Rollout,Body Slam*,Shadow Ball,-,-,3,-,5236920
66.5,914,Quaquaval,water,fighting,-,-,-,-,-,-,-,-,3411,210.9,146.2,178,50,Low Kick,Close Combat,Aqua Jet,-,-,3,-,5489234
66,282,Gardevoir,psychic,fairy,-,-,Shadow,-,-,-,-,-,3497,211.8,176.5,154,50,Charm,Triple Axel,Shadow Ball,-,-,5,-,5754523
65.9,65,Alakazam,psychic,none,-,-,Shadow,-,-,-,-,-,3456,240.3,152.9,135,50,Psycho Cut,Fire Punch,Shadow Ball,-,-,3,-,4961808
65.3,472,Gliscor,ground,flying,-,-,Shadow,-,-,-,-,-,3043,168.1,199.2,164,50,Fury Cutter,Night Slash,Acrobatics,-,-,5,-,5488971
64.6,9,Blastoise,water,none,-,-,-,-,-,-,-,-,2788,156.3,186.5,170,50,Rollout,Hydro Cannon*,Ice Beam,-,-,3,-,4956597
64.5,765,Oranguru,normal,psychic,-,-,-,-,-,-,-,-,2770,153.8,173.9,186,50,Confusion,Brutal Swing,Trailblaze,-,-,3,-,4975115
64.1,823,Corviknight,flying,steel,-,-,-,-,-,-,-,-,2777,149.6,173.9,198,50,Sand Attack,Air Cutter*,Iron Head*,-,-,1,-,5151388
64,128,Tauros,fighting,water,-,-,-,-,Aqua,-,-,-,3207,189.1,174.8,164,50,Double Kick,Aqua Jet,Trailblaze,-,-,3,-,5419490
63.4,615,Cryogonal,ice,none,-,-,-,-,-,-,-,-,3163,172.3,195.8,172,50,Ice Shard,Night Slash,Triple Axel,-,-,5,-,5801055
63.4,461,Weavile,dark,ice,-,-,-,-,-,-,-,-,3397,216.8,156.3,157,50,Snarl,Avalanche,Focus Blast,-,-,3,-,5319870
63.2,899,Wyrdeer,normal,psychic,-,-,-,-,-,-,-,-,3089,185.7,134.4,205,50,Confusion,Wild Charge,Stomp,-,-,5,-,5118408
63.1,6,Charizard,fire,flying,-,-,-,-,-,-,-,-,3266,200,158,168,50,Dragon Breath*,Blast Burn*,Dragon Claw,-,-,3,-,5307779
63.1,303,Mawile,steel,fairy,-,-,-,Mega,-,-,-,-,2691,170.6,194.9,127,50,Fairy Wind,Return<sup>†</sup>,Iron Head,-,-,5,-,4223344
62.9,9,Blastoise,water,none,-,-,Shadow,-,-,-,-,-,2788,156.3,186.5,170,50,Rollout,Hydro Cannon*,Ice Beam,-,-,3,-,4956597
62.9,823,Corviknight,flying,steel,-,-,Shadow,-,-,-,-,-,2777,149.6,173.9,198,50,Sand Attack,Air Cutter*,Iron Head*,-,-,1,-,5151388
62.8,73,Tentacruel,water,poison,-,-,-,-,-,-,-,-,2738,152.1,188.2,172,50,Acid,Scald,Payback,-,-,3,-,4924065
62.3,73,Tentacruel,water,poison,-,-,Shadow,-,-,-,-,-,2738,152.1,188.2,172,50,Acid,Scald,Payback,-,-,3,-,4924065
62.1,480,Uxie,psychic,none,-,-,-,-,-,-,-,-,2853,143.7,239.5,164,50,Confusion,Swift,Thunder,-,-,20,-,5643565
62.1,461,Weavile,dark,ice,-,-,Shadow,-,-,-,-,-,3397,216.8,156.3,157,50,Snarl,Avalanche,Focus Blast,-,-,3,-,5319870
62,555,Darmanitan,ice,none,Galarian,-,-,-,-,-,-,-,3511,233.6,108.4,208,50,Ice Fang,Avalanche,Superpower,-,-,3,-,5267040
62,80,Slowbro,water,psychic,-,-,-,-,-,-,-,-,2877,161.3,163.9,194,50,Confusion,Surf*,Drain Punch,-,-,3,-,5128688
61.7,6,Charizard,fire,flying,-,-,Shadow,-,-,-,-,-,3266,200,158,168,50,Dragon Breath*,Blast Burn*,Dragon Claw,-,-,3,-,5307779
61.6,80,Slowbro,water,psychic,-,-,Shadow,-,-,-,-,-,2877,161.3,163.9,194,50,Confusion,Surf*,Drain Punch,-,-,3,-,5128688
